setup_id,signal_time,direction,entry_time,entry_price,stop_price,target_price,evaluation_end_time,mfe_ticks_1m,mae_ticks_1m,mfe_usd_1m,mae_usd_1m,first_touch,first_touch_time,first_touch_minutes_after_entry,baseline_exit_level_touched_before_hybrid_exit,hybrid_stop_touched_before_baseline_target,hybrid_target_touched_before_baseline_stop,min_low_before_target,max_high_before_stop,adverse_excursion_before_favorable_excursion,favorable_excursion_before_adverse_excursion,time_to_mfe_minutes,time_to_mae_minutes,stop_touch_time,target_touch_time,ambiguous_policy_applied
long|2019-08-02 09:30:00-0400,2019-08-02 09:30:00-04:00,long,2019-08-02 10:31:00-04:00,7691.25,7688.5,7748.075,2019-08-02 12:31:00-04:00,71.0,152.0,35.5,76.0,stop,2019-08-02 10:31:00-04:00,0.0,True,False,False,7653.25,7691.5,True,False,119,21,2019-08-02 10:31:00-04:00,,
short|2019-08-13 09:30:00-0400,2019-08-13 09:30:00-04:00,short,2019-08-13 10:31:00-04:00,7773.75,7789.25,7722.3375,2019-08-13 12:31:00-04:00,319.0,24.0,159.5,12.0,target,2019-08-13 11:05:00-04:00,34.0,True,False,False,7722.0,7779.75,True,False,62,1,,2019-08-13 11:05:00-04:00,
long|2019-08-23 10:30:00-0400,2019-08-23 10:30:00-04:00,long,2019-08-23 11:31:00-04:00,7572.0,7553.0,7614.4875,2019-08-23 13:31:00-04:00,11.0,344.0,5.5,172.0,stop,2019-08-23 11:35:00-04:00,4.0,True,False,False,7486.0,7574.75,False,True,0,119,2019-08-23 11:35:00-04:00,,
short|2019-09-05 09:30:00-0400,2019-09-05 09:30:00-04:00,short,2019-09-05 10:31:00-04:00,7871.0,7886.5,7830.65,2019-09-05 12:31:00-04:00,94.0,33.0,47.0,16.5,none,,,True,False,False,7847.5,7879.25,True,False,112,7,,,
long|2019-09-24 11:30:00-0400,2019-09-24 11:30:00-04:00,long,2019-09-24 12:31:00-04:00,7744.5,7733.5,7783.55,2019-09-24 14:31:00-04:00,110.0,171.0,55.0,85.5,stop,2019-09-24 12:38:00-04:00,7.0,True,False,False,7701.75,7753.75,True,False,107,99,2019-09-24 12:38:00-04:00,,
long|2019-09-24 12:30:00-0400,2019-09-24 12:30:00-04:00,long,2019-09-24 13:31:00-04:00,7725.25,7705.25,7763.3125,2019-09-24 15:31:00-04:00,187.0,94.0,93.5,47.0,stop,2019-09-24 14:09:00-04:00,38.0,False,False,False,7701.75,7738.25,True,False,47,39,2019-09-24 14:09:00-04:00,,
short|2019-09-24 13:30:00-0400,2019-09-24 13:30:00-04:00,short,2019-09-24 14:31:00-04:00,7760.5,7772.0,7722.375,2019-09-24 16:31:00-04:00,197.0,11.0,98.5,5.5,target,2019-09-24 15:22:00-04:00,51.0,True,False,False,7718.25,7763.25,True,False,70,5,,2019-09-24 15:22:00-04:00,
long|2019-09-26 09:30:00-0400,2019-09-26 09:30:00-04:00,long,2019-09-26 10:31:00-04:00,7781.75,7758.0,7823.425,2019-09-26 12:31:00-04:00,63.0,187.0,31.5,93.5,stop,2019-09-26 11:01:00-04:00,30.0,True,False,False,7735.0,7797.5,False,True,18,49,2019-09-26 11:01:00-04:00,,
long|2019-09-27 09:30:00-0400,2019-09-27 09:30:00-04:00,long,2019-09-27 10:31:00-04:00,7763.5,7743.0,7811.35,2019-09-27 12:31:00-04:00,121.0,221.0,60.5,110.5,stop,2019-09-27 11:37:00-04:00,66.0,True,False,False,7708.25,7793.75,False,True,44,68,2019-09-27 11:37:00-04:00,,
long|2019-09-27 11:30:00-0400,2019-09-27 11:30:00-04:00,long,2019-09-27 12:31:00-04:00,7731.5,7708.25,7778.225,2019-09-27 14:31:00-04:00,51.0,250.0,25.5,125.0,stop,2019-09-27 12:56:00-04:00,25.0,True,False,False,7669.0,7744.25,False,True,9,117,2019-09-27 12:56:00-04:00,,
long|2019-10-02 09:30:00-0400,2019-10-02 09:30:00-04:00,long,2019-10-02 10:31:00-04:00,7588.75,7581.25,7630.6,2019-10-02 12:31:00-04:00,-1.0,186.0,-0.5,93.0,stop,2019-10-02 10:32:00-04:00,1.0,True,False,False,7542.25,7588.5,False,True,0,106,2019-10-02 10:32:00-04:00,,
short|2019-10-25 09:30:00-0400,2019-10-25 09:30:00-04:00,short,2019-10-25 10:31:00-04:00,7995.0,7996.5,7965.525,2019-10-25 12:31:00-04:00,34.0,180.0,17.0,90.0,stop,2019-10-25 10:31:00-04:00,0.0,True,False,False,7986.5,7997.0,False,True,10,84,2019-10-25 10:31:00-04:00,,
long|2019-11-18 09:30:00-0500,2019-11-18 09:30:00-05:00,long,2019-11-18 10:31:00-05:00,8291.25,8279.25,8313.9875,2019-11-18 12:31:00-05:00,133.0,1.0,66.5,0.5,target,2019-11-18 11:10:00-05:00,39.0,True,False,False,8291.0,8324.5,True,False,77,0,,2019-11-18 11:10:00-05:00,
long|2019-11-19 09:30:00-0500,2019-11-19 09:30:00-05:00,long,2019-11-19 10:31:00-05:00,8339.0,8330.5,8360.4125,2019-11-19 12:31:00-05:00,73.0,105.0,36.5,52.5,stop,2019-11-19 10:47:00-05:00,16.0,False,False,False,8312.75,8345.0,True,False,68,26,2019-11-19 10:47:00-05:00,,
long|2019-11-20 12:30:00-0500,2019-11-20 12:30:00-05:00,long,2019-11-20 13:31:00-05:00,8243.5,8230.75,8268.4375,2019-11-20 15:31:00-05:00,174.0,14.0,87.0,7.0,target,2019-11-20 13:53:00-05:00,22.0,True,False,False,8240.0,8287.0,True,False,103,1,,2019-11-20 13:53:00-05:00,
long|2019-11-21 09:30:00-0500,2019-11-21 09:30:00-05:00,long,2019-11-21 10:31:00-05:00,8261.5,8254.0,8287.1875,2019-11-21 12:31:00-05:00,72.0,59.0,36.0,29.5,stop,2019-11-21 10:31:00-05:00,0.0,True,False,False,8246.75,8262.25,False,True,33,90,2019-11-21 10:31:00-05:00,,
long|2019-12-02 09:30:00-0500,2019-12-02 09:30:00-05:00,long,2019-12-02 10:31:00-05:00,8302.0,8299.25,8319.65,2019-12-02 12:31:00-05:00,71.0,104.0,35.5,52.0,stop,2019-12-02 10:31:00-05:00,0.0,True,False,False,8276.0,8302.0,True,False,100,4,2019-12-02 10:31:00-05:00,,
short|2019-12-12 09:30:00-0500,2019-12-12 09:30:00-05:00,short,2019-12-12 10:31:00-05:00,8491.0,8497.0,8465.7125,2019-12-12 12:31:00-05:00,354.0,6.0,177.0,3.0,target,2019-12-12 10:48:00-05:00,17.0,True,False,False,8464.0,8492.5,True,False,112,0,,2019-12-12 10:48:00-05:00,
long|2019-12-27 09:30:00-0500,2019-12-27 09:30:00-05:00,long,2019-12-27 10:31:00-05:00,8806.5,8780.0,8826.4625,2019-12-27 12:31:00-05:00,54.0,37.0,27.0,18.5,none,,,False,False,False,8797.25,8820.0,False,True,72,119,,,
long|2019-12-30 09:30:00-0500,2019-12-30 09:30:00-05:00,long,2019-12-30 10:31:00-05:00,8710.5,8691.0,8733.4875,2019-12-30 12:31:00-05:00,160.0,26.0,80.0,13.0,target,2019-12-30 11:22:00-05:00,51.0,False,False,False,8704.0,8750.5,True,False,120,4,,2019-12-30 11:22:00-05:00,
short|2019-12-30 10:30:00-0500,2019-12-30 10:30:00-05:00,short,2019-12-30 11:31:00-05:00,8732.25,8736.5,8708.275,2019-12-30 13:31:00-05:00,19.0,95.0,9.5,47.5,stop,2019-12-30 11:44:00-05:00,13.0,False,False,False,8727.5,8737.75,False,True,11,84,2019-12-30 11:44:00-05:00,,
short|2020-01-03 09:30:00-0500,2020-01-03 09:30:00-05:00,short,2020-01-03 10:31:00-05:00,8831.0,8840.75,8802.125,2020-01-03 12:31:00-05:00,102.0,87.0,51.0,43.5,stop,2020-01-03 12:01:00-05:00,90.0,True,False,False,8805.5,8843.25,False,True,39,95,2020-01-03 12:01:00-05:00,,
long|2020-01-24 09:30:00-0500,2020-01-24 09:30:00-05:00,long,2020-01-24 10:31:00-05:00,9237.25,9232.25,9267.15,2020-01-24 12:31:00-05:00,74.0,301.0,37.0,150.5,stop,2020-01-24 10:32:00-05:00,1.0,False,False,False,9162.0,9239.0,False,True,38,108,2020-01-24 10:32:00-05:00,,
long|2020-01-24 11:30:00-0500,2020-01-24 11:30:00-05:00,long,2020-01-24 12:31:00-05:00,9182.0,9162.0,9215.3375,2020-01-24 14:31:00-05:00,73.0,289.0,36.5,144.5,stop,2020-01-24 13:30:00-05:00,59.0,True,False,False,9109.75,9200.25,False,True,18,113,2020-01-24 13:30:00-05:00,,
short|2020-01-27 09:30:00-0500,2020-01-27 09:30:00-05:00,short,2020-01-27 10:31:00-05:00,8987.25,8994.25,8942.3625,2020-01-27 12:31:00-05:00,174.0,83.0,87.0,41.5,stop,2020-01-27 12:15:00-05:00,104.0,False,False,False,8943.75,8994.25,False,True,49,111,2020-01-27 12:15:00-05:00,,
long|2020-01-29 09:30:00-0500,2020-01-29 09:30:00-05:00,long,2020-01-29 10:31:00-05:00,9096.5,9072.25,9148.2375,2020-01-29 12:31:00-05:00,159.0,15.0,79.5,7.5,none,,,False,False,False,9092.75,9136.25,True,False,108,4,,,
long|2020-01-31 09:30:00-0500,2020-01-31 09:30:00-05:00,long,2020-01-31 10:31:00-05:00,9075.0,9069.25,9117.4,2020-01-31 12:31:00-05:00,48.0,240.0,24.0,120.0,stop,2020-01-31 10:43:00-05:00,12.0,True,False,False,9015.0,9087.0,False,True,3,68,2020-01-31 10:43:00-05:00,,
short|2020-02-13 09:30:00-0500,2020-02-13 09:30:00-05:00,short,2020-02-13 10:31:00-05:00,9585.5,9592.75,9549.9375,2020-02-13 12:31:00-05:00,30.0,185.0,15.0,92.5,stop,2020-02-13 10:35:00-05:00,4.0,True,False,False,9578.0,9594.0,False,True,2,99,2020-02-13 10:35:00-05:00,,
long|2020-02-20 11:30:00-0500,2020-02-20 11:30:00-05:00,long,2020-02-20 12:31:00-05:00,9568.5,9516.25,9604.3125,2020-02-20 14:31:00-05:00,224.0,83.0,112.0,41.5,target,2020-02-20 13:11:00-05:00,40.0,True,False,False,9547.75,9624.5,True,False,99,1,,2020-02-20 13:11:00-05:00,
long|2020-02-21 09:30:00-0500,2020-02-21 09:30:00-05:00,long,2020-02-21 10:31:00-05:00,9523.25,9481.5,9568.1125,2020-02-21 12:31:00-05:00,50.0,203.0,25.0,101.5,stop,2020-02-21 10:40:00-05:00,9.0,True,False,False,9472.5,9524.75,True,False,94,15,2020-02-21 10:40:00-05:00,,
long|2020-02-25 09:30:00-0500,2020-02-25 09:30:00-05:00,long,2020-02-25 10:31:00-05:00,9060.5,9038.5,9144.175,2020-02-25 12:31:00-05:00,76.0,474.0,38.0,237.0,stop,2020-02-25 10:32:00-05:00,1.0,True,False,False,8942.0,9060.25,False,True,14,48,2020-02-25 10:32:00-05:00,,
short|2020-02-26 09:30:00-0500,2020-02-26 09:30:00-05:00,short,2020-02-26 10:31:00-05:00,8999.75,9015.5,8900.5375,2020-02-26 12:31:00-05:00,534.0,152.0,267.0,76.0,stop,2020-02-26 10:35:00-05:00,4.0,True,True,False,8866.25,9022.75,True,False,107,20,2020-02-26 10:35:00-05:00,,
long|2020-04-07 09:30:00-0400,2020-04-07 09:30:00-04:00,long,2020-04-07 10:31:00-04:00,8138.5,8121.5,8239.6125,2020-04-07 12:31:00-04:00,480.0,278.0,240.0,139.0,stop,2020-04-07 10:41:00-04:00,10.0,False,True,False,8069.0,8169.75,True,False,111,23,2020-04-07 10:41:00-04:00,,
long|2020-04-17 09:30:00-0400,2020-04-17 09:30:00-04:00,long,2020-04-17 10:31:00-04:00,8792.0,8764.0,8867.3,2020-04-17 12:31:00-04:00,15.0,311.0,7.5,155.5,stop,2020-04-17 10:38:00-04:00,7.0,True,False,False,8714.25,8795.75,False,True,1,61,2020-04-17 10:38:00-04:00,,
long|2020-04-21 09:30:00-0400,2020-04-21 09:30:00-04:00,long,2020-04-21 10:31:00-04:00,8529.75,8515.0,8604.9625,2020-04-21 12:31:00-04:00,25.0,751.0,12.5,375.5,stop,2020-04-21 10:32:00-04:00,1.0,True,False,False,8342.0,8536.0,False,True,0,72,2020-04-21 10:32:00-04:00,,
long|2020-04-21 10:30:00-0400,2020-04-21 10:30:00-04:00,long,2020-04-21 11:31:00-04:00,8387.25,8345.25,8466.075,2020-04-21 13:31:00-04:00,262.0,181.0,131.0,90.5,stop,2020-04-21 11:43:00-04:00,12.0,False,False,False,8342.0,8401.25,True,False,119,12,2020-04-21 11:43:00-04:00,,
long|2020-04-28 09:30:00-0400,2020-04-28 09:30:00-04:00,long,2020-04-28 10:31:00-04:00,8775.75,8750.75,8841.6125,2020-04-28 12:31:00-04:00,76.0,405.0,38.0,202.5,stop,2020-04-28 10:44:00-04:00,13.0,True,False,False,8674.5,8794.75,False,True,5,108,2020-04-28 10:44:00-04:00,,
short|2020-05-04 09:30:00-0400,2020-05-04 09:30:00-04:00,short,2020-05-04 10:31:00-04:00,8744.25,8769.0,8675.875,2020-05-04 12:31:00-04:00,77.0,155.0,38.5,77.5,stop,2020-05-04 11:24:00-04:00,53.0,True,False,False,8725.0,8773.75,False,True,6,74,2020-05-04 11:24:00-04:00,,
short|2020-05-11 09:30:00-0400,2020-05-11 09:30:00-04:00,short,2020-05-11 10:31:00-04:00,9227.5,9246.0,9176.4375,2020-05-11 12:31:00-04:00,56.0,211.0,28.0,105.5,stop,2020-05-11 10:46:00-04:00,15.0,True,False,False,9213.5,9248.25,False,True,7,120,2020-05-11 10:46:00-04:00,,
long|2020-05-13 11:30:00-0400,2020-05-13 11:30:00-04:00,long,2020-05-13 12:31:00-04:00,8953.75,8885.75,9025.7,2020-05-13 14:31:00-04:00,159.0,196.0,79.5,98.0,none,,,False,False,False,8904.75,8993.5,False,True,21,93,,,
long|2020-05-14 09:30:00-0400,2020-05-14 09:30:00-04:00,long,2020-05-14 10:31:00-04:00,8856.5,8850.75,8939.375,2020-05-14 12:31:00-04:00,472.0,6.0,236.0,3.0,target,2020-05-14 11:06:00-04:00,35.0,True,False,False,8855.0,8974.5,True,False,47,0,,2020-05-14 11:06:00-04:00,
long|2020-05-27 09:30:00-0400,2020-05-27 09:30:00-04:00,long,2020-05-27 10:31:00-04:00,9282.0,9262.5,9332.575,2020-05-27 12:31:00-04:00,104.0,435.0,52.0,217.5,stop,2020-05-27 10:37:00-04:00,6.0,True,False,False,9173.25,9293.0,True,False,98,18,2020-05-27 10:37:00-04:00,,
short|2020-05-28 09:30:00-0400,2020-05-28 09:30:00-04:00,short,2020-05-28 10:31:00-04:00,9463.25,9476.75,9399.675,2020-05-28 12:31:00-04:00,22.0,252.0,11.0,126.0,stop,2020-05-28 10:37:00-04:00,6.0,True,False,False,9457.75,9478.5,False,True,0,97,2020-05-28 10:37:00-04:00,,
long|2020-06-11 14:30:00-0400,2020-06-11 14:30:00-04:00,long,2020-06-11 15:31:00-04:00,9624.25,9593.75,9707.4875,2020-06-12 09:30:00-04:00,172.0,159.0,86.0,79.5,stop,2020-06-11 15:56:00-04:00,25.0,False,False,False,9584.5,9667.25,False,True,13,28,2020-06-11 15:56:00-04:00,,
long|2020-06-24 10:30:00-0400,2020-06-24 10:30:00-04:00,long,2020-06-24 11:31:00-04:00,10023.75,9990.0,10081.0125,2020-06-24 13:31:00-04:00,65.0,386.0,32.5,193.0,stop,2020-06-24 11:38:00-04:00,7.0,True,False,False,9927.25,10024.0,True,False,107,18,2020-06-24 11:38:00-04:00,,
long|2020-06-26 09:30:00-0400,2020-06-26 09:30:00-04:00,long,2020-06-26 10:31:00-04:00,9935.25,9895.25,10015.9,2020-06-26 12:31:00-04:00,179.0,337.0,89.5,168.5,stop,2020-06-26 10:33:00-04:00,2.0,True,False,False,9851.0,9935.5,True,False,87,19,2020-06-26 10:33:00-04:00,,
long|2020-07-09 10:30:00-0400,2020-07-09 10:30:00-04:00,long,2020-07-09 11:31:00-04:00,10607.0,10560.25,10678.95,2020-07-09 13:31:00-04:00,451.0,103.0,225.5,51.5,target,2020-07-09 12:46:00-04:00,75.0,True,False,False,10581.25,10719.75,True,False,104,12,,2020-07-09 12:46:00-04:00,
long|2020-07-31 09:30:00-0400,2020-07-31 09:30:00-04:00,long,2020-07-31 10:31:00-04:00,10756.0,10714.25,10821.8125,2020-07-31 12:31:00-04:00,298.0,72.0,149.0,36.0,target,2020-07-31 11:18:00-04:00,47.0,True,False,False,10739.25,10830.5,False,True,47,106,,2020-07-31 11:18:00-04:00,
long|2020-08-10 09:30:00-0400,2020-08-10 09:30:00-04:00,long,2020-08-10 10:31:00-04:00,11053.0,11044.25,11110.1625,2020-08-10 12:31:00-04:00,28.0,498.0,14.0,249.0,stop,2020-08-10 10:31:00-04:00,0.0,True,False,False,10928.5,11055.5,False,True,4,29,2020-08-10 10:31:00-04:00,,
long|2020-08-14 09:30:00-0400,2020-08-14 09:30:00-04:00,long,2020-08-14 10:31:00-04:00,11106.75,11101.5,11179.75,2020-08-14 12:31:00-04:00,236.0,5.0,118.0,2.5,none,,,False,False,False,11105.5,11165.75,True,False,63,30,,,
long|2020-09-02 10:30:00-0400,2020-09-02 10:30:00-04:00,long,2020-09-02 11:31:00-04:00,12276.75,12238.75,12344.8375,2020-09-02 13:31:00-04:00,463.0,418.0,231.5,209.0,stop,2020-09-02 11:36:00-04:00,5.0,False,True,False,12172.25,12294.25,True,False,117,8,2020-09-02 11:36:00-04:00,,
long|2020-09-03 09:30:00-0400,2020-09-03 09:30:00-04:00,long,2020-09-03 10:31:00-04:00,12044.25,12031.5,12133.6375,2020-09-03 12:31:00-04:00,123.0,1200.0,61.5,600.0,stop,2020-09-03 10:37:00-04:00,6.0,True,False,False,11744.25,12075.0,False,True,2,50,2020-09-03 10:37:00-04:00,,
long|2020-09-03 10:30:00-0400,2020-09-03 10:30:00-04:00,long,2020-09-03 11:31:00-04:00,11850.75,11744.25,11952.75,2020-09-03 13:31:00-04:00,372.0,515.0,186.0,257.5,stop,2020-09-03 13:03:00-04:00,92.0,False,False,False,11722.0,11943.75,False,True,23,93,2020-09-03 13:03:00-04:00,,
short|2020-09-24 09:30:00-0400,2020-09-24 09:30:00-04:00,short,2020-09-24 10:31:00-04:00,10822.25,10936.5,10715.425,2020-09-24 12:31:00-04:00,190.0,638.0,95.0,319.0,stop,2020-09-24 11:32:00-04:00,61.0,True,False,False,10774.75,10939.0,False,True,7,95,2020-09-24 11:32:00-04:00,,
short|2020-10-02 09:30:00-0400,2020-10-02 09:30:00-04:00,short,2020-10-02 10:31:00-04:00,11442.75,11468.75,11354.95,2020-10-02 12:31:00-04:00,951.0,73.0,475.5,36.5,target,2020-10-02 11:32:00-04:00,61.0,True,False,False,11354.0,11461.0,True,False,94,3,,2020-10-02 11:32:00-04:00,
long|2020-10-06 14:30:00-0400,2020-10-06 14:30:00-04:00,long,2020-10-06 15:31:00-04:00,11323.75,11238.5,11421.525,2020-10-07 09:30:00-04:00,102.0,317.0,51.0,158.5,none,,,False,False,False,11244.5,11349.25,False,True,3,22,,,
long|2020-10-28 09:30:00-0400,2020-10-28 09:30:00-04:00,long,2020-10-28 10:31:00-04:00,11222.75,11208.75,11310.4375,2020-10-28 12:31:00-04:00,178.0,109.0,89.0,54.5,stop,2020-10-28 10:52:00-04:00,21.0,True,False,False,11195.5,11267.25,False,True,6,60,2020-10-28 10:52:00-04:00,,
long|2020-10-30 09:30:00-0400,2020-10-30 09:30:00-04:00,long,2020-10-30 10:31:00-04:00,11073.5,11051.25,11177.9375,2020-10-30 12:31:00-04:00,96.0,370.0,48.0,185.0,stop,2020-10-30 10:32:00-04:00,1.0,True,False,False,10981.0,11080.0,True,False,118,70,2020-10-30 10:32:00-04:00,,
long|2020-11-10 09:30:00-0500,2020-11-10 09:30:00-05:00,long,2020-11-10 10:31:00-05:00,11581.75,11562.5,11689.9875,2020-11-10 12:31:00-05:00,649.0,315.0,324.5,157.5,stop,2020-11-10 10:33:00-05:00,2.0,False,True,False,11503.0,11581.5,True,False,101,13,2020-11-10 10:33:00-05:00,,
long|2020-11-30 09:30:00-0500,2020-11-30 09:30:00-05:00,long,2020-11-30 10:31:00-05:00,12206.5,12202.25,12254.2125,2020-11-30 12:31:00-05:00,32.0,483.0,16.0,241.5,stop,2020-11-30 10:31:00-05:00,0.0,True,False,False,12085.75,12211.0,True,False,120,14,2020-11-30 10:31:00-05:00,,
long|2020-12-08 09:30:00-0500,2020-12-08 09:30:00-05:00,long,2020-12-08 10:31:00-05:00,12529.25,12502.5,12572.375,2020-12-08 12:31:00-05:00,285.0,5.0,142.5,2.5,target,2020-12-08 11:32:00-05:00,61.0,True,False,False,12528.0,12600.5,True,False,94,4,,2020-12-08 11:32:00-05:00,
short|2020-12-10 09:30:00-0500,2020-12-10 09:30:00-05:00,short,2020-12-10 10:31:00-05:00,12392.75,12420.5,12328.8875,2020-12-10 12:31:00-05:00,77.0,225.0,38.5,112.5,stop,2020-12-10 10:39:00-05:00,8.0,True,False,False,12373.5,12426.0,True,False,87,54,2020-12-10 10:39:00-05:00,,
long|2021-01-04 09:30:00-0500,2021-01-04 09:30:00-05:00,long,2021-01-04 10:31:00-05:00,12882.75,12846.75,12924.275,2021-01-04 12:31:00-05:00,10.0,1443.0,5.0,721.5,stop,2021-01-04 10:45:00-05:00,14.0,True,False,False,12522.0,12885.25,False,True,0,104,2021-01-04 10:45:00-05:00,,
long|2021-01-04 10:30:00-0500,2021-01-04 10:30:00-05:00,long,2021-01-04 11:31:00-05:00,12722.0,12680.0,12770.7625,2021-01-04 13:31:00-05:00,-1.0,800.0,-0.5,400.0,stop,2021-01-04 11:53:00-05:00,22.0,False,False,False,12522.0,12721.75,False,True,0,44,2021-01-04 11:53:00-05:00,,
short|2021-01-06 09:30:00-0500,2021-01-06 09:30:00-05:00,short,2021-01-06 10:31:00-05:00,12711.5,12712.5,12627.25,2021-01-06 12:31:00-05:00,14.0,338.0,7.0,169.0,stop,2021-01-06 10:31:00-05:00,0.0,True,False,False,12708.0,12713.75,False,True,0,95,2021-01-06 10:31:00-05:00,,
long|2021-01-08 09:30:00-0500,2021-01-08 09:30:00-05:00,long,2021-01-08 10:31:00-05:00,12978.0,12953.5,13058.9875,2021-01-08 12:31:00-05:00,350.0,60.0,175.0,30.0,target,2021-01-08 11:06:00-05:00,35.0,True,False,False,12963.0,13065.5,True,False,106,1,,2021-01-08 11:06:00-05:00,
long|2021-01-25 10:30:00-0500,2021-01-25 10:30:00-05:00,long,2021-01-25 11:31:00-05:00,13320.0,13189.0,13385.675,2021-01-25 13:31:00-05:00,513.0,28.0,256.5,14.0,target,2021-01-25 11:54:00-05:00,23.0,False,False,False,13317.25,13448.25,True,False,111,47,,2021-01-25 11:54:00-05:00,
long|2021-02-10 09:30:00-0500,2021-02-10 09:30:00-05:00,long,2021-02-10 10:31:00-05:00,13602.5,13561.5,13655.725,2021-02-10 12:31:00-05:00,157.0,341.0,78.5,170.5,stop,2021-02-10 10:43:00-05:00,12.0,False,False,False,13517.25,13625.75,True,False,85,13,2021-02-10 10:43:00-05:00,,
long|2021-02-26 09:30:00-0500,2021-02-26 09:30:00-05:00,long,2021-02-26 10:31:00-05:00,12775.0,12751.5,12914.4875,2021-02-26 12:31:00-05:00,1259.0,67.0,629.5,33.5,target,2021-02-26 10:45:00-05:00,14.0,True,False,False,12758.25,13089.75,True,False,108,5,,2021-02-26 10:45:00-05:00,
