variant_name,risk_profile,risk_multiplier,stress_profile,stress_slippage_multiplier,start_session_date,pass_session_date,followup_started,followup_status,followup_breach,followup_breach_reason,followup_trading_days,followup_calendar_days,followup_net_pnl_usd,followup_profit_per_trading_day_usd,followup_daily_pnl_std_usd,followup_positive_day_rate,followup_max_drawdown_usd,followup_daily_loss_hit_rate,followup_near_daily_limit_rate,followup_big_negative_day_rate,followup_big_negative_threshold_usd,followup_risk_intensity_ratio_post_vs_pre,followup_large_loss_limit_usd
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-03-21,2024-05-14,True,complete,False,,60,60,9453.375,157.55625,474.82756487717467,0.55,-1705.125,0.0,0.0,0.0,-800.0,1.3722016651248843,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-03-22,2024-05-15,True,complete,False,,60,60,8596.5,143.275,476.84902222821006,0.5333333333333333,-1705.125,0.0,0.0,0.0,-800.0,1.3165171711396204,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-03-25,2024-05-15,True,complete,False,,60,60,8596.5,143.275,476.84902222821006,0.5333333333333333,-1705.125,0.0,0.0,0.0,-800.0,1.2866925995293665,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-03-26,2024-05-15,True,complete,False,,60,60,8596.5,143.275,476.84902222821006,0.5333333333333333,-1705.125,0.0,0.0,0.0,-800.0,1.2495438571153474,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-03-27,2024-04-26,True,complete,False,,60,60,9957.0,165.95,462.50722190307476,0.5833333333333334,-1705.125,0.0,0.0,0.0,-800.0,1.1389485072152716,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-01,2024-04-25,True,complete,False,,60,60,9012.0,150.2,448.1021566702173,0.5833333333333334,-1705.125,0.0,0.0,0.0,-800.0,1.0175999999999998,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-02,2024-04-25,True,complete,False,,60,60,9012.0,150.2,448.1021566702173,0.5833333333333334,-1705.125,0.0,0.0,0.0,-800.0,0.9648740073442954,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-03,2024-04-24,True,complete,False,,60,60,9694.5,161.575,442.95404918286954,0.6,-1705.125,0.0,0.0,0.0,-800.0,0.9340705319784818,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-05,2024-05-14,True,complete,False,,60,60,9453.375,157.55625,474.82756487717467,0.55,-1705.125,0.0,0.0,0.0,-800.0,1.2920825093133423,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-08,2024-05-14,True,complete,False,,60,60,9453.375,157.55625,474.82756487717467,0.55,-1705.125,0.0,0.0,0.0,-800.0,1.248206599713056,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-09,2024-05-14,True,complete,False,,60,60,9453.375,157.55625,474.82756487717467,0.55,-1705.125,0.0,0.0,0.0,-800.0,1.2047848785717614,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-10,2024-05-15,True,complete,False,,60,60,8596.5,143.275,476.84902222821006,0.5333333333333333,-1705.125,0.0,0.0,0.0,-800.0,1.1840642533241104,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-11,2024-05-15,True,complete,False,,60,60,8596.5,143.275,476.84902222821006,0.5333333333333333,-1705.125,0.0,0.0,0.0,-800.0,1.142594401798868,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-12,2024-05-14,True,complete,False,,60,60,9453.375,157.55625,474.82756487717467,0.55,-1705.125,0.0,0.0,0.0,-800.0,1.1928772358155086,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-15,2024-05-15,True,complete,False,,60,60,8596.5,143.275,476.84902222821006,0.5333333333333333,-1705.125,0.0,0.0,0.0,-800.0,1.203305488188269,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-16,2024-05-24,True,breach,True,trailing_drawdown,59,59,6648.0,112.67796610169492,478.17471753437945,0.5084745762711864,-2021.625,0.0,0.0,0.0,-800.0,1.2197634717460997,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-17,2024-05-21,True,complete,False,,60,60,8076.75,134.6125,474.4417243916791,0.5333333333333333,-1705.125,0.0,0.0,0.0,-800.0,1.3261869799314734,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-18,2024-05-24,True,breach,True,trailing_drawdown,59,59,6648.0,112.67796610169492,478.17471753437945,0.5084745762711864,-2021.625,0.0,0.0,0.0,-800.0,1.370197553811776,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-19,2024-05-24,True,breach,True,trailing_drawdown,59,59,6648.0,112.67796610169492,478.17471753437945,0.5084745762711864,-2021.625,0.0,0.0,0.0,-800.0,1.347738147332082,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-22,2024-05-24,True,breach,True,trailing_drawdown,59,59,6648.0,112.67796610169492,478.17471753437945,0.5084745762711864,-2021.625,0.0,0.0,0.0,-800.0,1.3580565628286339,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-23,2024-05-24,True,breach,True,trailing_drawdown,59,59,6648.0,112.67796610169492,478.17471753437945,0.5084745762711864,-2021.625,0.0,0.0,0.0,-800.0,1.3356391245481305,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-24,2024-05-24,True,breach,True,trailing_drawdown,59,59,6648.0,112.67796610169492,478.17471753437945,0.5084745762711864,-2021.625,0.0,0.0,0.0,-800.0,1.2806877671820525,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-25,2024-05-31,True,breach,True,trailing_drawdown,56,56,5965.875,106.53348214285714,477.2756809317408,0.5,-2021.625,0.0,0.0,0.0,-800.0,1.1776518313680475,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-26,2024-05-31,True,breach,True,trailing_drawdown,56,56,5965.875,106.53348214285714,477.2756809317408,0.5,-2021.625,0.0,0.0,0.0,-800.0,1.168264751552795,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-29,2024-06-03,True,breach,True,trailing_drawdown,55,55,5653.875,102.79772727272727,480.78292534329137,0.4909090909090909,-2021.625,0.0,0.0,0.0,-800.0,1.13251290684624,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-04-30,2024-05-31,True,breach,True,trailing_drawdown,56,56,5965.875,106.53348214285714,477.2756809317408,0.5,-2021.625,0.0,0.0,0.0,-800.0,1.1124795453649303,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-01,2024-06-03,True,breach,True,trailing_drawdown,55,55,5653.875,102.79772727272727,480.78292534329137,0.4909090909090909,-2021.625,0.0,0.0,0.0,-800.0,1.1333150887197372,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-02,2024-05-31,True,breach,True,trailing_drawdown,56,56,5965.875,106.53348214285714,477.2756809317408,0.5,-2021.625,0.0,0.0,0.0,-800.0,1.1271738003042455,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-06,2024-05-31,True,breach,True,trailing_drawdown,56,56,5965.875,106.53348214285714,477.2756809317408,0.5,-2021.625,0.0,0.0,0.0,-800.0,1.0943189256018035,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-08,2024-05-31,True,breach,True,trailing_drawdown,56,56,5965.875,106.53348214285714,477.2756809317408,0.5,-2021.625,0.0,0.0,0.0,-800.0,1.060154168374667,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-09,2024-05-31,True,breach,True,trailing_drawdown,56,56,5965.875,106.53348214285714,477.2756809317408,0.5,-2021.625,0.0,0.0,0.0,-800.0,0.9642088197977675,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-10,2024-05-31,True,breach,True,trailing_drawdown,56,56,5965.875,106.53348214285714,477.2756809317408,0.5,-2021.625,0.0,0.0,0.0,-800.0,0.8694258622017925,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-14,2024-05-31,True,breach,True,trailing_drawdown,56,56,5965.875,106.53348214285714,477.2756809317408,0.5,-2021.625,0.0,0.0,0.0,-800.0,0.7759614268954581,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-15,2024-06-05,True,breach,True,trailing_drawdown,53,53,5535.75,104.44811320754717,482.46860565694135,0.49056603773584906,-2021.625,0.0,0.0,0.0,-800.0,0.8541163931186866,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-21,2024-06-10,True,breach,True,trailing_drawdown,51,51,4990.5,97.8529411764706,485.5987382847102,0.49019607843137253,-2021.625,0.0,0.0,0.0,-800.0,0.9058692153578349,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-23,2024-06-13,True,breach,True,trailing_drawdown,48,48,4050.0,84.375,490.3700551783571,0.4791666666666667,-2021.625,0.0,0.0,0.0,-800.0,0.9861641221374047,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-24,2024-06-13,True,breach,True,trailing_drawdown,48,48,4050.0,84.375,490.3700551783571,0.4791666666666667,-2021.625,0.0,0.0,0.0,-800.0,0.9475223923721467,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-29,2024-06-17,True,breach,True,trailing_drawdown,47,47,2966.25,63.111702127659576,473.1563002477343,0.46808510638297873,-2021.625,0.0,0.0,0.0,-800.0,0.8568243809567699,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-30,2024-06-13,True,breach,True,trailing_drawdown,48,48,4050.0,84.375,490.3700551783571,0.4791666666666667,-2021.625,0.0,0.0,0.0,-800.0,1.0205629726449443,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-05-31,2024-06-17,True,breach,True,trailing_drawdown,47,47,2966.25,63.111702127659576,473.1563002477343,0.46808510638297873,-2021.625,0.0,0.0,0.0,-800.0,0.8506520579157136,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-03,2024-06-20,True,breach,True,trailing_drawdown,45,45,2823.0,62.733333333333334,477.9430903767612,0.4666666666666667,-2021.625,0.0,0.0,0.0,-800.0,0.9357004714668948,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-04,2024-06-25,True,breach,True,trailing_drawdown,43,43,2401.5,55.848837209302324,471.8013688573028,0.46511627906976744,-2021.625,0.0,0.0,0.0,-800.0,0.8475536554001794,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-05,2024-06-17,True,breach,True,trailing_drawdown,47,47,2966.25,63.111702127659576,473.1563002477343,0.46808510638297873,-2021.625,0.0,0.0,0.0,-800.0,0.840648374220052,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-07,2024-06-25,True,breach,True,trailing_drawdown,43,43,2401.5,55.848837209302324,471.8013688573028,0.46511627906976744,-2021.625,0.0,0.0,0.0,-800.0,0.8373368136422108,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-10,2024-06-25,True,breach,True,trailing_drawdown,43,43,2401.5,55.848837209302324,471.8013688573028,0.46511627906976744,-2021.625,0.0,0.0,0.0,-800.0,0.7672127767617491,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-11,2024-07-09,True,breach,True,trailing_drawdown,34,34,1752.75,51.5514705882353,436.25066062402266,0.47058823529411764,-2021.625,0.0,0.0,0.0,-800.0,0.7111803969787459,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-12,2024-07-09,True,breach,True,trailing_drawdown,34,34,1752.75,51.5514705882353,436.25066062402266,0.47058823529411764,-2021.625,0.0,0.0,0.0,-800.0,0.6862215442633023,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-13,2024-07-09,True,breach,True,trailing_drawdown,34,34,1752.75,51.5514705882353,436.25066062402266,0.47058823529411764,-2021.625,0.0,0.0,0.0,-800.0,0.6460084033613446,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-17,2024-07-24,True,breach,True,trailing_drawdown,23,23,961.125,41.78804347826087,456.99785556708156,0.4782608695652174,-2021.625,0.0,0.0,0.0,-800.0,0.8437997224008937,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-18,2024-08-07,True,breach,True,trailing_drawdown,21,21,-371.625,-17.696428571428573,430.81747905012173,0.42857142857142855,-2021.625,0.0,0.0,0.0,-800.0,0.7943108773489862,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-20,2024-07-30,True,breach,True,trailing_drawdown,22,22,134.625,6.119318181818182,434.8311788349993,0.45454545454545453,-2021.625,0.0,0.0,0.0,-800.0,0.8042423164599939,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-24,2024-08-07,True,breach,True,trailing_drawdown,21,21,-371.625,-17.696428571428573,430.81747905012173,0.42857142857142855,-2021.625,0.0,0.0,0.0,-800.0,0.781271577249704,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-25,2024-07-30,True,breach,True,trailing_drawdown,22,22,134.625,6.119318181818182,434.8311788349993,0.45454545454545453,-2021.625,0.0,0.0,0.0,-800.0,0.7964877223994159,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-26,2024-08-13,True,breach,True,trailing_drawdown,19,19,-945.0,-49.73684210526316,428.51963255464096,0.42105263157894735,-2021.625,0.0,0.0,0.0,-800.0,0.8274667394951426,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-27,2024-08-07,True,breach,True,trailing_drawdown,21,21,-371.625,-17.696428571428573,430.81747905012173,0.42857142857142855,-2021.625,0.0,0.0,0.0,-800.0,0.8115341123256691,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-06-28,2024-07-30,True,breach,True,trailing_drawdown,22,22,134.625,6.119318181818182,434.8311788349993,0.45454545454545453,-2021.625,0.0,0.0,0.0,-800.0,0.8504651705193325,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-01,2024-07-30,True,breach,True,trailing_drawdown,22,22,134.625,6.119318181818182,434.8311788349993,0.45454545454545453,-2021.625,0.0,0.0,0.0,-800.0,0.8481771804268553,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-02,2024-07-19,True,breach,True,trailing_drawdown,26,26,1050.375,40.39903846153846,443.2168886218714,0.46153846153846156,-2021.625,0.0,0.0,0.0,-800.0,0.8493136859103755,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-03,2024-07-30,True,breach,True,trailing_drawdown,22,22,134.625,6.119318181818182,434.8311788349993,0.45454545454545453,-2021.625,0.0,0.0,0.0,-800.0,0.800838432671828,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-05,2024-08-07,True,breach,True,trailing_drawdown,21,21,-371.625,-17.696428571428573,430.81747905012173,0.42857142857142855,-2021.625,0.0,0.0,0.0,-800.0,0.8537228110465838,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-08,2024-08-13,True,breach,True,trailing_drawdown,19,19,-945.0,-49.73684210526316,428.51963255464096,0.42105263157894735,-2021.625,0.0,0.0,0.0,-800.0,0.8779468658321353,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-09,2024-08-07,True,breach,True,trailing_drawdown,21,21,-371.625,-17.696428571428573,430.81747905012173,0.42857142857142855,-2021.625,0.0,0.0,0.0,-800.0,0.8286612354865611,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-10,2024-08-26,True,breach,True,trailing_drawdown,10,10,-1520.625,-152.0625,265.3386824536709,0.4,-2021.625,0.0,0.0,0.0,-800.0,0.6751216424700345,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-11,2024-08-13,True,breach,True,trailing_drawdown,19,19,-945.0,-49.73684210526316,428.51963255464096,0.42105263157894735,-2021.625,0.0,0.0,0.0,-800.0,0.9800532336259069,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-12,2024-08-26,True,breach,True,trailing_drawdown,10,10,-1520.625,-152.0625,265.3386824536709,0.4,-2021.625,0.0,0.0,0.0,-800.0,0.7194389514830997,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-15,2024-08-26,True,breach,True,trailing_drawdown,10,10,-1520.625,-152.0625,265.3386824536709,0.4,-2021.625,0.0,0.0,0.0,-800.0,0.6930477560681302,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-16,2024-08-26,True,breach,True,trailing_drawdown,10,10,-1520.625,-152.0625,265.3386824536709,0.4,-2021.625,0.0,0.0,0.0,-800.0,0.682601391888649,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-17,2024-08-26,True,breach,True,trailing_drawdown,10,10,-1520.625,-152.0625,265.3386824536709,0.4,-2021.625,0.0,0.0,0.0,-800.0,0.6578808978916103,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-18,2024-08-28,True,breach,True,trailing_drawdown,8,8,-2021.625,-252.703125,179.9801197517642,0.25,-2021.625,0.0,0.0,0.0,-800.0,0.7127165917954287,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-19,2024-08-28,True,breach,True,trailing_drawdown,8,8,-2021.625,-252.703125,179.9801197517642,0.25,-2021.625,0.0,0.0,0.0,-800.0,0.6921140939597316,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-22,2024-08-28,True,breach,True,trailing_drawdown,8,8,-2021.625,-252.703125,179.9801197517642,0.25,-2021.625,0.0,0.0,0.0,-800.0,0.6673728813559322,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-23,2024-08-28,True,breach,True,trailing_drawdown,8,8,-2021.625,-252.703125,179.9801197517642,0.25,-2021.625,0.0,0.0,0.0,-800.0,0.6500966784976426,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-07-24,2024-08-27,True,breach,True,trailing_drawdown,9,9,-1630.125,-181.125,264.16105409389934,0.3333333333333333,-2021.625,0.0,0.0,0.0,-800.0,0.6536116862203819,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-10-08,2024-11-07,True,complete,False,,60,63,4119.0,68.65,327.1093772540005,0.5666666666666667,-1053.0,0.0,0.0,0.0,-800.0,0.7261669234975395,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-10-09,2024-12-03,True,complete,False,,60,63,2935.125,48.91875,340.4323406415547,0.5333333333333333,-1243.5,0.0,0.0,0.0,-800.0,0.9189327458981859,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-10-11,2024-12-09,True,complete,False,,60,63,1856.25,30.9375,336.63079390669236,0.5,-1476.0,0.0,0.0,0.0,-800.0,0.9382133304285732,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-10-15,2024-12-09,True,complete,False,,60,63,1856.25,30.9375,336.63079390669236,0.5,-1476.0,0.0,0.0,0.0,-800.0,0.9293812466620891,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-11-06,2025-01-23,True,breach,True,trailing_drawdown,52,55,-238.125,-4.579326923076923,363.78124868158807,0.4423076923076923,-2114.25,0.0,0.0,0.0,-800.0,1.247254311404883,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-11-07,2025-01-24,True,breach,True,trailing_drawdown,51,54,-749.625,-14.698529411764707,360.00962011968477,0.43137254901960786,-2114.25,0.0,0.0,0.0,-800.0,1.1796189384997555,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-11-11,2025-01-24,True,breach,True,trailing_drawdown,51,54,-749.625,-14.698529411764707,360.00962011968477,0.43137254901960786,-2114.25,0.0,0.0,0.0,-800.0,1.248356466597193,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-11-12,2025-01-23,True,breach,True,trailing_drawdown,52,55,-238.125,-4.579326923076923,363.78124868158807,0.4423076923076923,-2114.25,0.0,0.0,0.0,-800.0,1.296990198715312,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-11-13,2025-01-23,True,breach,True,trailing_drawdown,52,55,-238.125,-4.579326923076923,363.78124868158807,0.4423076923076923,-2114.25,0.0,0.0,0.0,-800.0,1.26033624058717,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-11-14,2025-01-23,True,breach,True,trailing_drawdown,52,55,-238.125,-4.579326923076923,363.78124868158807,0.4423076923076923,-2114.25,0.0,0.0,0.0,-800.0,1.2785283501717182,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-11-15,2025-01-23,True,breach,True,trailing_drawdown,52,55,-238.125,-4.579326923076923,363.78124868158807,0.4423076923076923,-2114.25,0.0,0.0,0.0,-800.0,1.2512547316479654,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-11-18,2025-01-24,True,breach,True,trailing_drawdown,51,54,-749.625,-14.698529411764707,360.00962011968477,0.43137254901960786,-2114.25,0.0,0.0,0.0,-800.0,1.2505955653289353,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-11-19,2025-01-24,True,breach,True,trailing_drawdown,51,54,-749.625,-14.698529411764707,360.00962011968477,0.43137254901960786,-2114.25,0.0,0.0,0.0,-800.0,1.2452078539497826,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-11-26,2025-01-24,True,breach,True,trailing_drawdown,51,54,-749.625,-14.698529411764707,360.00962011968477,0.43137254901960786,-2114.25,0.0,0.0,0.0,-800.0,1.2490391302756323,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-11-27,2025-01-24,True,breach,True,trailing_drawdown,51,54,-749.625,-14.698529411764707,360.00962011968477,0.43137254901960786,-2114.25,0.0,0.0,0.0,-800.0,1.2213460398420635,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-11-29,2025-01-24,True,breach,True,trailing_drawdown,51,54,-749.625,-14.698529411764707,360.00962011968477,0.43137254901960786,-2114.25,0.0,0.0,0.0,-800.0,1.1744765068782712,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-12-02,2025-02-14,True,breach,True,trailing_drawdown,40,43,-1056.75,-26.41875,364.9586230292929,0.4,-2114.25,0.0,0.0,0.0,-800.0,1.184932641583468,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-12-03,2025-02-14,True,breach,True,trailing_drawdown,40,43,-1056.75,-26.41875,364.9586230292929,0.4,-2114.25,0.0,0.0,0.0,-800.0,1.1580122149479328,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-12-24,2025-04-22,True,breach,True,trailing_drawdown,26,27,-2114.25,-81.3173076923077,360.3010563943788,0.3076923076923077,-2114.25,0.0,0.0,0.0,-800.0,1.2498599152864056,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-12-26,2025-04-22,True,breach,True,trailing_drawdown,26,27,-2114.25,-81.3173076923077,360.3010563943788,0.3076923076923077,-2114.25,0.0,0.0,0.0,-800.0,1.2411617481567117,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2024-12-31,2025-04-22,True,breach,True,trailing_drawdown,26,27,-2114.25,-81.3173076923077,360.3010563943788,0.3076923076923077,-2114.25,0.0,0.0,0.0,-800.0,1.2078437286487218,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2025-01-14,2025-04-22,True,breach,True,trailing_drawdown,26,27,-2114.25,-81.3173076923077,360.3010563943788,0.3076923076923077,-2114.25,0.0,0.0,0.0,-800.0,1.2143246258860594,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2025-01-15,2025-04-22,True,breach,True,trailing_drawdown,26,27,-2114.25,-81.3173076923077,360.3010563943788,0.3076923076923077,-2114.25,0.0,0.0,0.0,-800.0,1.1787338046306273,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2025-07-17,2025-09-25,True,complete,False,,43,52,3810.75,88.62209302325581,343.20517764097434,0.5813953488372093,-840.375,0.0,0.0,0.0,-800.0,0.9819765338826769,1000.0
baseline_3state,conservative,0.75,slippage_nominal,1.0,2025-07-24,2025-09-25,True,complete,False,,43,52,3810.75,88.62209302325581,343.20517764097434,0.5813953488372093,-840.375,0.0,0.0,0.0,-800.0,0.9198335766046731,1000.0
