config_name,policy_family,strategy_tag,symbol,opposite_confirmation,opposite_breakout_buffer_ticks,opposite_breakout_confirm_bars,require_reclaim_vwap,require_reclaim_or_low_close,reclaim_confirm_bars,net_pnl,gross_pnl,number_of_trades,win_rate,avg_trade,profit_factor,Sharpe,Sortino,max_drawdown,max_daily_drawdown,average_daily_pnl,median_daily_pnl,worst_day,best_day,trade_frequency,exposure_days,prop_pass,daily_loss_limit_breaches,first_breakout_downside_count,first_breakout_upside_count,invalidated_days_count,invalidated_days_pct,trades_after_downside_first_breakout_count,pnl_after_downside_first_breakout,sharpe_after_downside_first_breakout,reclaim_trade_count,reclaim_trade_pnl,reclaim_trade_sharpe,strategy_bucket,rank_within_symbol
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_1,reclaim_strict,failed_breakdown_reclaim_long,M2K,touch,2,1,False,False,1,-6782.499999997077,3537.5000000029227,1169,0.4508126603934987,-5.80196749358176,0.9390142472429652,-0.3146229516101557,-0.6633006902117455,-8765.499999998276,-8765.499999998276,-3.164955669620661,0.0,-250.0,464.0000000000009,0.5454969668688754,1169,False,0,868,876,0,0.0,344,-1250.999999999185,-0.1777307661563882,376,-1236.4999999990896,-0.2545636379436509,reclaim,11
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,M2K,touch,2,1,False,False,2,-6782.499999997077,3537.5000000029227,1169,0.4508126603934987,-5.80196749358176,0.9390142472429652,-0.3146229516101557,-0.6633006902117455,-8765.499999998276,-8765.499999998276,-3.164955669620661,0.0,-250.0,464.0000000000009,0.5454969668688754,1169,False,0,868,876,0,0.0,344,-1250.999999999185,-0.1777307661563882,376,-1236.4999999990896,-0.2545636379436509,reclaim,12
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_3,reclaim_strict,failed_breakdown_reclaim_long,M2K,touch,2,1,False,False,3,-6782.499999997077,3537.5000000029227,1169,0.4508126603934987,-5.80196749358176,0.9390142472429652,-0.3146229516101557,-0.6633006902117455,-8765.499999998276,-8765.499999998276,-3.164955669620661,0.0,-250.0,464.0000000000009,0.5454969668688754,1169,False,0,868,876,0,0.0,344,-1250.999999999185,-0.1777307661563882,376,-1236.4999999990896,-0.2545636379436509,reclaim,13
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,M2K,touch,2,1,False,True,1,-7579.499999996975,3120.500000003025,1205,0.4522821576763485,-6.290041493773424,0.9339436828390651,-0.3468547661879948,-0.7458974268211862,-9815.999999997231,-9815.999999997231,-3.536864209051318,0.0,-250.0,464.0000000000009,0.5622958469435371,1205,False,0,868,876,0,0.0,373,-766.4999999991469,-0.1045830809341931,412,-2033.499999998986,-0.3821875148077701,reclaim,14
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,M2K,touch,0,1,False,True,1,-7579.499999996975,3120.500000003025,1205,0.4522821576763485,-6.290041493773424,0.9339436828390651,-0.3468547661879948,-0.7458974268211862,-9815.999999997231,-9815.999999997231,-3.536864209051318,0.0,-250.0,464.0000000000009,0.5622958469435371,1205,False,0,882,863,0,0.0,385,-1414.999999999123,-0.1877357884576839,423,-2441.999999998965,-0.4456024969930476,reclaim,15
allow_reclaim_after_opposite_breakout_conservative__buffer_1__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,M2K,touch,1,1,False,True,1,-7579.499999996975,3120.500000003025,1205,0.4522821576763485,-6.290041493773424,0.9339436828390651,-0.3468547661879948,-0.7458974268211862,-9815.999999997231,-9815.999999997231,-3.536864209051318,0.0,-250.0,464.0000000000009,0.5622958469435371,1205,False,0,874,871,0,0.0,378,-1187.4999999991326,-0.160320857818402,416,-2214.4999999989736,-0.4122333692778929,reclaim,16
invalidate_on_opposite_close_1m__buffer_4,invalidate_for_day,orb_long_only,M2K,close_1m,4,1,False,False,1,-5292.999999997875,2099.5000000021246,854,0.4566744730679157,-6.197892271660276,0.9376274142421374,-0.279338724017717,-0.5815639281828405,-9954.499999998545,-9954.499999998545,-2.4699020065319064,0.0,-250.0,464.0000000000009,0.3985067662155856,854,True,0,808,934,1231,0.5744283714419038,0,0.0,0.0,0,0.0,0.0,simple_invalidation,17
invalidate_on_opposite_touch__buffer_0,invalidate_for_day,orb_long_only,M2K,touch,0,1,False,False,1,-5137.49999999801,1575.0000000019895,782,0.459079283887468,-6.569693094626611,0.9336304621645432,-0.2848173753495047,-0.5620050219983858,-8584.999999998687,-8584.999999998687,-2.397340177320584,0.0,-250.0,464.0000000000009,0.3649090060662622,782,False,0,882,863,1305,0.6089594027064862,0,0.0,0.0,0,0.0,0.0,simple_invalidation,18
invalidate_on_opposite_close_1m__buffer_1,invalidate_for_day,orb_long_only,M2K,close_1m,1,1,False,False,1,-5373.9999999979045,1873.5000000020948,840,0.4571428571428571,-6.397619047616553,0.9353950650677963,-0.2869975109078191,-0.5880218855158668,-8591.999999998585,-8591.999999998585,-2.507699486699909,0.0,-250.0,464.0000000000009,0.3919738684087727,840,False,0,822,922,1251,0.5837610825944937,0,0.0,0.0,0,0.0,0.0,simple_invalidation,19
invalidate_on_opposite_touch__buffer_1,invalidate_for_day,orb_long_only,M2K,touch,1,1,False,False,1,-5364.999999998001,1420.000000002,789,0.4575411913814955,-6.799746514572878,0.9314950424884202,-0.295841732193361,-0.5884526130344732,-8585.999999998681,-8585.999999998681,-2.5034997666812884,0.0,-250.0,464.0000000000009,0.3681754549696687,789,False,0,874,871,1299,0.6061595893607092,0,0.0,0.0,0,0.0,0.0,simple_invalidation,20
invalidate_on_opposite_close_1m__buffer_2,invalidate_for_day,orb_long_only,M2K,close_1m,2,1,False,False,1,-5745.499999997876,1579.500000002124,847,0.4557260920897285,-6.78335301062323,0.93185106988663,-0.3048612072259885,-0.6306627280367181,-9504.999999998565,-9504.999999998565,-2.681054596359252,0.0,-250.0,464.0000000000009,0.3952403173121792,847,False,0,815,928,1243,0.5800279981334577,0,0.0,0.0,0,0.0,0.0,simple_invalidation,21
invalidate_on_opposite_touch__buffer_2,invalidate_for_day,orb_long_only,M2K,touch,2,1,False,False,1,-5545.999999997989,1276.5000000020102,793,0.4564943253467843,-6.993694829757867,0.9296108033329132,-0.3051666578176192,-0.6092621382524588,-8713.49999999868,-8713.49999999868,-2.5879608026122205,0.0,-250.0,464.0000000000009,0.3700419972001866,793,False,0,868,876,1295,0.6042930471301913,0,0.0,0.0,0,0.0,0.0,simple_invalidation,22
invalidate_on_opposite_close_5m__buffer_1,invalidate_for_day,orb_long_only,M2K,close_5m,1,1,False,False,1,-5908.499999997789,1786.500000002211,893,0.4568868980963046,-6.616461366178935,0.9329090351664312,-0.3075903980389406,-0.6402896958911412,-9249.499999998445,-9249.499999998445,-2.7571161922528185,0.0,-250.0,464.0000000000009,0.4167055529631358,893,False,0,764,979,1191,0.5557629491367242,0,0.0,0.0,0,0.0,0.0,simple_invalidation,23
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_2,invalidate_for_day,orb_long_only,M2K,n_closes_1m,0,2,False,False,1,-6052.49999999782,1432.50000000218,869,0.4556962025316455,-6.964902186418665,0.9299170931659996,-0.3181469504962948,-0.6655460764411458,-9648.999999998528,-9648.999999998528,-2.8243117125514794,0.0,-250.0,464.0000000000009,0.405506299580028,869,False,0,787,953,1212,0.5655622958469435,0,0.0,0.0,0,0.0,0.0,simple_invalidation,24
invalidate_on_opposite_close_5m__buffer_0,invalidate_for_day,orb_long_only,M2K,close_5m,0,1,False,False,1,-6228.4999999977945,1451.5000000022055,891,0.4567901234567901,-6.990460157124349,0.9292304371044764,-0.3247973905057724,-0.6766344787370254,-9249.499999998448,-9249.499999998448,-2.906439570694258,0.0,-250.0,464.0000000000009,0.4157722818478768,891,False,0,767,976,1196,0.5580961269248716,0,0.0,0.0,0,0.0,0.0,simple_invalidation,25
invalidate_on_opposite_close_1m__buffer_0,invalidate_for_day,orb_long_only,M2K,close_1m,0,1,False,False,1,-6117.499999997916,1095.000000002084,836,0.4545454545454545,-7.317583732054924,0.9264568869654308,-0.3276628564220533,-0.6693754902574417,-9321.999999998585,-9321.999999998585,-2.8546430237974407,0.0,-250.0,464.0000000000009,0.3901073261782548,836,False,0,825,919,1258,0.5870275314979001,0,0.0,0.0,0,0.0,0.0,simple_invalidation,26
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_2,invalidate_for_day,orb_long_only,M2K,n_closes_1m,1,2,False,False,1,-6238.499999997817,1274.0000000021832,872,0.4552752293577982,-7.154243119263552,0.9280051239440756,-0.3276716078374412,-0.6848063504856782,-9710.999999998528,-9710.999999998528,-2.9111059262705634,0.0,-250.0,464.0000000000009,0.4069062062529164,872,False,0,784,956,1210,0.5646290247316845,0,0.0,0.0,0,0.0,0.0,simple_invalidation,27
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_2,invalidate_for_day,orb_long_only,M2K,n_closes_1m,2,2,False,False,1,-6552.499999997794,1017.5000000022056,878,0.4544419134396355,-7.462984054667191,0.9248031857513606,-0.3436454055998623,-0.7108546287113605,-10130.999999998512,-10130.999999998512,-3.0576294913662125,0.0,-250.0,464.0000000000009,0.4097060195986934,878,False,0,778,961,1204,0.5618292113859076,0,0.0,0.0,0,0.0,0.0,simple_invalidation,28
invalidate_on_opposite_close_5m__buffer_2,invalidate_for_day,orb_long_only,M2K,close_5m,2,1,False,False,1,-6903.4999999977545,894.0000000022451,901,0.4550499445061043,-7.662042175358218,0.9225235538048258,-0.3584730119786185,-0.7448605899057082,-9949.499999998425,-9949.499999998425,-3.2214185720941457,0.0,-250.0,464.0000000000009,0.4204386374241717,901,False,0,753,987,1183,0.5520298646756883,0,0.0,0.0,0,0.0,0.0,simple_invalidation,29
invalidate_on_opposite_touch__buffer_4,invalidate_for_day,orb_long_only,M2K,touch,4,1,False,False,1,-6560.499999997949,382.0000000020498,805,0.453416149068323,-8.14968944099124,0.9183474077900332,-0.3586947772072151,-0.7193327015388022,-9200.99999999864,-9200.99999999864,-3.0613625758273217,0.0,-250.0,464.0000000000009,0.3756416238917405,805,False,0,856,888,1282,0.5982267848810079,0,0.0,0.0,0,0.0,0.0,simple_invalidation,30
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,M2K,n_closes_1m,2,3,False,False,1,-7440.499999997706,502.0000000022942,913,0.452354874041621,-8.149507119384126,0.9177076939241848,-0.3842358118077288,-0.7917013131750361,-9720.4999999986,-9720.4999999986,-3.4720018665411603,0.0,-250.0,464.0000000000009,0.4260382641157256,913,False,0,744,993,1170,0.5459636024265049,0,0.0,0.0,0,0.0,0.0,simple_invalidation,31
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_3,invalidate_for_day,orb_long_only,M2K,n_closes_1m,0,3,False,False,1,-7588.499999997727,189.00000000227283,903,0.4529346622369878,-8.403654485047317,0.9152903747942076,-0.394043972698776,-0.8134094553051784,-9858.999999998416,-9858.999999998416,-3.541063929070335,0.0,-250.0,464.0000000000009,0.4213719085394307,903,False,0,754,985,1181,0.5510965935604293,0,0.0,0.0,0,0.0,0.0,simple_invalidation,32
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_3,invalidate_for_day,orb_long_only,M2K,n_closes_1m,1,3,False,False,1,-7677.499999997715,200.00000000228465,909,0.4532453245324532,-8.446094609458433,0.9149481823670728,-0.3972008981311903,-0.8242502072356561,-10062.499999998608,-10062.499999998608,-3.5825944936993537,0.0,-250.0,464.0000000000009,0.4241717218852076,909,False,0,750,989,1177,0.5492300513299113,0,0.0,0.0,0,0.0,0.0,simple_invalidation,33
invalidate_on_opposite_close_5m__buffer_4,invalidate_for_day,orb_long_only,M2K,close_5m,4,1,False,False,1,-7794.999999997739,135.000000002261,913,0.452354874041621,-8.537787513688652,0.9139439504087756,-0.4025630515508235,-0.8361715280562229,-10758.499999998405,-10758.499999998405,-3.6374241717208298,0.0,-250.0,464.0000000000009,0.4260382641157256,913,False,0,736,1001,1167,0.5445636957536164,0,0.0,0.0,0,0.0,0.0,simple_invalidation,34
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_5,invalidate_for_day,orb_long_only,M2K,n_closes_1m,0,5,False,False,1,-8073.499999997653,101.50000000234786,940,0.4521276595744681,-8.588829787231544,0.9135927993107776,-0.4106437124602023,-0.8606599114336834,-9998.499999998352,-9998.499999998352,-3.767382174520603,0.0,-250.0,464.0000000000009,0.4386374241717219,940,False,0,710,1024,1139,0.5314979001399907,0,0.0,0.0,0,0.0,0.0,simple_invalidation,35
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_5,invalidate_for_day,orb_long_only,M2K,n_closes_1m,1,5,False,False,1,-8609.499999997612,-356.99999999761303,944,0.451271186440678,-9.120233050844927,0.9084431777698844,-0.437290061471865,-0.918658434561948,-10128.499999998296,-10128.499999998296,-4.017498833409992,0.0,-250.0,464.0000000000009,0.4405039664022399,944,False,0,707,1027,1136,0.5300979934671022,0,0.0,0.0,0,0.0,0.0,simple_invalidation,36
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_5,invalidate_for_day,orb_long_only,M2K,n_closes_1m,2,5,False,False,1,-8800.9999999976,-520.9999999976017,947,0.4508975712777191,-9.29355860612207,0.9066192034886732,-0.4468056249054653,-0.9348775328342044,-10132.499999998292,-10132.499999998292,-4.106859542696034,0.0,-250.0,464.0000000000009,0.4419038730751283,947,False,0,701,1031,1131,0.5277648156789547,0,0.0,0.0,0,0.0,0.0,simple_invalidation,37
baseline_no_opposite_invalidation,baseline,orb_long_only,MES,none,0,1,False,False,1,-6931.25,3796.25,1354,0.4165435745937961,-5.119091580502215,0.9533606412596412,-0.2680660734237066,-0.8149955336799792,-8267.5,-8267.5,-3.234367708819412,0.0,-250.0,472.5,0.6318245450303314,1354,False,0,882,865,0,0.0,539,-12947.5,-1.3150646988013643,0,0.0,0.0,baseline,1
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,MES,touch,2,1,False,True,1,-6693.75,4021.25,1353,0.4168514412416851,-4.947339246119734,0.9548866479642126,-0.2589711936245182,-0.7868649529006849,-8267.5,-8267.5,-3.123541763882408,0.0,-250.0,472.5,0.6313579094727019,1353,False,0,858,888,0,0.0,518,-11330.0,-1.1904423996285634,563,-11350.0,-1.412452248022481,reclaim,2
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,MES,touch,0,1,False,True,1,-6693.75,4021.25,1353,0.4168514412416851,-4.947339246119734,0.9548866479642126,-0.2589711936245182,-0.7868649529006849,-8267.5,-8267.5,-3.123541763882408,0.0,-250.0,472.5,0.6313579094727019,1353,False,0,882,865,0,0.0,538,-12710.0,-1.2920971921884723,586,-13153.75,-1.5699264727012168,reclaim,3
allow_reclaim_after_opposite_breakout_conservative__buffer_1__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,MES,touch,1,1,False,True,1,-6693.75,4021.25,1353,0.4168514412416851,-4.947339246119734,0.9548866479642126,-0.2589711936245182,-0.7868649529006849,-8267.5,-8267.5,-3.123541763882408,0.0,-250.0,472.5,0.6313579094727019,1353,False,0,869,877,0,0.0,526,-11793.75,-1.2229975179203822,571,-11813.75,-1.4508875197212905,reclaim,4
allow_reclaim_after_opposite_breakout_strict__buffer_0__reclaim_3,reclaim_strict,failed_breakdown_reclaim_long,MES,touch,0,1,False,False,3,-6882.5,3332.5,1287,0.4172494172494173,-5.347707847707848,0.9511948659764572,-0.2736931213804648,-0.8069163372472259,-8445.0,-8445.0,-3.2116192253849745,0.0,-250.0,472.5,0.6005599626691553,1287,False,0,882,865,0,0.0,479,-12912.5,-1.4089029701036335,520,-13342.5,-1.8236532922708968,reclaim,5
allow_reclaim_after_opposite_breakout_strict__buffer_0__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,MES,touch,0,1,False,False,2,-7341.25,2928.75,1292,0.4164086687306501,-5.682082043343653,0.9482614326112428,-0.2912344573598009,-0.8622670558278787,-9316.25,-9316.25,-3.425688287447504,0.0,-250.0,472.5,0.6028931404573028,1292,False,0,882,865,0,0.0,483,-13121.25,-1.4230175109509375,525,-13801.25,-1.86512262157845,reclaim,6
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,MES,touch,0,1,True,True,1,-7347.5,2930.0,1294,0.4165378670788253,-5.678129829984544,0.9482670609565048,-0.2914133357800611,-0.8631714806386245,-9186.25,-9186.25,-3.428604759682688,0.0,-250.0,472.5,0.6038264115725618,1294,False,0,882,865,0,0.0,485,-13127.5,-1.422662672485998,527,-13807.5,-1.861130786953285,reclaim,7
allow_reclaim_after_opposite_breakout_strict__buffer_0__reclaim_1,reclaim_strict,failed_breakdown_reclaim_long,MES,touch,0,1,False,False,1,-7347.5,2930.0,1294,0.4165378670788253,-5.678129829984544,0.9482670609565048,-0.2914133357800611,-0.8631714806386245,-9186.25,-9186.25,-3.428604759682688,0.0,-250.0,472.5,0.6038264115725618,1294,False,0,882,865,0,0.0,485,-13127.5,-1.422662672485998,527,-13807.5,-1.861130786953285,reclaim,8
allow_reclaim_after_opposite_breakout_strict__buffer_1__reclaim_3,reclaim_strict,failed_breakdown_reclaim_long,MES,touch,1,1,False,False,3,-7358.75,2878.75,1289,0.4166020170674941,-5.7088828549263,0.947993321377775,-0.2924151281445244,-0.8632029282512904,-8688.75,-8688.75,-3.4338544097060195,0.0,-250.0,472.5,0.6014932337844143,1289,False,0,869,877,0,0.0,469,-12123.75,-1.350170979798761,507,-12478.75,-1.7556707247072614,reclaim,9
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_3,reclaim_strict,failed_breakdown_reclaim_long,MES,touch,2,1,False,False,3,-7358.75,2878.75,1289,0.4166020170674941,-5.7088828549263,0.947993321377775,-0.2924151281445244,-0.8632029282512904,-8688.75,-8688.75,-3.4338544097060195,0.0,-250.0,472.5,0.6014932337844143,1289,False,0,858,888,0,0.0,461,-11660.0,-1.3170644543798993,499,-12015.0,-1.7160979785398234,reclaim,10
allow_reclaim_after_opposite_breakout_strict__buffer_1__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,MES,touch,1,1,False,False,2,-7817.5,2475.0,1294,0.4157650695517774,-6.041344667697064,0.9450892935536552,-0.3098995137068638,-0.9186835142966226,-9560.0,-9560.0,-3.6479234717685487,0.0,-250.0,472.5,0.6038264115725618,1294,False,0,869,877,0,0.0,473,-12332.5,-1.3648830616870988,512,-12937.5,-1.799095030650453,reclaim,11
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,MES,touch,2,1,False,False,2,-7817.5,2475.0,1294,0.4157650695517774,-6.041344667697064,0.9450892935536552,-0.3098995137068638,-0.9186835142966226,-9560.0,-9560.0,-3.6479234717685487,0.0,-250.0,472.5,0.6038264115725618,1294,False,0,858,888,0,0.0,465,-11868.75,-1.3321779686355386,504,-12473.75,-1.7606304231302754,reclaim,12
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,MES,touch,2,1,True,True,1,-7823.75,2476.25,1296,0.4158950617283951,-6.036844135802469,0.9450979360192276,-0.3100739009579522,-0.9195964066212504,-9430.0,-9430.0,-3.650839944003733,0.0,-250.0,472.5,0.6047596826878208,1296,False,0,858,888,0,0.0,467,-11875.0,-1.3318717762232262,506,-12480.0,-1.7567552347304074,reclaim,13
allow_reclaim_after_opposite_breakout_conservative__buffer_1__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,MES,touch,1,1,True,True,1,-7823.75,2476.25,1296,0.4158950617283951,-6.036844135802469,0.9450979360192276,-0.3100739009579522,-0.9195964066212504,-9430.0,-9430.0,-3.650839944003733,0.0,-250.0,472.5,0.6047596826878208,1296,False,0,869,877,0,0.0,475,-12338.75,-1.3645582465455215,514,-12943.75,-1.7951748996815635,reclaim,14
allow_reclaim_after_opposite_breakout_strict__buffer_1__reclaim_1,reclaim_strict,failed_breakdown_reclaim_long,MES,touch,1,1,False,False,1,-7823.75,2476.25,1296,0.4158950617283951,-6.036844135802469,0.9450979360192276,-0.3100739009579522,-0.9195964066212504,-9430.0,-9430.0,-3.650839944003733,0.0,-250.0,472.5,0.6047596826878208,1296,False,0,869,877,0,0.0,475,-12338.75,-1.3645582465455215,514,-12943.75,-1.7951748996815635,reclaim,15
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_1,reclaim_strict,failed_breakdown_reclaim_long,MES,touch,2,1,False,False,1,-7823.75,2476.25,1296,0.4158950617283951,-6.036844135802469,0.9450979360192276,-0.3100739009579522,-0.9195964066212504,-9430.0,-9430.0,-3.650839944003733,0.0,-250.0,472.5,0.6047596826878208,1296,False,0,858,888,0,0.0,467,-11875.0,-1.3318717762232262,506,-12480.0,-1.7567552347304074,reclaim,16
invalidate_on_opposite_touch__buffer_0,invalidate_for_day,orb_long_only,MES,touch,0,1,False,False,1,6460.0,12415.0,767,0.4406779661016949,8.422425032594525,1.077610416134797,0.3194772876014375,0.9044122921269208,-4438.75,-4438.75,3.0144657022865142,0.0,-250.0,472.5,0.3579094727018199,767,False,0,882,865,1384,0.6458236117592161,0,0.0,0.0,0,0.0,0.0,simple_invalidation,17
invalidate_on_opposite_touch__buffer_4,invalidate_for_day,orb_long_only,MES,touch,4,1,False,False,1,6157.5,12657.5,810,0.4395061728395061,7.601851851851852,1.069564480596509,0.2956575179172553,0.8579085484044027,-4178.75,-4178.75,2.873308446103593,0.0,-250.0,472.5,0.377974801679888,810,False,0,840,905,1338,0.6243583761082594,0,0.0,0.0,0,0.0,0.0,simple_invalidation,18
