variant_name,family,feature_key,horizon,context_key,high_threshold,low_threshold,up_multiplier,down_multiplier,promotion_candidate,oos_promotion_ready,support_cluster_count,is_screen_score,is_sharpe,oos_sharpe,oos_sharpe_delta_vs_baseline,oos_net_pnl,oos_max_drawdown,oos_max_drawdown_improvement_vs_baseline,oos_profit_factor,oos_trade_count
conditional_downsize_with_context__rs_minus_share_pct__60m__t85__d50__high_atr,conditional_downsize_with_context,rs_minus_share_pct,60m,high_atr,0.85,,,0.5,False,False,0.0,0.10686170868920308,0.21156120045394397,-0.39167966182027686,0.07080954778476589,-6875.499999997823,-12762.499999998083,0.09128128448859923,0.9222118512233289,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t85__d50__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,60m,opening_gap,0.85,,,0.5,False,False,0.0,0.07288435590541277,0.2078486177412229,-0.3637330425242293,0.09875616708081347,-6361.999999997828,-12248.999999998086,0.1278436398590338,0.9273574295354733,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t85__d50__wide_or,conditional_downsize_with_context,rs_minus_share_pct,60m,wide_or,0.85,,,0.5,False,False,0.0,0.1103254086292154,0.2358159508980385,-0.4931642220932824,-0.030675012488239672,-8683.499999997799,-14470.49999999804,-0.030332158496212982,0.9031545723733957,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t85__d75__high_atr,conditional_downsize_with_context,rs_minus_share_pct,60m,high_atr,0.85,,,0.75,False,False,0.0,0.10536211507385039,0.21462383284327138,-0.424108460247613,0.038380749357429744,-7457.999999997804,-13344.999999998057,0.04980597386877966,0.9162445954292995,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t85__d75__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,60m,opening_gap,0.85,,,0.75,False,False,0.0,0.08795945429232155,0.21229892867898,-0.4084679860249344,0.05402122358010836,-7167.9999999978045,-13054.999999998057,0.07045462636620148,0.919126731165227,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t85__d75__wide_or,conditional_downsize_with_context,rs_minus_share_pct,60m,wide_or,0.85,,,0.75,False,False,0.0,0.10662538636530787,0.22767436714094635,-0.4760369801211408,-0.013547770516098068,-8388.499999997788,-14225.49999999804,-0.01288760724839111,0.9065259662475217,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t90__d50__high_atr,conditional_downsize_with_context,rs_minus_share_pct,60m,high_atr,0.9,,,0.5,False,False,0.0,0.09150190953946179,0.21089793951710278,-0.40538889098918696,0.057100318615855794,-7127.999999997799,-13014.999999998054,0.07330271636584612,0.9197206892668317,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t90__d50__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,60m,opening_gap,0.9,,,0.5,False,False,0.0,0.06395665637899947,0.1966187377090168,-0.364999368967702,0.09748984063734073,-6397.499999997812,-12284.499999998072,0.12531595998435044,0.9272759308624239,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t90__d50__wide_or,conditional_downsize_with_context,rs_minus_share_pct,60m,wide_or,0.9,,,0.5,False,False,0.0,0.08529838194657768,0.21187848934131734,-0.45372993612862994,0.00875927347641281,-8001.499999997786,-14044.499999998035,0.0,0.9107607889498177,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t90__d75__high_atr,conditional_downsize_with_context,rs_minus_share_pct,60m,high_atr,0.9,,,0.75,False,False,0.0,0.09400649720299234,0.2132976744678329,-0.4324537344617505,0.030035475143292245,-7612.999999997791,-13499.999999998046,0.03876962512015844,0.9147241669000502,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t90__d75__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,60m,opening_gap,0.9,,,0.75,False,False,0.0,0.08158949608763165,0.20620367228151815,-0.4098934157370154,0.052595793868027374,-7201.499999997796,-13088.499999998054,0.06806935099149956,0.9189271340519771,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t90__d75__wide_or,conditional_downsize_with_context,rs_minus_share_pct,60m,wide_or,0.9,,,0.75,False,False,0.0,0.09510598898921444,0.21665389093484758,-0.45811929810521274,0.004369911499830015,-8079.499999997783,-14044.499999998035,0.0,0.9099691892825725,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t95__d50__high_atr,conditional_downsize_with_context,rs_minus_share_pct,60m,high_atr,0.95,,,0.5,False,False,0.0,0.1094887525682089,0.22810961304876956,-0.4432831970632044,0.019206012541838346,-7809.499999997788,-13696.499999998043,0.02477838299690565,0.9127152221657397,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t95__d50__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,60m,opening_gap,0.95,,,0.5,False,False,0.0,0.1,0.2190317992210799,-0.44197000655950586,0.020519203045536893,-7784.99999999779,-13671.999999998046,0.026522838121687577,0.9129652196272874,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t95__d50__wide_or,conditional_downsize_with_context,rs_minus_share_pct,60m,wide_or,0.95,,,0.5,False,False,0.0,0.08529838194657768,0.21187848934131734,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t95__d75__high_atr,conditional_downsize_with_context,rs_minus_share_pct,60m,high_atr,0.95,,,0.75,False,False,0.0,0.10475366340765507,0.22358019449543465,-0.4529376856450616,0.009551523959981156,-7983.4999999977845,-13870.49999999804,0.012389191498452825,0.9109436614219563,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t95__d75__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,60m,opening_gap,0.95,,,0.75,False,False,0.0,0.1,0.2190317992210799,-0.45023446616219026,0.01225474344285249,-7933.999999997786,-13820.999999998043,0.015913702873012494,0.9114469395955398,257
conditional_downsize_with_context__rs_minus_share_pct__60m__t95__d75__wide_or,conditional_downsize_with_context,rs_minus_share_pct,60m,wide_or,0.95,,,0.75,False,False,0.0,0.09510598898921444,0.21665389093484758,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t85__d50__high_atr,conditional_downsize_with_context,rs_minus_share_pct,90m,high_atr,0.85,,,0.5,True,False,0.0,0.13135608407316432,0.23789117679509672,-0.4771755447574813,-0.014686335152438557,-8365.999999997775,-14252.999999998025,-0.014845669123145592,0.9063378152954175,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t85__d50__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,90m,opening_gap,0.85,,,0.5,False,False,0.0,0.07091609011062036,0.2032798513154389,-0.47317750261438324,-0.010688293009340488,-8283.4999999978,-14170.499999998061,-0.008971483498881633,0.9069572835817763,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t85__d50__wide_or,conditional_downsize_with_context,rs_minus_share_pct,90m,wide_or,0.85,,,0.5,False,False,0.0,0.10776115015113107,0.22756714040360992,-0.5176758278415872,-0.055186618236544416,-9059.499999997797,-13870.499999998054,0.01238919149845179,0.8986105748515945,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t85__d75__high_atr,conditional_downsize_with_context,rs_minus_share_pct,90m,high_atr,0.85,,,0.75,True,False,0.0,0.11940400614666212,0.23058630466035857,-0.46763542268697916,-0.005146213081936413,-8221.999999997779,-14108.999999998028,-0.004592545124426056,0.9082171442605239,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t85__d75__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,90m,opening_gap,0.85,,,0.75,False,False,0.0,0.08680399708046223,0.21119209213911516,-0.4666989908926524,-0.004209781287609626,-8194.49999999779,-14081.499999998046,-0.0026344832496718353,0.9083296976205879,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t85__d75__wide_or,conditional_downsize_with_context,rs_minus_share_pct,90m,wide_or,0.85,,,0.75,False,False,0.0,0.1060963244987892,0.22489321082743136,-0.49034542612830007,-0.027856216523257316,-8608.499999997788,-13957.499999998046,0.0061945957492257646,0.9039085130014226,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t90__d50__high_atr,conditional_downsize_with_context,rs_minus_share_pct,90m,high_atr,0.9,,,0.5,False,False,0.0,0.10261330676281585,0.2317442464762876,-0.4348237654189682,0.027665444186074528,-7658.999999997797,-13545.99999999805,0.03549432162056714,0.9142530871799686,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t90__d50__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,90m,opening_gap,0.9,,,0.5,False,False,0.0,0.07183916524538053,0.20416424382125936,-0.4210336546758925,0.04145555492915026,-7406.999999997794,-13293.99999999805,0.05343728861832678,0.9168397534495951,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t90__d50__wide_or,conditional_downsize_with_context,rs_minus_share_pct,90m,wide_or,0.9,,,0.5,False,False,0.0,0.10218843991502799,0.22486169283581614,-0.5043268794566041,-0.0418376698515614,-8841.499999997783,-13908.499999998043,0.009683505998790398,0.9013506200802447,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t90__d75__high_atr,conditional_downsize_with_context,rs_minus_share_pct,90m,high_atr,0.9,,,0.75,False,False,0.0,0.1028475050220762,0.22584297734584097,-0.4493234382158281,0.013165771389214653,-7918.999999997788,-13805.999999998043,0.01698173662287914,0.9115995579419964,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t90__d75__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,90m,opening_gap,0.9,,,0.75,False,False,0.0,0.08726511005903059,0.2116338638032137,-0.4398347714836536,0.022654438121389175,-7744.999999997788,-13631.999999998046,0.029370928121331966,0.9133736732023442,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t90__d75__wide_or,conditional_downsize_with_context,rs_minus_share_pct,90m,wide_or,0.9,,,0.75,False,False,0.0,0.10147061089303422,0.22293017061788314,-0.48363247582944574,-0.02114326622440299,-8499.49999999778,-13976.49999999804,0.004841752999395199,0.9052690239349324,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t95__d50__high_atr,conditional_downsize_with_context,rs_minus_share_pct,90m,high_atr,0.95,,,0.5,False,False,0.0,0.11910218139569412,0.237305681829463,-0.4432831970632044,0.019206012541838346,-7809.499999997788,-13696.499999998043,0.02477838299690565,0.9127152221657397,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t95__d50__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,90m,opening_gap,0.95,,,0.5,False,False,0.0,0.1,0.2190317992210799,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t95__d50__wide_or,conditional_downsize_with_context,rs_minus_share_pct,90m,wide_or,0.95,,,0.5,False,False,0.0,0.1,0.2190317992210799,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t95__d75__high_atr,conditional_downsize_with_context,rs_minus_share_pct,90m,high_atr,0.95,,,0.75,False,False,0.0,0.10956714983078988,0.22818561642082003,-0.4529376856450616,0.009551523959981156,-7983.4999999977845,-13870.49999999804,0.012389191498452825,0.9109436614219563,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t95__d75__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,90m,opening_gap,0.95,,,0.75,False,False,0.0,0.1,0.2190317992210799,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_minus_share_pct__90m__t95__d75__wide_or,conditional_downsize_with_context,rs_minus_share_pct,90m,wide_or,0.95,,,0.75,False,False,0.0,0.1,0.2190317992210799,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_minus_share_pct__session__t85__d50__high_atr,conditional_downsize_with_context,rs_minus_share_pct,session,high_atr,0.85,,,0.5,False,False,0.0,0.062224879725146336,0.1892310616524073,-0.4569450064633262,0.005544203141716553,-7991.499999997814,-13878.499999998068,0.011819573498521875,0.9099767380296823,257
conditional_downsize_with_context__rs_minus_share_pct__session__t85__d50__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,session,opening_gap,0.85,,,0.5,False,False,0.0,0.11415200718793732,0.2327528672385182,-0.45719212257840147,0.005297087026641278,-7915.999999997808,-13802.99999999807,0.017195343372850527,0.9095722502413419,257
conditional_downsize_with_context__rs_minus_share_pct__session__t85__d50__wide_or,conditional_downsize_with_context,rs_minus_share_pct,session,wide_or,0.85,,,0.5,False,False,0.0,0.11207780585398097,0.24121888800548882,-0.536993605717001,-0.0745043961119583,-9403.999999997795,-14344.99999999805,-0.021396276122329496,0.8950745044658266,257
conditional_downsize_with_context__rs_minus_share_pct__session__t85__d75__high_atr,conditional_downsize_with_context,rs_minus_share_pct,session,high_atr,0.85,,,0.75,False,False,0.0,0.07941239479209587,0.20393191100077532,-0.4568313775603664,0.0056578320446763475,-8015.999999997799,-13902.999999998054,0.010075118373740725,0.9101717897284979,257
conditional_downsize_with_context__rs_minus_share_pct__session__t85__d75__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,session,opening_gap,0.85,,,0.75,False,False,0.0,0.10862166565780737,0.22728138339022186,-0.4503080828406081,0.012181126764434669,-7859.499999997795,-13746.499999998052,0.02121827049734952,0.9113088420328267,257
conditional_downsize_with_context__rs_minus_share_pct__session__t85__d75__wide_or,conditional_downsize_with_context,rs_minus_share_pct,session,wide_or,0.85,,,0.75,False,False,0.0,0.10740652828277962,0.2309088774336204,-0.49799909421901506,-0.03550988461397231,-8746.999999997786,-14160.999999998046,-0.008295062123965054,0.9025105185433079,257
conditional_downsize_with_context__rs_minus_share_pct__session__t90__d50__high_atr,conditional_downsize_with_context,rs_minus_share_pct,session,high_atr,0.9,,,0.5,False,False,0.0,0.1094887525682089,0.22810961304876956,-0.4432831970632044,0.019206012541838346,-7809.499999997788,-13696.499999998043,0.02477838299690565,0.9127152221657397,257
conditional_downsize_with_context__rs_minus_share_pct__session__t90__d50__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,session,opening_gap,0.9,,,0.5,False,False,0.0,0.08279190873472705,0.20274960240430162,-0.4035897424205412,0.058899467184501564,-7069.999999997821,-12956.99999999808,0.07743244686532867,0.9199021151733034,257
conditional_downsize_with_context__rs_minus_share_pct__session__t90__d50__wide_or,conditional_downsize_with_context,rs_minus_share_pct,session,wide_or,0.9,,,0.5,False,False,0.0,0.10875117156745769,0.23113692456410304,-0.5160571035148526,-0.053567893909809816,-9043.999999997786,-14110.999999998046,-0.0047349496244095705,0.899091218459054,257
conditional_downsize_with_context__rs_minus_share_pct__session__t90__d75__high_atr,conditional_downsize_with_context,rs_minus_share_pct,session,high_atr,0.9,,,0.75,False,False,0.0,0.10475366340765507,0.22358019449543465,-0.4529376856450616,0.009551523959981156,-7983.4999999977845,-13870.49999999804,0.012389191498452825,0.9109436614219563,257
conditional_downsize_with_context__rs_minus_share_pct__session__t90__d75__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,session,opening_gap,0.9,,,0.75,False,False,0.0,0.09153745670620028,0.2109344654534464,-0.430832404136986,0.03165680546805677,-7567.499999997801,-13454.499999998057,0.042009327494753154,0.9149776419567444,257
conditional_downsize_with_context__rs_minus_share_pct__session__t90__d75__wide_or,conditional_downsize_with_context,rs_minus_share_pct,session,wide_or,0.9,,,0.75,False,False,0.0,0.10480861239347304,0.2261222889132929,-0.48754435336067226,-0.025055143755629505,-8566.999999997783,-14043.999999998043,3.5601124995036775e-05,0.9045167042826712,257
conditional_downsize_with_context__rs_minus_share_pct__session__t95__d50__high_atr,conditional_downsize_with_context,rs_minus_share_pct,session,high_atr,0.95,,,0.5,False,False,0.0,0.1094887525682089,0.22810961304876956,-0.4432831970632044,0.019206012541838346,-7809.499999997788,-13696.499999998043,0.02477838299690565,0.9127152221657397,257
conditional_downsize_with_context__rs_minus_share_pct__session__t95__d50__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,session,opening_gap,0.95,,,0.5,False,False,0.0,0.1,0.2190317992210799,-0.44197000655950586,0.020519203045536893,-7784.99999999779,-13671.999999998046,0.026522838121687577,0.9129652196272874,257
conditional_downsize_with_context__rs_minus_share_pct__session__t95__d50__wide_or,conditional_downsize_with_context,rs_minus_share_pct,session,wide_or,0.95,,,0.5,False,False,0.0,0.1,0.2190317992210799,-0.47413197775944715,-0.011642768154404404,-8359.999999997784,-14246.99999999804,-0.01441845562319997,0.9069244429105258,257
conditional_downsize_with_context__rs_minus_share_pct__session__t95__d75__high_atr,conditional_downsize_with_context,rs_minus_share_pct,session,high_atr,0.95,,,0.75,False,False,0.0,0.10475366340765507,0.22358019449543465,-0.4529376856450616,0.009551523959981156,-7983.4999999977845,-13870.49999999804,0.012389191498452825,0.9109436614219563,257
conditional_downsize_with_context__rs_minus_share_pct__session__t95__d75__opening_gap,conditional_downsize_with_context,rs_minus_share_pct,session,opening_gap,0.95,,,0.75,False,False,0.0,0.1,0.2190317992210799,-0.45023446616219026,0.01225474344285249,-7933.999999997786,-13820.999999998043,0.015913702873012494,0.9114469395955398,257
conditional_downsize_with_context__rs_minus_share_pct__session__t95__d75__wide_or,conditional_downsize_with_context,rs_minus_share_pct,session,wide_or,0.95,,,0.75,False,False,0.0,0.1,0.2190317992210799,-0.46638344809030885,-0.0038942384852660994,-8224.999999997783,-14111.99999999804,-0.004806151874400162,0.9084274572893634,257
conditional_downsize_with_context__rs_ratio_pct__30m__t85__d50__high_atr,conditional_downsize_with_context,rs_ratio_pct,30m,high_atr,0.85,,,0.5,False,False,0.0,0.04263206948086438,0.1664093756789685,-0.4568646635278102,0.005624546077232562,-7931.499999997832,-13818.49999999809,0.0160917084979869,0.9098442179925313,257
conditional_downsize_with_context__rs_ratio_pct__30m__t85__d50__opening_gap,conditional_downsize_with_context,rs_ratio_pct,30m,opening_gap,0.85,,,0.5,False,False,0.0,0.059990083455147426,0.19550262551875447,-0.411792576499002,0.05069663310604072,-7153.499999997837,-13040.499999998094,0.07148705899106997,0.9182882044194384,257
conditional_downsize_with_context__rs_ratio_pct__30m__t85__d50__wide_or,conditional_downsize_with_context,rs_ratio_pct,30m,wide_or,0.85,,,0.5,False,False,0.0,0.10912109766568248,0.2277451981344097,-0.4837646558553437,-0.021275446250300922,-8481.499999997788,-14368.499999998043,-0.023069528997120056,0.905136593686234,257
conditional_downsize_with_context__rs_ratio_pct__30m__t85__d75__high_atr,conditional_downsize_with_context,rs_ratio_pct,30m,high_atr,0.85,,,0.75,False,False,0.0,0.07447881812700245,0.19587766587267647,-0.4571170566085016,0.005372152996541146,-7985.999999997808,-13872.999999998065,0.012211185873473238,0.9101070475804766,257
conditional_downsize_with_context__rs_ratio_pct__30m__t85__d75__opening_gap,conditional_downsize_with_context,rs_ratio_pct,30m,opening_gap,0.85,,,0.75,False,False,0.0,0.08371454939792117,0.20823619746806313,-0.433649484376743,0.02883972522829975,-7579.499999997809,-13466.499999998057,0.04115490049485984,0.9144675592870545,257
conditional_downsize_with_context__rs_ratio_pct__30m__t85__d75__wide_or,conditional_downsize_with_context,rs_ratio_pct,30m,wide_or,0.85,,,0.75,False,False,0.0,0.10213447641745542,0.22106980842030308,-0.473376344361649,-0.010887134756606243,-8319.499999997784,-14206.499999998043,-0.011534764498560286,0.9071624253042453,257
conditional_downsize_with_context__rs_ratio_pct__30m__t90__d50__high_atr,conditional_downsize_with_context,rs_ratio_pct,30m,high_atr,0.9,,,0.5,False,False,0.0,0.02288913490996071,0.16036434023205634,-0.4482696804200776,0.014219529184965163,-7841.499999997806,-13728.499999998061,0.022499910997188847,0.9116664695313469,257
conditional_downsize_with_context__rs_ratio_pct__30m__t90__d50__opening_gap,conditional_downsize_with_context,rs_ratio_pct,30m,opening_gap,0.9,,,0.5,False,False,0.0,0.03550703628663632,0.17207106449970502,-0.38607949631550287,0.07640971328953988,-6775.499999997808,-12662.499999998068,0.09840150948771124,0.9233085259911371,257
conditional_downsize_with_context__rs_ratio_pct__30m__t90__d50__wide_or,conditional_downsize_with_context,rs_ratio_pct,30m,wide_or,0.9,,,0.5,False,False,0.0,0.09961721425758559,0.21865340399914626,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_ratio_pct__30m__t90__d75__high_atr,conditional_downsize_with_context,rs_ratio_pct,30m,high_atr,0.9,,,0.75,False,False,0.0,0.06081484587128714,0.1906213619890946,-0.45249910801916376,0.009990101585878985,-7940.999999997795,-13827.99999999805,0.015415287123074209,0.9110122482826851,257
conditional_downsize_with_context__rs_ratio_pct__30m__t90__d75__opening_gap,conditional_downsize_with_context,rs_ratio_pct,30m,opening_gap,0.9,,,0.75,False,False,0.0,0.07208126023081896,0.1971030895789462,-0.42033753824091574,0.04215167136412701,-7390.4999999977945,-13277.49999999805,0.054612125743180084,0.9169760662349339,257
conditional_downsize_with_context__rs_ratio_pct__30m__t90__d75__wide_or,conditional_downsize_with_context,rs_ratio_pct,30m,wide_or,0.9,,,0.75,False,False,0.0,0.09737780702682651,0.21651849287315567,-0.46248920960504275,0.0,-8157.499999997781,-14044.499999998035,0.0,0.9091789644787822,257
conditional_downsize_with_context__rs_ratio_pct__30m__t95__d50__high_atr,conditional_downsize_with_context,rs_ratio_pct,30m,high_atr,0.95,,,0.5,False,False,0.0,0.12060930056321077,0.2387472882792199,-0.4432831970632044,0.019206012541838346,-7809.499999997788,-13696.499999998043,0.02477838299690565,0.9127152221657397,257
