variant_name,family,description,feature_key,horizon,context_key,parameters_json,skipped_trades,downscaled_trades,upscaled_trades,losers_avoided,winners_sacrificed,losers_avoided_usd,winners_sacrificed_usd,downscaled_losers,downscaled_winners,downsizing_loss_saved_usd,downsizing_profit_given_up_usd,upscaled_losers,upscaled_winners,upsizing_loss_added_usd,upsizing_profit_added_usd,overall_net_pnl,overall_sharpe,overall_sortino,overall_max_drawdown,overall_profit_factor,overall_win_rate,overall_average_trade,overall_trade_count,overall_n_days_traded,overall_participation_rate,overall_trades_per_month,overall_longest_losing_streak_trade,overall_longest_losing_streak_daily,is_net_pnl,is_sharpe,is_sortino,is_max_drawdown,is_profit_factor,is_win_rate,is_average_trade,is_trade_count,is_n_days_traded,is_participation_rate,is_trades_per_month,is_longest_losing_streak_trade,is_longest_losing_streak_daily,oos_net_pnl,oos_sharpe,oos_sortino,oos_max_drawdown,oos_profit_factor,oos_win_rate,oos_average_trade,oos_trade_count,oos_n_days_traded,oos_participation_rate,oos_trades_per_month,oos_longest_losing_streak_trade,oos_longest_losing_streak_daily,is_sharpe_delta_vs_baseline,oos_sharpe_delta_vs_baseline,is_profit_factor_delta_vs_baseline,oos_profit_factor_delta_vs_baseline,is_max_drawdown_improvement_vs_baseline,oos_max_drawdown_improvement_vs_baseline,is_trade_retention_vs_baseline,oos_trade_retention_vs_baseline,is_reference_variant,high_threshold,down_multiplier,low_threshold,up_multiplier,promotion_candidate,promotion_candidate_rank,oos_promotion_ready,is_screen_score,support_cluster_count
downside_downsize__rs_ratio_pct__90m__t95__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_ratio_pct,90m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.95}",0,38,0,0,0,-0.0,0.0,22,16,3522.499999999924,2952.0000000000337,0,0,0.0,0.0,838.0000000061373,0.01508097234860061,0.011853997395045014,-23108.999999995805,1.0031974176464875,0.4654320987654321,1.0345679012421447,810,810,0.4636519748139668,9.736691471093303,12,6,9317.000000003984,0.24412966882210024,0.1870155365934512,-18807.499999999407,1.0536713644232312,0.4864376130198915,16.84810126582999,553,553,0.4525368248772504,9.503273322422258,7,4,-8478.999999997843,-0.4881473480062306,-0.40496139065612335,-13955.999999998108,0.9041845117693138,0.42023346303501946,-32.99221789882429,257,257,0.4895238095238095,10.28,12,6,0.02509786960102034,-0.025658138401187858,0.0057447248912672055,-0.004994452709468411,0.019625729774789526,0.006301399124208026,1.0,1.0,False,0.95,0.75,,,True,11,False,0.13605967946666855,2
downside_downsize__rs_minus_pct__session__t85__d50,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_pct,session,,"{""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_pct"", ""high_threshold"": 0.85}",0,86,0,0,0,-0.0,0.0,43,43,11214.999999999796,12409.500000000064,0,0,0.0,0.0,-926.9999999940201,-0.017027654603841286,-0.013362670389677573,-22238.999999995467,0.996356046133187,0.4654320987654321,-1.1444444444370618,810,810,0.4636519748139668,9.736691471093303,12,6,9242.500000003864,0.2457848058824955,0.18879346750408332,-18990.499999999003,1.054768747592688,0.4864376130198915,16.713381555160694,553,553,0.4525368248772504,9.503273322422258,7,4,-10169.49999999788,-0.6049429876552478,-0.49631215201839757,-15209.999999998108,0.8812515325961513,0.42023346303501946,-39.570038910497594,257,257,0.4895238095238095,10.28,12,6,0.026753006661415585,-0.14245377805020504,0.006842108060723939,-0.027927431882630915,0.010086530442032737,-0.08298622236464351,1.0,1.0,False,0.85,0.5,,,True,12,False,0.13316469349457674,4
downside_downsize__rs_minus_pct__30m__t85__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_pct,30m,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_pct"", ""high_threshold"": 0.85}",0,76,0,0,0,-0.0,0.0,44,32,7434.499999999891,5698.500000000044,0,0,0.0,0.0,2003.5000000060936,0.03647301149123339,0.028724270399810417,-21583.499999995372,1.007760255176271,0.4654320987654321,2.47345679013098,810,810,0.4636519748139668,9.736691471093303,12,6,8860.500000003944,0.23451467034588694,0.17938294728655851,-18596.999999998963,1.0515733044632494,0.4864376130198915,16.022603978307313,553,553,0.4525368248772504,9.503273322422258,7,4,-6856.999999997847,-0.40046989357463736,-0.3352140155618441,-12151.999999998101,0.9206094673528806,0.42023346303501946,-26.6809338521317,257,257,0.4895238095238095,10.28,12,6,0.015482871124807035,0.06201931603040539,0.003646664931285404,0.011430502874098414,0.030598415346122686,0.1347502581081704,1.0,1.0,False,0.85,0.75,,,True,13,True,0.13151141178412545,4
conditional_downsize_with_context__rs_minus_share_pct__90m__t85__d50__high_atr,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_minus_share_pct,90m,high_atr,"{""context_key"": ""high_atr"", ""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.85}",0,12,0,0,0,-0.0,0.0,9,3,2235.4999999999586,1767.999999999945,0,0,0.0,0.0,735.0000000062637,0.013165707541561005,0.010336434896078509,-23046.49999999527,1.002790713568397,0.4654320987654321,0.9074074074151404,810,810,0.4636519748139668,9.736691471093303,12,6,9101.000000004038,0.23789117679509672,0.18186016794865564,-18737.999999998974,1.0522888209017633,0.4864376130198915,16.457504520802964,553,553,0.4525368248772504,9.503273322422258,7,4,-8365.999999997775,-0.4771755447574813,-0.39617805877272305,-14252.999999998025,0.9063378152954175,0.42023346303501946,-32.55252918287072,257,257,0.4895238095238095,10.28,12,6,0.018859377574016817,-0.014686335152438557,0.004362181369799378,-0.002841149183364755,0.02324854045037526,-0.014845669123145592,1.0,1.0,False,0.85,0.5,,,True,14,False,0.13135608407316432,0
conditional_downsize_with_context__rs_ratio_pct__90m__t85__d50__high_atr,conditional_downsize_with_context,Downsize only when downside semivariance is elevated and a context regime confirms it.,rs_ratio_pct,90m,high_atr,"{""context_key"": ""high_atr"", ""down_multiplier"": 0.5, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.85}",0,12,0,0,0,-0.0,0.0,9,3,2235.4999999999586,1767.999999999945,0,0,0.0,0.0,735.0000000062637,0.013165707541561005,0.010336434896078509,-23046.49999999527,1.002790713568397,0.4654320987654321,0.9074074074151404,810,810,0.4636519748139668,9.736691471093303,12,6,9101.000000004038,0.23789117679509672,0.18186016794865564,-18737.999999998974,1.0522888209017633,0.4864376130198915,16.457504520802964,553,553,0.4525368248772504,9.503273322422258,7,4,-8365.999999997775,-0.4771755447574813,-0.39617805877272305,-14252.999999998025,0.9063378152954175,0.42023346303501946,-32.55252918287072,257,257,0.4895238095238095,10.28,12,6,0.018859377574016817,-0.014686335152438557,0.004362181369799378,-0.002841149183364755,0.02324854045037526,-0.014845669123145592,1.0,1.0,False,0.85,0.5,,,True,15,False,0.13135608407316432,0
downside_three_state__rs_minus_pct__session__t90__lo25__u110__d75,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_minus_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_pct"", ""high_threshold"": 0.9, ""low_threshold"": 0.25, ""up_multiplier"": 1.1}",0,57,219,0,0,-0.0,0.0,28,29,3712.9999999999313,3758.5000000000127,119,100,7718.499999999805,7248.499999999991,-247.99999999365173,-0.004339390756323962,-0.003403672263871731,-23715.49999999564,0.9990801681660529,0.4654320987654321,-0.30617283949833546,810,810,0.4636519748139668,9.736691471093303,12,6,9151.500000004104,0.2333749185326971,0.1784642289316101,-18639.9999999994,1.051326416152576,0.4864376130198915,16.548824593135812,553,553,0.4525368248772504,9.503273322422258,7,4,-9399.49999999775,-0.5251058953417648,-0.4344044593842212,-15050.499999997997,0.8970645406808555,0.42023346303501946,-36.57392996108074,257,257,0.4895238095238095,10.28,12,6,0.014343119311617192,-0.06261668573672202,0.0033997766206119717,-0.01211442379792671,0.02835696413675869,-0.07162946349105362,1.0,1.0,False,0.9,0.75,0.25,1.1,True,16,False,0.12920155670411893,2
downside_downsize__rs_minus_share_pct__60m__t95__d50,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_share_pct,60m,,"{""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.95}",0,35,0,0,0,-0.0,0.0,18,17,5859.49999999984,5933.000000000029,0,0,0.0,0.0,194.00000000605996,0.003511844871612735,0.002759165625373495,-24670.499999995856,1.000746873430001,0.4654320987654321,0.2395061728469876,810,810,0.4636519748139668,9.736691471093303,12,6,8756.000000003938,0.23035340512576205,0.17631736753443236,-18550.999999999414,1.050741623952203,0.4864376130198915,15.833634719717791,553,553,0.4525368248772504,9.503273322422258,7,4,-8561.999999997877,-0.49773966995920144,-0.41298987213244587,-14604.99999999812,0.9017995389326849,0.42023346303501946,-33.315175097268,257,257,0.4895238095238095,10.28,12,6,0.011321605904682147,-0.035250460354158686,0.002814984420238975,-0.0073794255460972735,0.032996246872371196,-0.03990886112002293,1.0,1.0,False,0.95,0.5,,,True,17,False,0.12838272622491553,2
downside_downsize__rs_ratio_pct__60m__t95__d50,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_ratio_pct,60m,,"{""down_multiplier"": 0.5, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.95}",0,35,0,0,0,-0.0,0.0,18,17,5859.49999999984,5933.000000000029,0,0,0.0,0.0,194.00000000605996,0.003511844871612735,0.002759165625373495,-24670.499999995856,1.000746873430001,0.4654320987654321,0.2395061728469876,810,810,0.4636519748139668,9.736691471093303,12,6,8756.000000003938,0.23035340512576205,0.17631736753443236,-18550.999999999414,1.050741623952203,0.4864376130198915,15.833634719717791,553,553,0.4525368248772504,9.503273322422258,7,4,-8561.999999997877,-0.49773966995920144,-0.41298987213244587,-14604.99999999812,0.9017995389326849,0.42023346303501946,-33.315175097268,257,257,0.4895238095238095,10.28,12,6,0.011321605904682147,-0.035250460354158686,0.002814984420238975,-0.0073794255460972735,0.032996246872371196,-0.03990886112002293,1.0,1.0,False,0.95,0.5,,,True,18,False,0.12838272622491553,2
downside_three_state__rs_minus_pct__session__t90__lo25__u125__d50,downside_three_state,Conservative three-state sizing using low / neutral / high downside semivariance.,rs_minus_pct,session,,"{""down_multiplier"": 0.5, ""feature_key"": ""rs_minus_pct"", ""high_threshold"": 0.9, ""low_threshold"": 0.25, ""up_multiplier"": 1.25}",0,57,219,0,0,-0.0,0.0,28,29,6830.499999999867,7660.50000000002,119,100,19753.49999999949,18276.999999999964,-2038.999999993428,-0.03424336864463717,-0.026784926133971917,-25209.99999999546,0.9926794766849286,0.4654320987654321,-2.5172839506091704,810,810,0.4636519748139668,9.736691471093303,12,6,9548.000000004227,0.2340284711716458,0.17898758957537955,-18785.49999999937,1.0519852450760445,0.4864376130198915,17.26582278481777,553,553,0.4525368248772504,9.503273322422258,7,4,-11586.99999999766,-0.6196268194815605,-0.5082540642093121,-17249.499999997905,0.8778573649784903,0.42023346303501946,-45.085603112831365,257,257,0.4895238095238095,10.28,12,6,0.014996671950565893,-0.15713760987651776,0.004058605544080551,-0.0313215995002919,0.020772518765617174,-0.2282032112214972,1.0,1.0,False,0.9,0.5,0.25,1.25,True,19,False,0.12619465244219058,2
downside_downsize__rs_minus_pct__session__t95__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_pct"", ""high_threshold"": 0.95}",0,26,0,0,0,-0.0,0.0,13,13,1556.9999999999732,1924.4999999999993,0,0,0.0,0.0,-99.99999999378088,-0.001791096475885514,-0.0014048047018324712,-23647.49999999527,0.9996212867162763,0.4654320987654321,-0.12345679011577886,810,810,0.4636519748139668,9.736691471093303,12,6,8863.500000004018,0.23099590077737192,0.1765980754696419,-18663.999999998956,1.0506669562955941,0.4864376130198915,16.028028933099492,553,553,0.4525368248772504,9.503273322422258,7,4,-8963.499999997797,-0.514291245785967,-0.42557161527905724,-14390.499999998043,0.8994170486615901,0.42023346303501946,-34.87743190660621,257,257,0.4895238095238095,10.28,12,6,0.011964101556292017,-0.051802036180924216,0.0027403167636301795,-0.009761915817192102,0.027105921601335552,-0.024635978496924466,1.0,1.0,False,0.95,0.75,,,True,20,False,0.12606512570968584,4
downside_downsize__rs_minus_pct__session__t85__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_pct"", ""high_threshold"": 0.85}",0,86,0,0,0,-0.0,0.0,43,43,5863.999999999895,6049.500000000035,0,0,0.0,0.0,82.00000000610453,0.0014869766458178403,0.0011680790434228626,-22697.499999995365,1.0003156942386038,0.4654320987654321,0.10123456790877103,810,810,0.4636519748139668,9.736691471093303,12,6,9053.000000003944,0.23854056283195493,0.18287107770758287,-18986.499999998978,1.052609251510949,0.4864376130198915,16.370705244130097,553,553,0.4525368248772504,9.503273322422258,7,4,-8970.999999997835,-0.5226519247852357,-0.432035571883802,-14385.499999998083,0.8976672560315051,0.42023346303501946,-34.9066147859838,257,257,0.4895238095238095,10.28,12,6,0.01950876361087503,-0.06016271518019295,0.004682611978985118,-0.011511708447277114,0.01029503753127511,-0.02427996724697177,1.0,1.0,False,0.85,0.75,,,True,21,False,0.1255928047723096,4
downside_downsize__rs_minus_share_pct__session__t90__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_minus_share_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_minus_share_pct"", ""high_threshold"": 0.9}",0,80,0,0,0,-0.0,0.0,44,36,7102.999999999832,6397.000000000029,0,0,0.0,0.0,973.5000000060527,0.017719420336153972,0.013942691549900889,-22255.49999999588,1.0037658700378562,0.4654320987654321,1.2018518518593244,810,810,0.4636519748139668,9.736691471093303,12,6,8599.500000003944,0.22736343519468094,0.1739059517874929,-18576.499999999425,1.0499705098741314,0.4864376130198915,15.550632911399536,553,553,0.4525368248772504,9.503273322422258,7,4,-7625.999999997893,-0.4461937634952051,-0.37247993891584597,-13209.999999998148,0.9117509214310319,0.42023346303501946,-29.673151750964564,257,257,0.4895238095238095,10.28,12,6,0.008331635973601037,0.01629544610983763,0.002043870342167464,0.0025719569522496544,0.03166701417845896,0.059418277617573,1.0,1.0,False,0.9,0.75,,,True,22,True,0.12457391713126402,2
downside_downsize__rs_ratio_pct__session__t90__d75,downside_downsize,Reduce size when downside semivariance percentile is elevated.,rs_ratio_pct,session,,"{""down_multiplier"": 0.75, ""feature_key"": ""rs_ratio_pct"", ""high_threshold"": 0.9}",0,80,0,0,0,-0.0,0.0,44,36,7102.999999999832,6397.000000000029,0,0,0.0,0.0,973.5000000060527,0.017719420336153972,0.013942691549900889,-22255.49999999588,1.0037658700378562,0.4654320987654321,1.2018518518593244,810,810,0.4636519748139668,9.736691471093303,12,6,8599.500000003944,0.22736343519468094,0.1739059517874929,-18576.499999999425,1.0499705098741314,0.4864376130198915,15.550632911399536,553,553,0.4525368248772504,9.503273322422258,7,4,-7625.999999997893,-0.4461937634952051,-0.37247993891584597,-13209.999999998148,0.9117509214310319,0.42023346303501946,-29.673151750964564,257,257,0.4895238095238095,10.28,12,6,0.008331635973601037,0.01629544610983763,0.002043870342167464,0.0025719569522496544,0.03166701417845896,0.059418277617573,1.0,1.0,False,0.9,0.75,,,True,23,True,0.12457391713126402,2
