variant_name,ema_fast,ema_slow,slope_lookback,pullback_lookback,pb_min_atr,target_r,asset_count,oos_positive_assets,oos_profit_factor_gt_1_assets,oos_total_trades,oos_total_net_pnl,oos_median_profit_factor,oos_median_sharpe,oos_mean_expectancy,oos_median_win_rate,oos_worst_max_drawdown,oos_median_holding_minutes,oos_median_time_in_market_pct,oos_median_top_5_day_contribution_pct,best_asset_symbol,best_asset_oos_total_trades,best_asset_oos_net_pnl,best_asset_oos_profit_factor,best_asset_oos_sharpe,best_asset_oos_average_trade,best_asset_oos_top_5_day_contribution_pct,best_asset_oos_pnl_excluding_top_5_days,worst_asset_symbol,worst_asset_oos_net_pnl,portfolio_pass,mono_asset_pass,pass_screening,screening_score
impc_ef12_es34_sl5_pb5_pm0p5_tr2p0,12,34,5,5,0.5,2.0,4,0,0,995,-5968.8838541662335,0.7781314561397148,-1.0194168816139202,-5.726605232451169,0.38466702470461867,-2711.787499999831,45.0,0.04468864468864469,0.7118534633354782,M2K,221,-727.1135416664993,0.7427564819541324,-1.231166988651892,-3.290106523377825,-0.5714776893224933,-1142.6427083331644,MGC,-2662.32291666646,False,False,False,-2.7070818961289254
impc_ef12_es34_sl5_pb5_pm0p3_tr2p0,12,34,5,5,0.3,2.0,4,0,0,1000,-6067.482812499563,0.7800391442201684,-1.042039169860527,-5.782603403834454,0.3826319145544397,-2785.6677083333198,45.0,0.04483516483516484,0.6922710045587663,M2K,223,-730.8979166664972,0.7436023176069019,-1.2411175543262196,-3.2775691330336194,-0.5685187454929743,-1146.4270833331623,MGC,-2723.3874999997875,False,False,False,-2.712525388917648
impc_ef12_es34_sl5_pb5_pm0p5_tr2p5,12,34,5,5,0.5,2.5,4,0,0,992,-6033.939583332866,0.758032710936672,-1.138459005346435,-5.850913168583669,0.3781524530341938,-2677.9734374999607,50.0,0.04647130647130647,0.6297033747990476,M2K,220,-794.9312499998018,0.7206600927773315,-1.3348760648878075,-3.613323863635463,-0.5385751388355215,-1223.0614583331394,MGC,-2460.691666666455,False,False,False,-2.7769183115232474
impc_ef12_es34_sl5_pb5_pm0p5_tr1p5,12,34,5,5,0.5,1.5,4,0,0,1002,-6749.501302082884,0.7209124293884339,-1.3634956505067217,-6.557570610049473,0.3977124183006536,-2649.2416666666395,40.0,0.041929181929181936,0.4652695935335419,M2K,223,-845.3593749998504,0.7005523699883054,-1.5615254409347035,-3.790849215245966,-0.3773487606972582,-1164.3546874998524,MGC,-2512.2833333331278,False,False,False,-2.9405868096223746
impc_ef12_es34_sl5_pb5_pm0p3_tr1p5,12,34,5,5,0.3,1.5,4,0,0,1007,-6853.925260416214,0.7239931999943234,-1.3707880831621573,-6.618304798790502,0.39696476964769645,-2715.159374999974,40.0,0.04205128205128205,0.4538418686283727,M2K,225,-854.9687499998481,0.6997103459933418,-1.5829790761286162,-3.799861111110436,-0.37310756972118453,-1173.9640624998501,MGC,-2573.347916666455,False,False,False,-2.950745113860611
impc_ef12_es34_sl3_pb3_pm0p5_tr2p5,12,34,3,3,0.5,2.5,4,0,0,2174,-11996.458854165634,0.6947694884576198,-1.9517157528808697,-5.479442217968972,0.37019214345386164,-4167.714843750022,45.0,0.10244200244200244,0.2907280324082192,M2K,509,-2082.193229166244,0.703318771666853,-2.2170492103367887,-4.090752906024054,-0.27535318703165684,-2655.5317708329067,MES,-4126.195312500017,False,False,False,-3.6160450525369265
impc_ef8_es21_sl3_pb3_pm0p5_tr2p0,8,21,3,3,0.5,2.0,4,0,0,1833,-11952.226562499241,0.6906173363539312,-1.9638851715395012,-6.477124293445397,0.36364306784660766,-3928.5833333329283,40.0,0.08246642246642247,0.3646229118047487,M2K,433,-1895.011458333014,0.6876146088741558,-2.1778081415597392,-4.376469880676707,-0.28895053954713773,-2442.5760416663475,MGC,-3706.658333332896,False,False,False,-3.632402696887901
impc_ef12_es34_sl3_pb3_pm0p5_tr2p0,12,34,3,3,0.5,2.0,4,0,0,2190,-13491.415104165719,0.6927039900544212,-2.011615212306107,-6.141808134363188,0.37629399585921325,-4459.920833333352,40.0,0.0987057387057387,0.2697676117590873,M2K,513,-2073.6583333329804,0.7061162642933273,-2.2829075030846133,-4.0422189733586364,-0.24530720666780573,-2582.341666666312,MES,-4200.768229166661,False,False,False,-3.647311215369255
impc_ef12_es34_sl3_pb3_pm0p3_tr2p0,12,34,3,3,0.3,2.0,4,0,0,2232,-13766.086458332362,0.6901090957462397,-2.1423857699577717,-6.137117773502685,0.3735117530362132,-4303.200000000012,40.0,0.09954822954822956,0.26068633689263604,M2K,519,-2140.147916666308,0.7003785550973186,-2.3537822487286744,-4.12359906872121,-0.23768606336598594,-2648.83124999964,MES,-4212.5416666666615,False,False,False,-3.664800755093835
impc_ef8_es21_sl3_pb3_pm0p3_tr2p0,8,21,3,3,0.3,2.0,4,0,0,1875,-12388.781249999221,0.6850023449885567,-2.061459049059299,-6.545362054872559,0.35996441645023414,-4289.443749999591,40.0,0.08335775335775336,0.35586748179858585,M2K,440,-1993.8010416663394,0.6765961825471899,-2.2912753094067244,-4.531366003787135,-0.27463351251722695,-2541.3656249996725,MGC,-4079.2687499995577,False,False,False,-3.7094966045170468
impc_ef8_es21_sl3_pb3_pm0p5_tr1p5,8,21,3,3,0.5,1.5,4,0,0,1853,-12046.163541666012,0.649350973488384,-2.235014987625946,-6.449840093947191,0.3781887414269173,-4044.9947916663223,32.5,0.07626373626373625,0.26559825704641354,M2K,436,-2024.6421874997156,0.6616752333313304,-2.4833430667564373,-4.643674741971825,-0.20215840607641086,-2433.9406249997164,MES,-3960.2786458333185,False,False,False,-3.726489168163906
impc_ef8_es21_sl3_pb3_pm0p3_tr1p5,8,21,3,3,0.3,1.5,4,0,0,1896,-12498.07135416599,0.6478025563513401,-2.343630012923044,-6.5207755533049205,0.372921560691471,-4470.581249999646,32.5,0.07694749694749695,0.2531565360635663,M2K,443,-2070.5020833330423,0.6589579636190275,-2.5302869182116163,-4.673819601203256,-0.19768076583681676,-2479.8005208330424,MGC,-4081.840624999654,False,False,False,-3.7655754661064993
impc_ef12_es34_sl3_pb3_pm0p5_tr1p5,12,34,3,3,0.5,1.5,4,0,0,2216,-14330.184374999153,0.6572120394247933,-2.3514201735681417,-6.4434877265309,0.3923158079831194,-4979.510416666628,32.5,0.092014652014652,0.21591514735288236,M2K,517,-2376.915104166359,0.6606694950176006,-2.7988288174947247,-4.597514708252145,-0.16387312248436867,-2766.427604166358,MES,-4979.510416666626,False,False,False,-3.8440824390364607
impc_ef12_es34_sl3_pb3_pm0p3_tr1p5,12,34,3,3,0.3,1.5,4,0,0,2259,-14708.101041665795,0.6429007357970433,-2.505953899169216,-6.47750271148009,0.38755442967398257,-4997.200520833292,35.0,0.0927960927960928,0.20291992787979757,M2K,523,-2449.2296874996864,0.6546250511725806,-2.8772766579492224,-4.683039555448731,-0.15903469649579338,-2838.742187499686,MES,-4997.200520833289,False,False,False,-3.86945321905597
