simulation_method,variant_name,variant_label,ruleset_name,run_id,start_session_date,status,pass,fail,expire,failure_reason,days_to_pass,days_to_fail,days_traded,calendar_days,final_pnl_usd,trailing_mll_breached,economic_target_hit,economic_target_day,economic_target_immediate_validation,economic_target_without_immediate_validation,delayed_pass_after_inconsistency,failed_after_economic_target,near_validation_then_fail,extra_traded_days_to_consistency,best_winning_day_usd,best_day_share_at_end,max_favorable_excursion_usd,max_adverse_excursion_usd,max_drawdown_usd
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_10,2024-03-08,pass,True,False,False,,23.0,,23,25,3631.5,False,True,23.0,True,False,False,False,False,,1415.0,0.3896461517279361,3631.5,-1865.5,-1865.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_11,2024-03-11,pass,True,False,False,,22.0,,22,24,4282.5,False,True,22.0,True,False,False,False,False,,1415.0,0.3304144775248103,4282.5,-1214.5,-1676.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_12,2024-03-12,pass,True,False,False,,17.0,,17,19,3075.0,False,True,17.0,True,False,False,False,False,,1415.0,0.46016260162601624,3075.0,-565.0,-1676.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_13,2024-03-13,pass,True,False,False,,19.0,,19,21,3016.0,False,True,19.0,True,False,False,False,False,,1415.0,0.46916445623342173,3016.0,-1069.0,-1676.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_14,2024-03-14,pass,True,False,False,,18.0,,18,20,3064.0,False,True,18.0,True,False,False,False,False,,1415.0,0.4618146214099217,3064.0,-1021.0,-1676.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_15,2024-03-18,pass,True,False,False,,17.0,,17,19,3335.0,False,True,17.0,True,False,False,False,False,,1415.0,0.424287856071964,3335.0,-750.0,-1676.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_16,2024-03-19,pass,True,False,False,,13.0,,13,15,3640.0,False,True,13.0,True,False,False,False,False,,1415.0,0.38873626373626374,3640.0,0.0,-1676.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_17,2024-03-20,pass,True,False,False,,15.0,,15,17,3399.5,False,True,15.0,True,False,False,False,False,,1415.0,0.4162376820120606,3399.5,0.0,-1676.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_18,2024-03-21,pass,True,False,False,,15.0,,15,17,3509.5,False,True,15.0,True,False,False,False,False,,1415.0,0.403191337797407,3509.5,-963.5,-1676.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_19,2024-03-22,pass,True,False,False,,14.0,,14,16,3103.5,False,True,14.0,True,False,False,False,False,,1415.0,0.4559368454970195,3103.5,-1369.5,-1676.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_20,2024-03-25,pass,True,False,False,,15.0,,15,17,3240.0,False,True,15.0,True,False,False,False,False,,1415.0,0.4367283950617284,3240.0,-1625.0,-1676.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_21,2024-03-26,pass,True,False,False,,14.0,,14,16,3189.0,False,True,14.0,True,False,False,False,False,,1415.0,0.44371276262151144,3189.0,-1676.0,-1676.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_22,2024-03-27,pass,True,False,False,,11.0,,11,13,3463.0,False,True,11.0,True,False,False,False,False,,1415.0,0.4086052555587641,3463.0,-1010.0,-1010.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_23,2024-03-28,pass,True,False,False,,10.0,,10,12,3794.0,False,True,10.0,True,False,False,False,False,,1415.0,0.3729573010015814,3794.0,-679.0,-930.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_24,2024-04-01,pass,True,False,False,,10.0,,10,11,3794.0,False,True,10.0,True,False,False,False,False,,1415.0,0.3729573010015814,3794.0,-679.0,-930.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_25,2024-04-02,pass,True,False,False,,9.0,,9,10,3867.0,False,True,9.0,True,False,False,False,False,,1415.0,0.36591673131626584,3867.0,-606.0,-930.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_26,2024-04-03,pass,True,False,False,,7.0,,7,8,3061.0,False,True,7.0,True,False,False,False,False,,1415.0,0.4622672329304149,3061.0,0.0,-930.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_27,2024-04-04,pass,True,False,False,,7.0,,7,8,3177.0,False,True,7.0,True,False,False,False,False,,1415.0,0.4453887315077117,3177.0,-95.0,-930.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_28,2024-04-05,pass,True,False,False,,7.0,,7,7,3177.0,False,True,7.0,True,False,False,False,False,,1415.0,0.4453887315077117,3177.0,-95.0,-930.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_29,2024-04-08,pass,True,False,False,,6.0,,6,6,3041.0,False,True,6.0,True,False,False,False,False,,1415.0,0.46530746464978623,3041.0,-231.0,-930.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_30,2024-04-09,pass,True,False,False,,5.0,,5,5,3272.0,False,True,5.0,True,False,False,False,False,,1415.0,0.43245721271393645,3272.0,0.0,-930.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_31,2024-04-10,pass,True,False,False,,8.0,,8,8,3085.0,False,True,8.0,True,False,False,False,False,,1412.0,0.45769854132901133,3085.0,-930.0,-930.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_32,2024-04-11,pass,True,False,False,,7.0,,7,7,3370.0,False,True,7.0,True,False,False,False,False,,1412.0,0.41899109792284867,3370.0,-645.0,-742.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_33,2024-04-12,pass,True,False,False,,4.0,,4,4,3179.0,False,True,4.0,True,False,False,False,False,,1412.0,0.4441648317080843,3179.0,0.0,-742.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_34,2024-04-15,pass,True,False,False,,8.0,,8,8,3542.5,False,True,8.0,True,False,False,False,False,,1412.0,0.39858856739590687,3542.5,0.0,-742.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_35,2024-04-16,pass,True,False,False,,8.0,,8,8,3312.5,False,True,8.0,True,False,False,False,False,,1380.0,0.41660377358490563,3312.5,-742.0,-742.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_36,2024-04-17,pass,True,False,False,,7.0,,7,7,4054.5,False,True,7.0,True,False,False,False,False,,1380.0,0.340362560118387,4054.5,0.0,-717.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_37,2024-04-18,pass,True,False,False,,7.0,,7,7,3056.5,False,True,7.0,True,False,False,False,False,,1380.0,0.4514968100768853,3056.5,-544.0,-717.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_38,2024-04-19,pass,True,False,False,,5.0,,5,5,3464.5,False,True,5.0,True,False,False,False,False,,1380.0,0.3983258767498918,3464.5,0.0,-717.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_39,2024-04-22,pass,True,False,False,,7.0,,7,7,3082.5,False,True,7.0,True,False,False,False,False,,1364.0,0.44249797242497974,3082.5,-717.5,-717.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_40,2024-04-23,pass,True,False,False,,6.0,,6,6,3800.0,False,True,6.0,True,False,False,False,False,,1364.0,0.3589473684210526,3800.0,0.0,-438.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_41,2024-04-24,pass,True,False,False,,5.0,,5,5,3544.0,False,True,5.0,True,False,False,False,False,,1364.0,0.38487584650112866,3544.0,0.0,-438.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_42,2024-04-25,pass,True,False,False,,12.0,,12,15,3933.0,False,True,12.0,True,False,False,False,False,,1364.0,0.3468090516145436,3933.0,0.0,-1270.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_43,2024-04-26,pass,True,False,False,,12.0,,12,18,4167.0,False,True,12.0,True,False,False,False,False,,1416.0,0.33981281497480204,4167.0,-302.0,-1270.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_44,2024-04-29,pass,True,False,False,,11.0,,11,17,4031.0,False,True,11.0,True,False,False,False,False,,1416.0,0.3512775986107666,4031.0,-438.0,-1270.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_45,2024-04-30,pass,True,False,False,,9.0,,9,12,3053.0,False,True,9.0,True,False,False,False,False,,1364.0,0.4467736652472977,3053.0,0.0,-1270.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_46,2024-05-01,pass,True,False,False,,9.0,,9,15,3169.0,False,True,9.0,True,False,False,False,False,,1416.0,0.4468286525717892,3169.0,-1270.0,-1270.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_47,2024-05-02,pass,True,False,False,,8.0,,8,14,3829.0,False,True,8.0,True,False,False,False,False,,1416.0,0.3698093496996605,3829.0,-610.0,-610.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_48,2024-05-03,pass,True,False,False,,6.0,,6,9,3023.0,False,True,6.0,True,False,False,False,False,,1364.0,0.4512074098577572,3023.0,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_49,2024-05-06,pass,True,False,False,,6.0,,6,8,3023.0,False,True,6.0,True,False,False,False,False,,1364.0,0.4512074098577572,3023.0,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_50,2024-05-07,pass,True,False,False,,6.0,,6,11,3646.5,False,True,6.0,True,False,False,False,False,,1416.0,0.38831756478815305,3646.5,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_51,2024-05-08,pass,True,False,False,,6.0,,6,10,3646.5,False,True,6.0,True,False,False,False,False,,1416.0,0.38831756478815305,3646.5,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_52,2024-05-09,pass,True,False,False,,5.0,,5,9,3639.0,False,True,5.0,True,False,False,False,False,,1416.0,0.3891178895300907,3639.0,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_53,2024-05-10,pass,True,False,False,,4.0,,4,8,3607.5,False,True,4.0,True,False,False,False,False,,1416.0,0.39251559251559254,3607.5,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_54,2024-05-13,pass,True,False,False,,3.0,,3,7,3585.0,False,True,3.0,True,False,False,False,False,,1416.0,0.39497907949790795,3585.0,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_55,2024-05-14,pass,True,False,False,,3.0,,3,6,3585.0,False,True,3.0,True,False,False,False,False,,1416.0,0.39497907949790795,3585.0,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_56,2024-05-15,pass,True,False,False,,3.0,,3,7,3346.0,False,True,3.0,True,False,False,False,False,,1416.0,0.42319187089061566,3346.0,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_57,2024-05-16,pass,True,False,False,,3.0,,3,7,3207.0,False,True,3.0,True,False,False,False,False,,1416.0,0.441534144059869,3207.0,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_58,2024-05-17,pass,True,False,False,,3.0,,3,6,3207.0,False,True,3.0,True,False,False,False,False,,1416.0,0.441534144059869,3207.0,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_59,2024-05-20,pass,True,False,False,,3.0,,3,5,3207.0,False,True,3.0,True,False,False,False,False,,1416.0,0.441534144059869,3207.0,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_60,2024-05-21,pass,True,False,False,,3.0,,3,4,3207.0,False,True,3.0,True,False,False,False,False,,1416.0,0.441534144059869,3207.0,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_61,2024-05-22,pass,True,False,False,,5.0,,5,8,3748.5,False,True,5.0,True,False,False,False,False,,1344.0,0.3585434173669468,3748.5,0.0,-586.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_62,2024-05-23,pass,True,False,False,,5.0,,5,7,3748.5,False,True,5.0,True,False,False,False,False,,1344.0,0.3585434173669468,3748.5,0.0,-586.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_63,2024-05-24,pass,True,False,False,,4.0,,4,6,3182.5,False,True,4.0,True,False,False,False,False,,1344.0,0.4223095051060487,3182.5,0.0,-586.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_64,2024-05-27,pass,True,False,False,,4.0,,4,6,3205.5,False,True,4.0,True,False,False,False,False,,1344.0,0.4192793635938231,3205.5,-586.5,-586.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_65,2024-05-28,pass,True,False,False,,4.0,,4,5,3205.5,False,True,4.0,True,False,False,False,False,,1344.0,0.4192793635938231,3205.5,-586.5,-586.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_66,2024-05-29,pass,True,False,False,,4.0,,4,4,3205.5,False,True,4.0,True,False,False,False,False,,1344.0,0.4192793635938231,3205.5,-586.5,-586.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_67,2024-05-30,pass,True,False,False,,3.0,,3,3,3792.0,False,True,3.0,True,False,False,False,False,,1344.0,0.35443037974683544,3792.0,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_68,2024-05-31,pass,True,False,False,,4.0,,4,4,3238.0,False,True,4.0,True,False,False,False,False,,1344.0,0.4150710315009265,3238.0,0.0,-662.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_69,2024-06-03,pass,True,False,False,,6.0,,6,7,3351.0,False,True,6.0,True,False,False,False,False,,1308.0,0.39033124440465533,3351.0,0.0,-662.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_70,2024-06-04,pass,True,False,False,,7.0,,7,8,3439.0,False,True,7.0,True,False,False,False,False,,1428.0,0.41523698749636523,3439.0,-662.0,-662.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_71,2024-06-05,pass,True,False,False,,6.0,,6,7,4101.0,False,True,6.0,True,False,False,False,False,,1428.0,0.34820775420629113,4101.0,0.0,-220.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_72,2024-06-06,pass,True,False,False,,6.0,,6,8,4238.0,False,True,6.0,True,False,False,False,False,,1445.0,0.34096271826333174,4238.0,-220.0,-220.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_73,2024-06-07,pass,True,False,False,,6.0,,6,7,4238.0,False,True,6.0,True,False,False,False,False,,1445.0,0.34096271826333174,4238.0,-220.0,-220.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_74,2024-06-10,pass,True,False,False,,4.0,,4,4,3013.0,False,True,4.0,True,False,False,False,False,,1428.0,0.473946232990375,3013.0,0.0,-92.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_75,2024-06-11,pass,True,False,False,,4.0,,4,5,3621.0,False,True,4.0,True,False,False,False,False,,1445.0,0.39906103286384975,3621.0,0.0,-92.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_76,2024-06-12,pass,True,False,False,,5.0,,5,7,3443.0,False,True,5.0,True,False,False,False,False,,1445.0,0.4196921289573047,3443.0,-92.0,-738.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_77,2024-06-13,pass,True,False,False,,4.0,,4,6,3535.0,False,True,4.0,True,False,False,False,False,,1445.0,0.4087694483734088,3535.0,0.0,-738.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_78,2024-06-14,fail,False,True,False,trailing_mll,,9.0,9,11,107.5,True,False,,False,False,False,False,False,,1445.0,13.44186046511628,2688.0,0.0,-2580.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_79,2024-06-17,fail,False,True,False,trailing_mll,,9.0,9,10,107.5,True,False,,False,False,False,False,False,,1445.0,13.44186046511628,2688.0,0.0,-2580.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_80,2024-06-18,fail,False,True,False,trailing_mll,,8.0,8,9,-1337.5,True,False,,False,False,False,False,False,,1400.0,,1243.0,-1337.5,-2580.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_81,2024-06-19,fail,False,True,False,trailing_mll,,7.0,7,8,-599.5,True,False,,False,False,False,False,False,,1400.0,,1981.0,-599.5,-2580.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_82,2024-06-20,fail,False,True,False,trailing_mll,,7.0,7,7,-599.5,True,False,,False,False,False,False,False,,1400.0,,1981.0,-599.5,-2580.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_83,2024-06-24,fail,False,True,False,trailing_mll,,6.0,6,6,-1999.5,True,False,,False,False,False,False,False,,1310.0,,581.0,-1999.5,-2580.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_84,2024-06-25,fail,False,True,False,trailing_mll,,5.0,5,5,-1270.5,True,False,,False,False,False,False,False,,1310.0,,1310.0,-1270.5,-2580.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_85,2024-06-26,fail,False,True,False,trailing_mll,,4.0,4,4,-2580.5,True,False,,False,False,False,False,False,,0.0,,0.0,-2580.5,-2580.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_86,2024-06-27,pass,True,False,False,,20.0,,20,24,4023.0,False,True,20.0,True,False,False,False,False,,1440.0,0.3579418344519016,4023.0,-1880.5,-1880.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_87,2024-06-28,pass,True,False,False,,14.0,,14,15,3298.0,False,True,14.0,True,False,False,False,False,,1440.0,0.4366282595512432,3298.0,-1141.0,-1141.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_88,2024-07-01,pass,True,False,False,,8.0,,8,9,3133.0,False,True,8.0,True,False,False,False,False,,1440.0,0.4596233641876795,3133.0,-614.0,-720.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_89,2024-07-02,pass,True,False,False,,5.0,,5,6,3057.0,False,True,5.0,True,False,False,False,False,,1440.0,0.47105004906771347,3057.0,0.0,-720.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_90,2024-07-03,pass,True,False,False,,6.0,,6,7,3190.0,False,True,6.0,True,False,False,False,False,,1440.0,0.45141065830721006,3190.0,0.0,-720.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_91,2024-07-04,pass,True,False,False,,15.0,,15,19,3906.5,False,True,15.0,True,False,False,False,False,,1404.0,0.3594009983361065,3906.5,-228.0,-1260.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_92,2024-07-05,pass,True,False,False,,15.0,,15,18,3906.5,False,True,15.0,True,False,False,False,False,,1404.0,0.3594009983361065,3906.5,-228.0,-1260.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_93,2024-07-08,pass,True,False,False,,14.0,,14,17,3414.5,False,True,14.0,True,False,False,False,False,,1404.0,0.41118758236930736,3414.5,-720.0,-1260.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_94,2024-07-09,pass,True,False,False,,9.0,,9,9,3017.0,False,True,9.0,True,False,False,False,False,,1404.0,0.46536294332118,3017.0,0.0,-960.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_95,2024-07-10,pass,True,False,False,,13.0,,13,21,4196.5,False,True,13.0,True,False,False,False,False,,1404.0,0.3345645180507566,4196.5,-714.0,-1260.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_96,2024-07-11,pass,True,False,False,,11.0,,11,14,3560.5,False,True,11.0,True,False,False,False,False,,1404.0,0.39432663951692176,3560.5,0.0,-1260.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_97,2024-07-12,pass,True,False,False,,11.0,,11,19,3506.5,False,True,11.0,True,False,False,False,False,,1350.0,0.38499928703835734,3506.5,-960.0,-1260.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_98,2024-07-15,pass,True,False,False,,10.0,,10,18,3605.5,False,True,10.0,True,False,False,False,False,,1350.0,0.37442795728747746,3605.5,-861.0,-1260.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_99,2024-07-16,pass,True,False,False,,9.0,,9,17,4317.5,False,True,9.0,True,False,False,False,False,,1350.0,0.3126809496236248,4317.5,-149.0,-1260.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_100,2024-07-17,pass,True,False,False,,7.0,,7,10,3116.5,False,True,7.0,True,False,False,False,False,,1276.0,0.40943365955398686,3116.5,0.0,-1260.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_101,2024-07-18,pass,True,False,False,,7.0,,7,15,3254.5,False,True,7.0,True,False,False,False,False,,1350.0,0.4148102627131664,3254.5,-473.5,-1260.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_102,2024-07-19,pass,True,False,False,,8.0,,8,18,3939.5,False,True,8.0,True,False,False,False,False,,1350.0,0.3426830816093413,3939.5,-913.5,-1260.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_103,2024-07-22,pass,True,False,False,,7.0,,7,17,3592.5,False,True,7.0,True,False,False,False,False,,1350.0,0.3757828810020877,3592.5,-1260.5,-1260.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_104,2024-07-23,pass,True,False,False,,4.0,,4,12,3060.5,False,True,4.0,True,False,False,False,False,,1350.0,0.4411043947067473,3060.5,-667.5,-667.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_105,2024-07-24,pass,True,False,False,,3.0,,3,11,3728.0,False,True,3.0,True,False,False,False,False,,1350.0,0.3621244635193133,3728.0,0.0,0.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_106,2024-07-25,pass,True,False,False,,4.0,,4,14,3577.0,False,True,4.0,True,False,False,False,False,,1350.0,0.37741123846798996,3577.0,0.0,-87.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_107,2024-07-26,pass,True,False,False,,4.0,,4,13,3577.0,False,True,4.0,True,False,False,False,False,,1350.0,0.37741123846798996,3577.0,0.0,-87.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_108,2024-07-29,pass,True,False,False,,4.0,,4,12,3577.0,False,True,4.0,True,False,False,False,False,,1350.0,0.37741123846798996,3577.0,0.0,-87.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_109,2024-07-30,pass,True,False,False,,4.0,,4,11,3577.0,False,True,4.0,True,False,False,False,False,,1350.0,0.37741123846798996,3577.0,0.0,-87.0
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_110,2024-07-31,pass,True,False,False,,13.0,,13,20,3106.5,False,True,13.0,True,False,False,False,False,,1396.0,0.44938033156285206,3106.5,0.0,-1523.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_111,2024-08-01,pass,True,False,False,,13.0,,13,19,3106.5,False,True,13.0,True,False,False,False,False,,1396.0,0.44938033156285206,3106.5,0.0,-1523.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_112,2024-08-02,pass,True,False,False,,13.0,,13,18,3106.5,False,True,13.0,True,False,False,False,False,,1396.0,0.44938033156285206,3106.5,0.0,-1523.5
rolling_start,nominal,nominal_mnq_orb,topstepx_50k_main_35d,rolling_113,2024-08-05,pass,True,False,False,,13.0,,13,17,3106.5,False,True,13.0,True,False,False,False,False,,1396.0,0.44938033156285206,3106.5,0.0,-1523.5
