session_date,entry_time,direction,net_pnl_retained,net_pnl_3state,contracts_retained,contracts_3state,risk_multiplier,pnl_ratio,flag_pnl_ratio_gt_1_with_multiplier_le_1,match_status
2023-04-18 00:00:00,2023-04-18 14:02:00+00:00,short,,650.0,,4.0,0.75,,False,sizing_3state_only
2023-04-20 00:00:00,2023-04-20 14:08:00+00:00,long,,-666.0,,4.0,1.0,,False,sizing_3state_only
2023-04-21 00:00:00,2023-04-21 14:02:00+00:00,short,,-507.0,,3.0,0.75,,False,sizing_3state_only
2023-04-24 00:00:00,2023-04-24 14:37:00+00:00,short,,-106.0,,4.0,1.0,,False,sizing_3state_only
2023-04-25 00:00:00,2023-04-25 14:11:00+00:00,short,,872.0,,4.0,0.75,,False,sizing_3state_only
2023-04-26 00:00:00,2023-04-26 14:07:00+00:00,long,,-692.5,,5.0,1.0,,False,sizing_3state_only
2023-04-27 00:00:00,2023-04-27 14:14:00+00:00,long,,1236.0,,6.0,1.0,,False,sizing_3state_only
2023-04-27,2023-04-27 14:16:00+00:00,long,286.0,,1.0,,,,False,retained_only
2023-04-28 00:00:00,2023-04-28 14:11:00+00:00,long,,316.0,,2.0,0.5,,False,sizing_3state_only
2023-04-28,2023-04-28 14:14:00+00:00,long,134.5,,1.0,,,,False,retained_only
2023-05-01 00:00:00,2023-05-01 14:26:00+00:00,short,,-740.0,,8.0,1.0,,False,sizing_3state_only
2023-05-02 00:00:00,2023-05-02 14:10:00+00:00,short,,1358.0,,7.0,1.0,,False,sizing_3state_only
2023-05-03,2023-05-03 13:54:00+00:00,long,-184.0,,2.0,,,,False,retained_only
2023-05-04 00:00:00,2023-05-04 14:18:00+00:00,short,,-675.0,,5.0,1.0,,False,sizing_3state_only
2023-05-05,2023-05-05 13:50:00+00:00,long,426.0,,2.0,,,,False,retained_only
2023-05-05 00:00:00,2023-05-05 14:01:00+00:00,long,,1405.0,,5.0,1.0,,False,sizing_3state_only
2023-05-10,2023-05-10 14:07:00+00:00,long,-204.0,-204.0,1.0,1.0,0.5,1.0,False,matched_on_entry_time_and_direction
2023-05-11 00:00:00,2023-05-11 14:40:00+00:00,short,,-259.0,,2.0,0.5,,False,sizing_3state_only
2023-05-12 00:00:00,2023-05-12 14:02:00+00:00,short,,244.0,,4.0,0.75,,False,sizing_3state_only
2023-05-15 00:00:00,2023-05-15 14:07:00+00:00,short,,-738.0,,6.0,1.0,,False,sizing_3state_only
2023-05-16,2023-05-16 13:46:00+00:00,long,-47.0,,1.0,,,,False,retained_only
2023-05-18,2023-05-18 13:58:00+00:00,long,251.0,,1.0,,,,False,retained_only
2023-05-18 00:00:00,2023-05-18 14:07:00+00:00,long,,912.0,,3.0,0.75,,False,sizing_3state_only
2023-05-19 00:00:00,2023-05-19 14:03:00+00:00,short,,165.0,,6.0,1.0,,False,sizing_3state_only
2023-05-22,2023-05-22 13:50:00+00:00,long,-42.0,,1.0,,,,False,retained_only
2023-05-24 00:00:00,2023-05-24 14:05:00+00:00,short,,-480.0,,4.0,0.75,,False,sizing_3state_only
2023-05-26,2023-05-26 13:49:00+00:00,long,312.0,,1.0,,,,False,retained_only
2023-05-26 00:00:00,2023-05-26 14:01:00+00:00,long,,797.0,,2.0,0.75,,False,sizing_3state_only
2023-05-30 00:00:00,2023-05-30 14:01:00+00:00,short,,34.5,,1.0,0.75,,False,sizing_3state_only
2023-05-31 00:00:00,2023-05-31 14:15:00+00:00,short,,98.0,,4.0,1.0,,False,sizing_3state_only
2023-06-01 00:00:00,2023-06-01 14:01:00+00:00,long,,1216.0,,4.0,1.0,,False,sizing_3state_only
2023-06-01,2023-06-01 14:46:00+00:00,long,207.5,,1.0,,,,False,retained_only
2023-06-05,2023-06-05 14:53:00+00:00,long,-174.5,-698.0,1.0,4.0,1.0,4.0,True,matched_on_entry_time_and_direction
2023-06-06 00:00:00,2023-06-06 14:11:00+00:00,long,,59.0,,2.0,0.5,,False,sizing_3state_only
2023-06-07 00:00:00,2023-06-07 14:16:00+00:00,short,,1224.0,,3.0,1.0,,False,sizing_3state_only
2023-06-08,2023-06-08 14:06:00+00:00,long,181.0,724.0,1.0,4.0,1.0,4.0,True,matched_on_entry_time_and_direction
2023-06-09,2023-06-09 13:46:00+00:00,long,-158.0,,1.0,,,,False,retained_only
2023-06-09 00:00:00,2023-06-09 14:06:00+00:00,long,,-468.0,,2.0,0.75,,False,sizing_3state_only
2023-06-12 00:00:00,2023-06-12 14:06:00+00:00,short,,-510.0,,5.0,0.75,,False,sizing_3state_only
2023-06-13 00:00:00,2023-06-13 14:08:00+00:00,short,,-495.0,,3.0,1.0,,False,sizing_3state_only
2023-06-14 00:00:00,2023-06-14 14:05:00+00:00,long,,-300.0,,2.0,0.5,,False,sizing_3state_only
2023-06-14,2023-06-14 14:14:00+00:00,long,-186.0,,1.0,,,,False,retained_only
2023-06-15 00:00:00,2023-06-15 14:07:00+00:00,long,,559.0,,2.0,0.75,,False,sizing_3state_only
2023-06-20,2023-06-20 13:49:00+00:00,long,-209.0,,1.0,,,,False,retained_only
2023-06-20 00:00:00,2023-06-20 14:16:00+00:00,short,,-282.0,,3.0,1.0,,False,sizing_3state_only
2023-06-21 00:00:00,2023-06-21 14:01:00+00:00,short,,295.5,,3.0,1.0,,False,sizing_3state_only
2023-06-22 00:00:00,2023-06-22 14:12:00+00:00,long,,202.5,,1.0,0.75,,False,sizing_3state_only
2023-06-23 00:00:00,2023-06-23 16:17:00+00:00,long,,-237.0,,3.0,1.0,,False,sizing_3state_only
2023-06-26,2023-06-26 13:48:00+00:00,long,-154.0,,1.0,,,,False,retained_only
2023-06-26 00:00:00,2023-06-26 14:02:00+00:00,long,,-251.0,,1.0,0.5,,False,sizing_3state_only
2023-06-27 00:00:00,2023-06-27 14:13:00+00:00,short,,-640.0,,4.0,1.0,,False,sizing_3state_only
2023-06-27,2023-06-27 15:37:00+00:00,long,210.0,,1.0,,,,False,retained_only
2023-06-28 00:00:00,2023-06-28 14:19:00+00:00,long,,350.0,,4.0,1.0,,False,sizing_3state_only
2023-06-29 00:00:00,2023-06-29 14:08:00+00:00,short,,-244.5,,3.0,0.75,,False,sizing_3state_only
2023-06-30,2023-06-30 13:46:00+00:00,long,4.5,,1.0,,,,False,retained_only
2023-06-30 00:00:00,2023-06-30 14:06:00+00:00,long,,-127.5,,3.0,1.0,,False,sizing_3state_only
2023-07-03 00:00:00,2023-07-03 14:37:00+00:00,short,,-106.0,,4.0,0.75,,False,sizing_3state_only
2023-07-05,2023-07-05 13:46:00+00:00,long,-57.5,,1.0,,,,False,retained_only
2023-07-05 00:00:00,2023-07-05 14:17:00+00:00,long,,-279.0,,3.0,1.0,,False,sizing_3state_only
2023-07-06 00:00:00,2023-07-06 14:05:00+00:00,short,,-704.0,,4.0,1.0,,False,sizing_3state_only
2023-07-07 00:00:00,2023-07-07 14:35:00+00:00,short,,-375.0,,2.0,0.5,,False,sizing_3state_only
2023-07-10 00:00:00,2023-07-10 16:03:00+00:00,short,,-561.0,,2.0,1.0,,False,sizing_3state_only
2023-07-11 00:00:00,2023-07-11 14:05:00+00:00,short,,-412.0,,2.0,0.75,,False,sizing_3state_only
2023-07-12 00:00:00,2023-07-12 14:09:00+00:00,long,,-267.0,,2.0,0.5,,False,sizing_3state_only
2023-07-12,2023-07-12 14:10:00+00:00,long,-163.0,,1.0,,,,False,retained_only
2023-07-13,2023-07-13 13:55:00+00:00,long,177.5,,1.0,,,,False,retained_only
2023-07-14,2023-07-14 13:52:00+00:00,long,-174.5,,1.0,,,,False,retained_only
2023-07-14 00:00:00,2023-07-14 14:10:00+00:00,long,,-561.0,,3.0,0.75,,False,sizing_3state_only
2023-07-19 00:00:00,2023-07-19 14:16:00+00:00,short,,-670.0,,5.0,1.0,,False,sizing_3state_only
2023-07-20 00:00:00,2023-07-20 14:04:00+00:00,short,,1385.0,,5.0,1.0,,False,sizing_3state_only
2023-07-21 00:00:00,2023-07-21 14:01:00+00:00,short,,439.5,,3.0,1.0,,False,sizing_3state_only
2023-07-25,2023-07-25 13:46:00+00:00,long,1.0,,2.0,,,,False,retained_only
2023-07-26 00:00:00,2023-07-26 14:56:00+00:00,short,,-327.0,,2.0,0.5,,False,sizing_3state_only
2023-07-27,2023-07-27 13:46:00+00:00,long,-161.0,,1.0,,,,False,retained_only
2023-07-27 00:00:00,2023-07-27 14:26:00+00:00,short,,1212.0,,3.0,1.0,,False,sizing_3state_only
2023-07-28,2023-07-28 13:49:00+00:00,long,72.0,,1.0,,,,False,retained_only
2023-07-28 00:00:00,2023-07-28 14:03:00+00:00,long,,81.0,,3.0,1.0,,False,sizing_3state_only
2023-07-31,2023-07-31 13:46:00+00:00,long,-243.0,,2.0,,,,False,retained_only
2023-08-01 00:00:00,2023-08-01 14:15:00+00:00,short,,-555.0,,5.0,0.75,,False,sizing_3state_only
2023-08-02 00:00:00,2023-08-02 14:07:00+00:00,short,,663.0,,3.0,0.75,,False,sizing_3state_only
2023-08-03 00:00:00,2023-08-03 14:02:00+00:00,long,,-119.0,,2.0,0.75,,False,sizing_3state_only
2023-08-04 00:00:00,2023-08-04 14:03:00+00:00,short,,-318.5,,1.0,0.75,,False,sizing_3state_only
2023-08-04,2023-08-04 16:26:00+00:00,long,-187.5,,1.0,,,,False,retained_only
2023-08-07 00:00:00,2023-08-07 14:01:00+00:00,short,,-423.0,,2.0,0.75,,False,sizing_3state_only
2023-08-08 00:00:00,2023-08-08 14:02:00+00:00,short,,-457.0,,2.0,0.75,,False,sizing_3state_only
2023-08-09 00:00:00,2023-08-09 14:22:00+00:00,short,,259.0,,2.0,0.75,,False,sizing_3state_only
2023-08-10,2023-08-10 13:47:00+00:00,long,-200.5,,1.0,,,,False,retained_only
2023-08-10 00:00:00,2023-08-10 14:01:00+00:00,long,,-319.5,,1.0,0.5,,False,sizing_3state_only
2023-08-11 00:00:00,2023-08-11 14:16:00+00:00,long,,-579.0,,3.0,1.0,,False,sizing_3state_only
2023-08-14 00:00:00,2023-08-14 14:05:00+00:00,long,,1128.0,,3.0,1.0,,False,sizing_3state_only
2023-08-14,2023-08-14 14:14:00+00:00,long,222.5,,1.0,,,,False,retained_only
2023-08-15 00:00:00,2023-08-15 14:01:00+00:00,short,,526.0,,4.0,1.0,,False,sizing_3state_only
2023-08-16 00:00:00,2023-08-16 14:19:00+00:00,long,,-680.0,,4.0,1.0,,False,sizing_3state_only
2023-08-17 00:00:00,2023-08-17 14:13:00+00:00,short,,784.5,,3.0,1.0,,False,sizing_3state_only
2023-08-18 00:00:00,2023-08-18 14:18:00+00:00,short,,-648.0,,4.0,1.0,,False,sizing_3state_only
2023-08-21,2023-08-21 13:57:00+00:00,long,-185.5,,1.0,,,,False,retained_only
2023-08-21 00:00:00,2023-08-21 14:05:00+00:00,long,,-675.0,,3.0,1.0,,False,sizing_3state_only
2023-08-22 00:00:00,2023-08-22 14:32:00+00:00,short,,150.0,,3.0,1.0,,False,sizing_3state_only
2023-08-23,2023-08-23 13:46:00+00:00,long,366.0,,2.0,,,,False,retained_only
2023-08-23 00:00:00,2023-08-23 14:10:00+00:00,long,,854.0,,2.0,0.75,,False,sizing_3state_only
2023-08-24 00:00:00,2023-08-24 14:08:00+00:00,short,,626.0,,1.0,0.75,,False,sizing_3state_only
2023-08-25,2023-08-25 13:54:00+00:00,long,-127.5,,1.0,,,,False,retained_only
2023-08-25 00:00:00,2023-08-25 14:03:00+00:00,long,,-542.0,,4.0,0.75,,False,sizing_3state_only
2023-08-28 00:00:00,2023-08-28 15:43:00+00:00,short,,-376.0,,2.0,0.75,,False,sizing_3state_only
2023-08-29,2023-08-29 13:46:00+00:00,long,373.0,,1.0,,,,False,retained_only
2023-08-29 00:00:00,2023-08-29 14:01:00+00:00,long,,426.5,,1.0,0.75,,False,sizing_3state_only
2023-08-30,2023-08-30 13:58:00+00:00,long,-184.5,,1.0,,,,False,retained_only
2023-08-30 00:00:00,2023-08-30 14:02:00+00:00,long,,-600.0,,3.0,1.0,,False,sizing_3state_only
2023-08-31,2023-08-31 13:46:00+00:00,long,-31.0,,1.0,,,,False,retained_only
2023-08-31 00:00:00,2023-08-31 14:01:00+00:00,long,,-258.0,,4.0,1.0,,False,sizing_3state_only
2023-09-01 00:00:00,2023-09-01 14:57:00+00:00,short,,-52.0,,1.0,0.5,,False,sizing_3state_only
2023-09-05 00:00:00,2023-09-05 14:25:00+00:00,long,,103.0,,2.0,0.5,,False,sizing_3state_only
2023-09-06 00:00:00,2023-09-06 14:01:00+00:00,short,,980.0,,4.0,0.75,,False,sizing_3state_only
2023-09-07 00:00:00,2023-09-07 14:41:00+00:00,long,,26.0,,1.0,0.5,,False,sizing_3state_only
2023-09-08,2023-09-08 13:49:00+00:00,long,-187.5,,1.0,,,,False,retained_only
2023-09-08 00:00:00,2023-09-08 14:07:00+00:00,long,,-455.0,,2.0,0.75,,False,sizing_3state_only
2023-09-11 00:00:00,2023-09-11 14:13:00+00:00,short,,-428.0,,2.0,0.75,,False,sizing_3state_only
2023-09-12 00:00:00,2023-09-12 14:28:00+00:00,short,,324.0,,2.0,0.5,,False,sizing_3state_only
2023-09-13 00:00:00,2023-09-13 14:06:00+00:00,short,,-426.0,,3.0,0.75,,False,sizing_3state_only
2023-09-14 00:00:00,2023-09-14 14:45:00+00:00,long,,61.5,,1.0,0.5,,False,sizing_3state_only
2023-09-18 00:00:00,2023-09-18 14:18:00+00:00,long,,-75.0,,2.0,0.75,,False,sizing_3state_only
2023-09-19 00:00:00,2023-09-19 14:01:00+00:00,short,,-462.0,,3.0,0.75,,False,sizing_3state_only
2023-09-20 00:00:00,2023-09-20 14:15:00+00:00,short,,1245.0,,5.0,1.0,,False,sizing_3state_only
2023-09-21 00:00:00,2023-09-21 14:02:00+00:00,short,,122.0,,1.0,0.5,,False,sizing_3state_only
2023-09-22 00:00:00,2023-09-22 14:07:00+00:00,long,,-454.5,,3.0,0.75,,False,sizing_3state_only
2023-09-25 00:00:00,2023-09-25 15:17:00+00:00,long,,241.5,,3.0,1.0,,False,sizing_3state_only
2023-09-26 00:00:00,2023-09-26 14:05:00+00:00,short,,378.0,,4.0,1.0,,False,sizing_3state_only
2023-09-27,2023-09-27 13:47:00+00:00,long,-195.0,,2.0,,,,False,retained_only
2023-09-27 00:00:00,2023-09-27 14:02:00+00:00,short,,1398.0,,6.0,1.0,,False,sizing_3state_only
2023-09-28 00:00:00,2023-09-28 14:01:00+00:00,long,,541.5,,3.0,1.0,,False,sizing_3state_only
2023-09-29 00:00:00,2023-09-29 14:01:00+00:00,long,,-438.0,,3.0,0.75,,False,sizing_3state_only
2023-10-02 00:00:00,2023-10-02 14:03:00+00:00,long,,67.0,,2.0,0.75,,False,sizing_3state_only
2023-10-03 00:00:00,2023-10-03 14:03:00+00:00,short,,824.0,,2.0,0.75,,False,sizing_3state_only
2023-10-04,2023-10-04 14:42:00+00:00,long,121.0,363.0,1.0,3.0,1.0,3.0,True,matched_on_entry_time_and_direction
2023-10-05 00:00:00,2023-10-05 14:01:00+00:00,short,,-224.0,,2.0,0.75,,False,sizing_3state_only
2023-10-06 00:00:00,2023-10-06 14:24:00+00:00,long,,417.0,,1.0,0.5,,False,sizing_3state_only
2023-10-10,2023-10-10 14:01:00+00:00,long,37.0,148.0,1.0,4.0,1.0,4.0,True,matched_on_entry_time_and_direction
2023-10-11 00:00:00,2023-10-11 14:01:00+00:00,short,,-462.0,,3.0,0.75,,False,sizing_3state_only
2023-10-12 00:00:00,2023-10-12 14:07:00+00:00,long,,-482.0,,4.0,0.75,,False,sizing_3state_only
2023-10-12,2023-10-12 14:11:00+00:00,long,-147.5,,1.0,,,,False,retained_only
2023-10-13 00:00:00,2023-10-13 14:08:00+00:00,short,,900.0,,3.0,0.75,,False,sizing_3state_only
2023-10-16,2023-10-16 14:13:00+00:00,long,46.0,138.0,1.0,3.0,1.0,3.0,True,matched_on_entry_time_and_direction
2023-10-17 00:00:00,2023-10-17 14:23:00+00:00,long,,114.0,,1.0,0.5,,False,sizing_3state_only
2023-10-18 00:00:00,2023-10-18 14:20:00+00:00,long,,-648.0,,4.0,1.0,,False,sizing_3state_only
2023-10-19 00:00:00,2023-10-19 14:30:00+00:00,short,,-648.0,,3.0,1.0,,False,sizing_3state_only
2023-10-20 00:00:00,2023-10-20 14:12:00+00:00,short,,808.5,,3.0,1.0,,False,sizing_3state_only
2023-10-23 00:00:00,2023-10-23 14:11:00+00:00,long,,147.0,,1.0,0.5,,False,sizing_3state_only
2023-10-24,2023-10-24 14:29:00+00:00,long,-156.0,-326.0,1.0,2.0,0.5,2.08974358974359,True,matched_on_entry_time_and_direction
2023-10-25 00:00:00,2023-10-25 14:27:00+00:00,short,,588.0,,1.0,0.5,,False,sizing_3state_only
2023-10-26 00:00:00,2023-10-26 14:02:00+00:00,short,,240.0,,1.0,0.75,,False,sizing_3state_only
2023-10-27,2023-10-27 14:07:00+00:00,long,-206.0,,2.0,,,,False,retained_only
2023-10-27 00:00:00,2023-10-27 14:42:00+00:00,short,,-279.0,,2.0,0.5,,False,sizing_3state_only
2023-10-30,2023-10-30 13:46:00+00:00,long,-229.5,,1.0,,,,False,retained_only
2023-10-30 00:00:00,2023-10-30 14:31:00+00:00,short,,-173.0,,1.0,0.5,,False,sizing_3state_only
2023-10-31 00:00:00,2023-10-31 15:01:00+00:00,long,,88.0,,1.0,0.5,,False,sizing_3state_only
2023-11-01,2023-11-01 13:47:00+00:00,long,456.0,,2.0,,,,False,retained_only
2023-11-01 00:00:00,2023-11-01 14:21:00+00:00,long,,1224.0,,4.0,1.0,,False,sizing_3state_only
2023-11-02 00:00:00,2023-11-02 14:12:00+00:00,short,,-722.5,,5.0,1.0,,False,sizing_3state_only
2023-11-03,2023-11-03 13:46:00+00:00,long,149.0,,1.0,,,,False,retained_only
2023-11-06 00:00:00,2023-11-06 15:04:00+00:00,short,,-342.5,,5.0,1.0,,False,sizing_3state_only
2023-11-07 00:00:00,2023-11-07 15:01:00+00:00,long,,333.0,,3.0,1.0,,False,sizing_3state_only
2023-11-07,2023-11-07 15:29:00+00:00,long,74.0,,1.0,,,,False,retained_only
2023-11-08 00:00:00,2023-11-08 15:03:00+00:00,short,,-166.0,,4.0,0.75,,False,sizing_3state_only
2023-11-09 00:00:00,2023-11-09 15:08:00+00:00,short,,-558.0,,4.0,0.75,,False,sizing_3state_only
2023-11-10,2023-11-10 14:53:00+00:00,long,310.0,,1.0,,,,False,retained_only
2023-11-10 00:00:00,2023-11-10 16:04:00+00:00,long,,718.0,,2.0,0.5,,False,sizing_3state_only
2023-11-13 00:00:00,2023-11-13 15:47:00+00:00,long,,21.0,,2.0,0.5,,False,sizing_3state_only
2023-11-14,2023-11-14 14:46:00+00:00,long,73.5,,1.0,,,,False,retained_only
2023-11-14 00:00:00,2023-11-14 15:01:00+00:00,long,,115.5,,3.0,0.75,,False,sizing_3state_only
2023-11-15 00:00:00,2023-11-15 16:53:00+00:00,short,,93.0,,3.0,0.75,,False,sizing_3state_only
2023-11-16 00:00:00,2023-11-16 15:07:00+00:00,long,,-313.0,,2.0,0.5,,False,sizing_3state_only
2023-11-17 00:00:00,2023-11-17 16:06:00+00:00,short,,-675.0,,6.0,1.0,,False,sizing_3state_only
2023-11-20,2023-11-20 14:52:00+00:00,long,195.0,,1.0,,,,False,retained_only
2023-11-20 00:00:00,2023-11-20 15:06:00+00:00,long,,173.5,,1.0,0.5,,False,sizing_3state_only
2023-11-21 00:00:00,2023-11-21 15:18:00+00:00,short,,-68.0,,4.0,0.5,,False,sizing_3state_only
2023-11-22 00:00:00,2023-11-22 15:03:00+00:00,short,,-36.5,,1.0,0.75,,False,sizing_3state_only
2023-11-27 00:00:00,2023-11-27 15:10:00+00:00,long,,-149.0,,2.0,0.5,,False,sizing_3state_only
2023-11-29 00:00:00,2023-11-29 15:08:00+00:00,short,,577.5,,3.0,0.75,,False,sizing_3state_only
2023-11-30 00:00:00,2023-11-30 15:03:00+00:00,short,,-297.0,,3.0,1.0,,False,sizing_3state_only
2023-12-01 00:00:00,2023-12-01 15:03:00+00:00,long,,-457.5,,3.0,0.75,,False,sizing_3state_only
2023-12-04 00:00:00,2023-12-04 15:16:00+00:00,short,,-375.0,,3.0,0.5,,False,sizing_3state_only
2023-12-05 00:00:00,2023-12-05 15:01:00+00:00,long,,89.0,,2.0,0.75,,False,sizing_3state_only
2023-12-06 00:00:00,2023-12-06 15:01:00+00:00,short,,676.5,,3.0,1.0,,False,sizing_3state_only
2023-12-07,2023-12-07 15:22:00+00:00,long,77.5,77.5,1.0,1.0,0.5,1.0,False,matched_on_entry_time_and_direction
2023-12-08 00:00:00,2023-12-08 15:01:00+00:00,long,,379.5,,3.0,0.75,,False,sizing_3state_only
2023-12-11,2023-12-11 14:48:00+00:00,long,156.5,,1.0,,,,False,retained_only
2023-12-11 00:00:00,2023-12-11 15:06:00+00:00,long,,138.5,,1.0,0.5,,False,sizing_3state_only
2023-12-12 00:00:00,2023-12-12 15:02:00+00:00,long,,842.0,,4.0,1.0,,False,sizing_3state_only
2023-12-13,2023-12-13 19:21:00+00:00,long,142.5,,1.0,,,,False,retained_only
2023-12-14,2023-12-14 14:48:00+00:00,long,-235.0,,2.0,,,,False,retained_only
2023-12-14 00:00:00,2023-12-14 15:06:00+00:00,short,,831.0,,3.0,0.75,,False,sizing_3state_only
2023-12-18,2023-12-18 15:03:00+00:00,long,135.0,202.5,2.0,3.0,0.5,1.5,True,matched_on_entry_time_and_direction
2023-12-21 00:00:00,2023-12-21 15:06:00+00:00,short,,-682.0,,4.0,1.0,,False,sizing_3state_only
2023-12-22,2023-12-22 14:51:00+00:00,long,-213.0,,2.0,,,,False,retained_only
2023-12-22 00:00:00,2023-12-22 16:06:00+00:00,short,,-77.5,,5.0,1.0,,False,sizing_3state_only
2024-01-02 00:00:00,2024-01-02 15:29:00+00:00,short,,-14.5,,1.0,0.5,,False,sizing_3state_only
2024-01-03 00:00:00,2024-01-03 15:13:00+00:00,short,,204.0,,3.0,0.75,,False,sizing_3state_only
2024-01-04 00:00:00,2024-01-04 15:09:00+00:00,long,,-528.0,,4.0,0.75,,False,sizing_3state_only
2024-01-05,2024-01-05 15:01:00+00:00,long,-126.5,-506.0,1.0,4.0,0.75,4.0,True,matched_on_entry_time_and_direction
2024-01-08,2024-01-08 14:46:00+00:00,long,325.0,,1.0,,,,False,retained_only
2024-01-08 00:00:00,2024-01-08 15:05:00+00:00,long,,636.0,,2.0,0.75,,False,sizing_3state_only
2024-01-09 00:00:00,2024-01-09 15:10:00+00:00,long,,717.0,,3.0,0.5,,False,sizing_3state_only
2024-01-10 00:00:00,2024-01-10 15:03:00+00:00,short,,-524.0,,4.0,0.75,,False,sizing_3state_only
2024-01-11 00:00:00,2024-01-11 15:04:00+00:00,short,,-167.0,,2.0,0.75,,False,sizing_3state_only
2024-01-12 00:00:00,2024-01-12 15:03:00+00:00,short,,-94.5,,3.0,0.75,,False,sizing_3state_only
2024-01-16 00:00:00,2024-01-16 15:17:00+00:00,long,,126.0,,3.0,1.0,,False,sizing_3state_only
2024-01-17 00:00:00,2024-01-17 15:01:00+00:00,short,,-616.0,,2.0,1.0,,False,sizing_3state_only
2024-01-18 00:00:00,2024-01-18 15:38:00+00:00,long,,-672.5,,5.0,1.0,,False,sizing_3state_only
2024-01-18,2024-01-18 15:41:00+00:00,long,-148.5,,1.0,,,,False,retained_only
2024-01-19 00:00:00,2024-01-19 15:04:00+00:00,long,,1015.0,,5.0,0.75,,False,sizing_3state_only
2024-01-19,2024-01-19 16:11:00+00:00,long,362.0,,1.0,,,,False,retained_only
2024-01-22 00:00:00,2024-01-22 15:29:00+00:00,short,,62.5,,1.0,0.5,,False,sizing_3state_only
2024-01-24 00:00:00,2024-01-24 15:16:00+00:00,long,,-680.0,,5.0,1.0,,False,sizing_3state_only
2024-01-24,2024-01-24 15:44:00+00:00,long,-240.5,,1.0,,,,False,retained_only
2024-01-25 00:00:00,2024-01-25 15:04:00+00:00,short,,-312.0,,2.0,0.5,,False,sizing_3state_only
2024-01-26 00:00:00,2024-01-26 15:07:00+00:00,short,,-630.0,,5.0,1.0,,False,sizing_3state_only
2024-01-29 00:00:00,2024-01-29 16:01:00+00:00,short,,-261.0,,2.0,0.5,,False,sizing_3state_only
2024-01-30 00:00:00,2024-01-30 15:01:00+00:00,short,,960.0,,6.0,0.75,,False,sizing_3state_only
2024-01-31 00:00:00,2024-01-31 15:15:00+00:00,short,,-367.0,,2.0,0.5,,False,sizing_3state_only
2024-02-01 00:00:00,2024-02-01 15:01:00+00:00,short,,-666.0,,6.0,1.0,,False,sizing_3state_only
2024-02-01,2024-02-01 15:10:00+00:00,long,-243.0,,2.0,,,,False,retained_only
2024-02-02 00:00:00,2024-02-02 15:41:00+00:00,long,,161.0,,1.0,0.75,,False,sizing_3state_only
2024-02-05 00:00:00,2024-02-05 15:03:00+00:00,short,,-506.0,,4.0,0.75,,False,sizing_3state_only
2024-02-06 00:00:00,2024-02-06 15:01:00+00:00,short,,-75.0,,2.0,0.75,,False,sizing_3state_only
2024-02-07 00:00:00,2024-02-07 15:14:00+00:00,long,,196.5,,3.0,0.75,,False,sizing_3state_only
2024-02-07,2024-02-07 15:24:00+00:00,long,25.5,,1.0,,,,False,retained_only
2024-02-08 00:00:00,2024-02-08 15:02:00+00:00,long,,42.0,,7.0,1.0,,False,sizing_3state_only
2024-02-09 00:00:00,2024-02-09 15:17:00+00:00,long,,652.0,,4.0,1.0,,False,sizing_3state_only
2024-02-09,2024-02-09 15:19:00+00:00,long,142.0,,1.0,,,,False,retained_only
2024-02-13 00:00:00,2024-02-13 15:30:00+00:00,long,,-315.5,,1.0,0.5,,False,sizing_3state_only
2024-02-14 00:00:00,2024-02-14 15:20:00+00:00,long,,-680.0,,4.0,1.0,,False,sizing_3state_only
2024-02-14,2024-02-14 15:22:00+00:00,long,-197.5,,1.0,,,,False,retained_only
2024-02-15 00:00:00,2024-02-15 15:04:00+00:00,short,,-419.0,,2.0,0.75,,False,sizing_3state_only
2024-02-16 00:00:00,2024-02-16 15:01:00+00:00,short,,16.0,,1.0,0.75,,False,sizing_3state_only
2024-02-20 00:00:00,2024-02-20 15:02:00+00:00,short,,-138.0,,1.0,1.0,,False,sizing_3state_only
2024-02-21 00:00:00,2024-02-21 15:05:00+00:00,long,,-457.5,,3.0,0.75,,False,sizing_3state_only
2024-02-22,2024-02-22 14:46:00+00:00,long,269.0,,1.0,,,,False,retained_only
2024-02-22 00:00:00,2024-02-22 16:19:00+00:00,long,,357.0,,3.0,1.0,,False,sizing_3state_only
2024-02-23 00:00:00,2024-02-23 15:01:00+00:00,short,,469.5,,3.0,0.75,,False,sizing_3state_only
2024-02-27 00:00:00,2024-02-27 15:20:00+00:00,long,,-370.0,,2.0,0.5,,False,sizing_3state_only
2024-02-29 00:00:00,2024-02-29 16:03:00+00:00,short,,-586.5,,3.0,1.0,,False,sizing_3state_only
2024-03-01,2024-03-01 15:01:00+00:00,long,434.0,868.0,2.0,4.0,0.75,2.0,True,matched_on_entry_time_and_direction
2024-03-04 00:00:00,2024-03-04 15:06:00+00:00,short,,-728.0,,7.0,1.0,,False,sizing_3state_only
2024-03-05 00:00:00,2024-03-05 15:09:00+00:00,short,,294.0,,2.0,0.75,,False,sizing_3state_only
2024-03-06 00:00:00,2024-03-06 15:02:00+00:00,short,,-381.0,,2.0,0.75,,False,sizing_3state_only
2024-03-07 00:00:00,2024-03-07 15:16:00+00:00,long,,154.5,,1.0,0.5,,False,sizing_3state_only
2024-03-07,2024-03-07 15:39:00+00:00,long,-173.0,,1.0,,,,False,retained_only
2024-03-08,2024-03-08 14:49:00+00:00,long,-137.5,,1.0,,,,False,retained_only
