fold_id,rule_id,family,allocation_scheme,fitted_params_json,train_score,train_net_pnl,train_profit_factor,train_trades,train_max_drawdown,train_monthly_hit_rate,train_top1_contribution_pct,train_top3_contribution_pct,mgc_retained_trades_train,mgc_retention_rate_train,mgc_active_months_train,selected_in_fold
fold_1,slope_dir_q60__conditional_capped_mgc_40,slope_dir_above,conditional_capped_mgc_40,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.6, ""threshold"": 0.407348467346467}",0.6678716577540809,126.00000000000932,1.8235294117647998,12,-104.99999999999545,0.45454545454545453,0.7261904761904296,1.7674603174601997,2,0.5,2,False
fold_1,atr_ratio_mid_q20_q80__conditional_capped_mgc_40,atr_ratio_between,conditional_capped_mgc_40,"{""high_quantile"": 0.8, ""high_threshold"": 1.4199054768461443, ""low_quantile"": 0.2, ""low_threshold"": 0.9375975473801469}",0.6586195697433033,121.8000000000095,1.7748091603054352,13,-104.99999999999545,0.45454545454545453,0.7512315270935449,1.82840722495882,3,0.75,3,False
fold_1,atr_ratio_above_q60__conditional_capped_mgc_40,atr_ratio_above,conditional_capped_mgc_40,"{""quantile"": 0.6, ""threshold"": 1.2822166851236614}",0.5985960146724179,114.00000000000932,1.7251908396947448,12,-104.99999999999545,0.45454545454545453,0.8026315789473107,1.953508771929679,2,0.5,2,False
fold_1,atr_pct_mid_q30_q70__conditional_capped_mgc_40,atr_pct_between,conditional_capped_mgc_40,"{""high_quantile"": 0.7, ""high_threshold"": 0.72, ""low_quantile"": 0.3, ""low_threshold"": 0.397}",0.5785978044617794,109.40000000000987,1.676143386897494,13,-104.99999999999545,0.4166666666666667,0.836380255941432,2.0356489945153706,3,0.75,3,False
fold_1,slope_dir_q60__conditional_inverse_vol,slope_dir_above,conditional_inverse_vol,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.6, ""threshold"": 0.407348467346467}",0.5432660782387522,102.00205436776463,1.6666800939069852,12,-104.99999999999545,0.45454545454545453,0.8970407563567399,1.9675424627924925,2,0.5,2,False
fold_1,atr_ratio_mid_q20_q80__conditional_inverse_vol,atr_ratio_between,conditional_inverse_vol,"{""high_quantile"": 0.8, ""high_threshold"": 1.4199054768461443, ""low_quantile"": 0.2, ""low_threshold"": 0.9375975473801469}",0.5371807703249343,97.82845173116317,1.6267887054229744,13,-104.99999999999545,0.45454545454545453,0.9353107238316202,2.0412205823375564,3,0.75,3,False
fold_1,atr_pct_mid_q30_q70__conditional_inverse_vol,atr_pct_between,conditional_inverse_vol,"{""high_quantile"": 0.7, ""high_threshold"": 0.72, ""low_quantile"": 0.3, ""low_threshold"": 0.397}",0.4642661505887211,86.23100403082216,1.5417684240112712,13,-104.99999999999545,0.4166666666666667,1.061103265912286,2.2833643786442743,3,0.75,3,False
fold_1,atr_ratio_above_q60__conditional_inverse_vol,atr_ratio_above,conditional_inverse_vol,"{""quantile"": 0.6, ""threshold"": 1.2822166851236614}",0.46248369620774255,87.13989301755397,1.5592191169970089,12,-104.99999999999545,0.45454545454545453,1.0500357164951832,2.2316315146407417,2,0.5,2,False
fold_1,atr_pct_above_q60__conditional_equal_weight,atr_pct_above,conditional_equal_weight,"{""quantile"": 0.6, ""threshold"": 0.658}",0.3392663823105727,139.75000000000932,1.913398692810555,11,-104.99999999999545,0.45454545454545453,0.7710196779963773,1.7477638640428301,1,0.25,1,False
fold_1,atr_pct_above_q60__conditional_capped_mgc_40,atr_pct_above,conditional_capped_mgc_40,"{""quantile"": 0.6, ""threshold"": 0.658}",0.227371377642034,118.20000000000914,1.7725490196079339,11,-104.99999999999545,0.45454545454545453,0.7741116751268514,1.8840947546529985,1,0.25,1,False
fold_1,atr_pct_below_q40__conditional_inverse_vol,atr_pct_below,conditional_inverse_vol,"{""quantile"": 0.4, ""threshold"": 0.53}",-0.003744365931948407,38.61389225506002,1.2402613452884839,12,-104.99999999999545,0.4,2.3696134902849795,4.23422738427971,2,0.5,2,False
fold_1,atr_pct_below_q40__conditional_equal_weight,atr_pct_below,conditional_equal_weight,"{""quantile"": 0.4, ""threshold"": 0.53}",-0.013249492213895625,36.50000000000887,1.2306477093207604,12,-104.99999999999545,0.4,2.506849315067909,4.4794520547934695,2,0.5,2,False
fold_1,atr_pct_below_q40__conditional_capped_mgc_40,atr_pct_below,conditional_capped_mgc_40,"{""quantile"": 0.4, ""threshold"": 0.53}",-0.01732838967643016,35.60000000000878,1.2264631043257648,12,-104.99999999999545,0.4,2.5702247191005156,4.592696629212389,2,0.5,2,False
fold_1,atr_pct_below_q30__conditional_equal_weight,atr_pct_below,conditional_equal_weight,"{""quantile"": 0.3, ""threshold"": 0.397}",-0.1832196545284259,41.75000000000864,1.2728758169935315,11,-104.99999999999545,0.4,2.191616766466634,3.916167664669881,1,0.25,1,False
fold_1,atr_pct_below_q30__conditional_capped_mgc_40,atr_pct_below,conditional_capped_mgc_40,"{""quantile"": 0.3, ""threshold"": 0.397}",-0.39334472455643765,39.800000000008595,1.260130718954315,11,-104.99999999999545,0.4,2.298994974873898,4.108040201004172,1,0.25,1,False
fold_1,atr_pct_below_q30__conditional_inverse_vol,atr_pct_below,conditional_inverse_vol,"{""quantile"": 0.3, ""threshold"": 0.397}",-0.43384500466848475,32.00000000000841,1.209150326797449,11,-104.99999999999545,0.4,2.8593749999992766,5.1093749999987,1,0.25,1,False
fold_1,atr_pct_above_q60__conditional_inverse_vol,atr_pct_above,conditional_inverse_vol,"{""quantile"": 0.6, ""threshold"": 0.658}",-0.4429359137593938,32.00000000000841,1.209150326797449,11,-104.99999999999545,0.36363636363636365,2.8593749999992766,5.1093749999987,1,0.25,1,False
fold_1,atr_pct_above_q70__conditional_capped_mgc_40,atr_pct_above,conditional_capped_mgc_40,"{""quantile"": 0.7, ""threshold"": 0.72}",-0.7338450046684848,32.00000000000841,1.209150326797449,10,-104.99999999999545,0.4,2.8593749999992766,5.1093749999987,0,0.0,0,False
fold_1,atr_pct_above_q70__conditional_equal_weight,atr_pct_above,conditional_equal_weight,"{""quantile"": 0.7, ""threshold"": 0.72}",-0.7338450046684848,32.00000000000841,1.209150326797449,10,-104.99999999999545,0.4,2.8593749999992766,5.1093749999987,0,0.0,0,False
fold_1,atr_pct_above_q70__conditional_inverse_vol,atr_pct_above,conditional_inverse_vol,"{""quantile"": 0.7, ""threshold"": 0.72}",-0.7338450046684848,32.00000000000841,1.209150326797449,10,-104.99999999999545,0.4,2.8593749999992766,5.1093749999987,0,0.0,0,False
fold_1,slope_dir_q75__conditional_capped_mgc_40,slope_dir_above,conditional_capped_mgc_40,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.75, ""threshold"": 0.5528751046550265}",-0.7338450046684848,32.00000000000841,1.209150326797449,10,-104.99999999999545,0.4,2.8593749999992766,5.1093749999987,0,0.0,0,False
fold_1,slope_dir_q75__conditional_equal_weight,slope_dir_above,conditional_equal_weight,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.75, ""threshold"": 0.5528751046550265}",-0.7338450046684848,32.00000000000841,1.209150326797449,10,-104.99999999999545,0.4,2.8593749999992766,5.1093749999987,0,0.0,0,False
fold_1,slope_dir_q75__conditional_inverse_vol,slope_dir_above,conditional_inverse_vol,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.75, ""threshold"": 0.5528751046550265}",-0.7338450046684848,32.00000000000841,1.209150326797449,10,-104.99999999999545,0.4,2.8593749999992766,5.1093749999987,0,0.0,0,False
fold_1,trend_align_ema20__conditional_capped_mgc_40,trend_align_ema20,conditional_capped_mgc_40,{},-0.7338450046684848,32.00000000000841,1.209150326797449,10,-104.99999999999545,0.4,2.8593749999992766,5.1093749999987,0,0.0,0,False
fold_1,trend_align_ema20__conditional_equal_weight,trend_align_ema20,conditional_equal_weight,{},-0.7338450046684848,32.00000000000841,1.209150326797449,10,-104.99999999999545,0.4,2.8593749999992766,5.1093749999987,0,0.0,0,False
fold_1,trend_align_ema20__conditional_inverse_vol,trend_align_ema20,conditional_inverse_vol,{},-0.7338450046684848,32.00000000000841,1.209150326797449,10,-104.99999999999545,0.4,2.8593749999992766,5.1093749999987,0,0.0,0,False
fold_2,always_on__conditional_equal_weight,always_on,conditional_equal_weight,{},0.18350943101842038,112.62500000003797,1.1480446927374854,41,-240.87499999998727,0.2222222222222222,2.7513873473908754,5.430632630408856,4,1.0,4,True
fold_2,atr_pct_mid_q20_q80__conditional_equal_weight,atr_pct_between,conditional_equal_weight,"{""high_quantile"": 0.8, ""high_threshold"": 0.76, ""low_quantile"": 0.2, ""low_threshold"": 0.29}",0.18350943101842038,112.62500000003797,1.1480446927374854,41,-240.87499999998727,0.2222222222222222,2.7513873473908754,5.430632630408856,4,1.0,4,False
fold_2,always_on__conditional_inverse_vol,always_on,conditional_inverse_vol,{},0.1485372576960053,97.315115149701,1.1281864169199245,41,-240.87499999998727,0.2222222222222222,3.1842432650191843,6.27728795326694,4,1.0,4,False
fold_2,atr_pct_mid_q20_q80__conditional_inverse_vol,atr_pct_between,conditional_inverse_vol,"{""high_quantile"": 0.8, ""high_threshold"": 0.76, ""low_quantile"": 0.2, ""low_threshold"": 0.29}",0.1485372576960053,97.315115149701,1.1281864169199245,41,-240.87499999998727,0.2222222222222222,3.1842432650191843,6.27728795326694,4,1.0,4,False
fold_2,always_on__conditional_capped_mgc_40,always_on,conditional_capped_mgc_40,{},0.13484622760694193,91.32500000003756,1.120394173093456,41,-240.87499999998727,0.2222222222222222,3.393101560359971,6.689022721048475,4,1.0,4,False
fold_2,atr_pct_mid_q20_q80__conditional_capped_mgc_40,atr_pct_between,conditional_capped_mgc_40,"{""high_quantile"": 0.8, ""high_threshold"": 0.76, ""low_quantile"": 0.2, ""low_threshold"": 0.29}",0.13484622760694193,91.32500000003756,1.120394173093456,41,-240.87499999998727,0.2222222222222222,3.393101560359971,6.689022721048475,4,1.0,4,False
fold_2,atr_ratio_mid_q20_q80__conditional_equal_weight,atr_ratio_between,conditional_equal_weight,"{""high_quantile"": 0.8, ""high_threshold"": 1.4507288629737551, ""low_quantile"": 0.2, ""low_threshold"": 0.9198717948717949}",0.047093876883450764,118.37500000003729,1.1567880794702536,40,-240.87499999998727,0.2222222222222222,2.617740232311757,5.16684266103325,3,0.75,3,False
fold_2,slope_dir_q60__conditional_equal_weight,slope_dir_above,conditional_equal_weight,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.6, ""threshold"": 0.38066733552503396}",0.03953806012428748,123.62500000003706,1.164888296098755,39,-240.87499999998727,0.2222222222222222,2.5065722952469884,4.947421638016746,2,0.5,2,False
fold_2,atr_pct_mid_q30_q70__conditional_equal_weight,atr_pct_between,conditional_equal_weight,"{""high_quantile"": 0.7, ""high_threshold"": 0.725, ""low_quantile"": 0.3, ""low_threshold"": 0.38}",0.011178240911764198,102.87500000003774,1.1352283930332454,40,-240.87499999998727,0.2222222222222222,3.0121506682856682,5.945321992707453,3,0.75,3,False
fold_2,atr_ratio_above_q60__conditional_equal_weight,atr_ratio_above,conditional_equal_weight,"{""quantile"": 0.6, ""threshold"": 1.2587209302325597}",0.004728524123609551,108.62500000003706,1.1438741721854848,39,-240.87499999998727,0.2222222222222222,2.852704257766592,5.630609896430793,2,0.5,2,False
fold_2,atr_ratio_mid_q20_q80__conditional_inverse_vol,atr_ratio_between,conditional_inverse_vol,"{""high_quantile"": 0.8, ""high_threshold"": 1.4507288629737551, ""low_quantile"": 0.2, ""low_threshold"": 0.9198717948717949}",0.0027600339313142708,99.02399089569022,1.131315018075438,40,-240.87499999998727,0.2222222222222222,3.1292921765435375,6.168959607409544,3,0.75,3,False
fold_2,slope_dir_q60__conditional_inverse_vol,slope_dir_above,conditional_inverse_vol,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.6, ""threshold"": 0.38066733552503396}",-0.004057184172087586,104.64685173584854,1.1395756608680925,39,-240.87499999998727,0.2222222222222222,2.9611497609330284,5.837490472642074,2,0.5,2,False
fold_2,atr_ratio_mid_q20_q80__conditional_capped_mgc_40,atr_ratio_between,conditional_capped_mgc_40,"{""high_quantile"": 0.8, ""high_threshold"": 1.4507288629737551, ""low_quantile"": 0.2, ""low_threshold"": 0.9198717948717949}",-0.004341851725872897,95.92500000003702,1.1272299224087015,40,-240.87499999998727,0.2222222222222222,3.230388324210396,6.3682564503494135,3,0.75,3,False
fold_2,slope_dir_q60__conditional_capped_mgc_40,slope_dir_above,conditional_capped_mgc_40,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.6, ""threshold"": 0.38066733552503396}",-0.01444445843881273,100.12500000003683,1.1335445148383334,39,-240.87499999998727,0.2222222222222222,3.0948813982510646,6.101123595503405,2,0.5,2,False
fold_2,atr_pct_above_q60__conditional_equal_weight,atr_pct_above,conditional_equal_weight,"{""quantile"": 0.6, ""threshold"": 0.67}",-0.0328589422582756,113.87500000003683,1.1518839613204948,38,-240.87499999998727,0.2222222222222222,2.7211855104272367,5.37102085620027,1,0.25,1,False
fold_2,atr_pct_mid_q30_q70__conditional_capped_mgc_40,atr_pct_between,conditional_capped_mgc_40,"{""high_quantile"": 0.7, ""high_threshold"": 0.725, ""low_quantile"": 0.3, ""low_threshold"": 0.38}",-0.03302913228356111,83.52500000003738,1.1101113967438407,40,-240.87499999998727,0.2222222222222222,3.709967075724192,7.313678539356238,3,0.75,3,False
fold_2,atr_pct_mid_q30_q70__conditional_inverse_vol,atr_pct_between,conditional_inverse_vol,"{""high_quantile"": 0.7, ""high_threshold"": 0.725, ""low_quantile"": 0.3, ""low_threshold"": 0.38}",-0.03368342652239201,83.23877653200717,1.1097387748645546,40,-240.87499999998727,0.2222222222222222,3.7227241066049075,7.3388272323429495,3,0.75,3,False
fold_2,atr_ratio_above_q60__conditional_capped_mgc_40,atr_ratio_above,conditional_capped_mgc_40,"{""quantile"": 0.6, ""threshold"": 1.2587209302325597}",-0.042239169663889437,88.12500000003683,1.1168844087804761,39,-240.87499999998727,0.2222222222222222,3.5163120567361394,6.93191489361416,2,0.5,2,False
fold_2,atr_ratio_above_q60__conditional_inverse_vol,atr_ratio_above,conditional_inverse_vol,"{""quantile"": 0.6, ""threshold"": 1.2587209302325597}",-0.04927853397729645,85.05351648887392,1.1128340971368207,39,-240.87499999998727,0.2222222222222222,3.6432943961880446,7.182242724554644,2,0.5,2,False
fold_2,atr_pct_above_q60__conditional_capped_mgc_40,atr_pct_above,conditional_capped_mgc_40,"{""quantile"": 0.6, ""threshold"": 0.67}",-0.08236206034486329,92.32500000003665,1.1231410470157253,38,-240.87499999998727,0.2222222222222222,3.3563498510682783,6.616571892767514,1,0.25,1,False
fold_2,atr_pct_below_q40__conditional_inverse_vol,atr_pct_below,conditional_inverse_vol,"{""quantile"": 0.4, ""threshold"": 0.53}",-0.4112525643155995,13.550563482837674,1.017866994197929,39,-240.87499999998727,0.23076923076923078,22.868052711790973,45.08115111033579,2,0.5,2,False
fold_2,atr_pct_below_q40__conditional_equal_weight,atr_pct_below,conditional_equal_weight,"{""quantile"": 0.4, ""threshold"": 0.53}",-0.427550577120603,10.62500000003638,1.0140728476821679,39,-240.87499999998727,0.19230769230769232,29.16470588225325,57.494117646862264,2,0.5,2,False
fold_2,atr_pct_below_q40__conditional_capped_mgc_40,atr_pct_below,conditional_capped_mgc_40,"{""quantile"": 0.4, ""threshold"": 0.53}",-0.42960879269899294,9.725000000036289,1.012898733337803,39,-240.87499999998727,0.19230769230769232,31.863753213248895,62.81491002547288,2,0.5,2,False
fold_2,atr_pct_below_q30__conditional_equal_weight,atr_pct_below,conditional_equal_weight,"{""quantile"": 0.3, ""threshold"": 0.38}",-0.46545616278728297,15.875000000036152,1.0211737245749073,38,-240.87499999998727,0.19230769230769232,19.51968503932574,38.480314960542486,1,0.25,1,False
fold_2,atr_pct_below_q30__conditional_capped_mgc_40,atr_pct_below,conditional_capped_mgc_40,"{""quantile"": 0.3, ""threshold"": 0.38}",-0.4699355632637956,13.925000000036107,1.0185728576192552,38,-240.87499999998727,0.19230769230769232,22.253141831181207,43.868940753925976,1,0.25,1,False
fold_2,atr_pct_below_q30__conditional_inverse_vol,atr_pct_below,conditional_inverse_vol,"{""quantile"": 0.3, ""threshold"": 0.38}",-0.48787419101098045,6.125000000035925,1.008169389796647,38,-241.8749999999875,0.19230769230769232,50.59183673439744,99.73469387696656,1,0.25,1,False
fold_2,atr_pct_above_q60__conditional_inverse_vol,atr_pct_above,conditional_inverse_vol,"{""quantile"": 0.6, ""threshold"": 0.67}",-0.48965481779160724,6.125000000035925,1.008169389796647,38,-241.8749999999875,0.18518518518518517,50.59183673439744,99.73469387696656,1,0.25,1,False
fold_2,atr_pct_above_q70__conditional_capped_mgc_40,atr_pct_above,conditional_capped_mgc_40,"{""quantile"": 0.7, ""threshold"": 0.725}",-0.7878741910109803,6.125000000035925,1.008169389796647,37,-241.8749999999875,0.19230769230769232,50.59183673439744,99.73469387696656,0,0.0,0,False
fold_2,atr_pct_above_q70__conditional_equal_weight,atr_pct_above,conditional_equal_weight,"{""quantile"": 0.7, ""threshold"": 0.725}",-0.7878741910109803,6.125000000035925,1.008169389796647,37,-241.8749999999875,0.19230769230769232,50.59183673439744,99.73469387696656,0,0.0,0,False
fold_2,atr_pct_above_q70__conditional_inverse_vol,atr_pct_above,conditional_inverse_vol,"{""quantile"": 0.7, ""threshold"": 0.725}",-0.7878741910109803,6.125000000035925,1.008169389796647,37,-241.8749999999875,0.19230769230769232,50.59183673439744,99.73469387696656,0,0.0,0,False
fold_2,slope_dir_q75__conditional_capped_mgc_40,slope_dir_above,conditional_capped_mgc_40,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.75, ""threshold"": 0.536030898899841}",-0.7878741910109803,6.125000000035925,1.008169389796647,37,-241.8749999999875,0.19230769230769232,50.59183673439744,99.73469387696656,0,0.0,0,False
fold_2,slope_dir_q75__conditional_equal_weight,slope_dir_above,conditional_equal_weight,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.75, ""threshold"": 0.536030898899841}",-0.7878741910109803,6.125000000035925,1.008169389796647,37,-241.8749999999875,0.19230769230769232,50.59183673439744,99.73469387696656,0,0.0,0,False
fold_2,slope_dir_q75__conditional_inverse_vol,slope_dir_above,conditional_inverse_vol,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.75, ""threshold"": 0.536030898899841}",-0.7878741910109803,6.125000000035925,1.008169389796647,37,-241.8749999999875,0.19230769230769232,50.59183673439744,99.73469387696656,0,0.0,0,False
fold_2,trend_align_ema20__conditional_capped_mgc_40,trend_align_ema20,conditional_capped_mgc_40,{},-0.7878741910109803,6.125000000035925,1.008169389796647,37,-241.8749999999875,0.19230769230769232,50.59183673439744,99.73469387696656,0,0.0,0,False
fold_2,trend_align_ema20__conditional_equal_weight,trend_align_ema20,conditional_equal_weight,{},-0.7878741910109803,6.125000000035925,1.008169389796647,37,-241.8749999999875,0.19230769230769232,50.59183673439744,99.73469387696656,0,0.0,0,False
fold_2,trend_align_ema20__conditional_inverse_vol,trend_align_ema20,conditional_inverse_vol,{},-0.7878741910109803,6.125000000035925,1.008169389796647,37,-241.8749999999875,0.19230769230769232,50.59183673439744,99.73469387696656,0,0.0,0,False
fold_3,atr_pct_mid_q30_q70__conditional_inverse_vol,atr_pct_between,conditional_inverse_vol,"{""high_quantile"": 0.7, ""high_threshold"": 0.705, ""low_quantile"": 0.3, ""low_threshold"": 0.323}",1.7796695454882676,543.2828172230587,1.6350837230284598,57,-229.71968323412068,0.4444444444444444,0.3359208025993391,0.8142168056428408,12,0.4,12,True
fold_3,atr_pct_mid_q30_q70__conditional_equal_weight,atr_pct_between,conditional_equal_weight,"{""high_quantile"": 0.7, ""high_threshold"": 0.705, ""low_quantile"": 0.3, ""low_threshold"": 0.323}",1.7364789230648188,525.5625000000396,1.61826336298808,57,-231.8249999999955,0.4444444444444444,0.3472469972648092,0.8416696396717215,12,0.4,12,False
fold_3,atr_pct_mid_q20_q80__conditional_inverse_vol,atr_pct_between,conditional_inverse_vol,"{""high_quantile"": 0.8, ""high_threshold"": 0.746, ""low_quantile"": 0.2, ""low_threshold"": 0.28}",1.7341981211089474,516.7297576726878,1.5598156213275984,64,-235.04233820322605,0.4473684210526316,0.35318267874094644,0.8560567558414165,19,0.6333333333333333,18,False
fold_3,atr_pct_mid_q20_q80__conditional_equal_weight,atr_pct_between,conditional_equal_weight,"{""high_quantile"": 0.8, ""high_threshold"": 0.746, ""low_quantile"": 0.2, ""low_threshold"": 0.28}",1.6910636633879417,497.7625000000444,1.547254861540642,64,-237.07499999999527,0.4473684210526316,0.3666407172094799,0.8886768288088455,19,0.6333333333333333,18,False
fold_3,atr_pct_mid_q30_q70__conditional_capped_mgc_40,atr_pct_between,conditional_capped_mgc_40,"{""high_quantile"": 0.7, ""high_threshold"": 0.705, ""low_quantile"": 0.3, ""low_threshold"": 0.323}",1.4923540072115358,486.5500000000384,1.5804700548795663,57,-236.4599999999955,0.4444444444444444,0.37508991881612497,0.9091563045935002,12,0.4,12,False
fold_3,atr_pct_mid_q20_q80__conditional_capped_mgc_40,atr_pct_between,conditional_capped_mgc_40,"{""high_quantile"": 0.8, ""high_threshold"": 0.746, ""low_quantile"": 0.2, ""low_threshold"": 0.28}",1.4654755641651485,464.31000000004224,1.5241702415895877,64,-240.6599999999953,0.4473684210526316,0.3930563632055812,0.9527040124054235,19,0.6333333333333333,18,False
fold_3,always_on__conditional_inverse_vol,always_on,conditional_inverse_vol,{},1.3033191060958402,411.1785509740388,1.3795009233738513,75,-253.86828534160895,0.46153846153846156,0.443846109111666,1.0758100074824468,30,1.0,22,False
fold_3,always_on__conditional_equal_weight,always_on,conditional_equal_weight,{},1.2870446602401597,401.21250000005375,1.3830876648565427,75,-253.63749999998163,0.46153846153846156,0.45487117176053976,1.1025329470042513,30,1.0,22,False
fold_3,atr_ratio_above_q60__conditional_inverse_vol,atr_ratio_above,conditional_inverse_vol,"{""quantile"": 0.6, ""threshold"": 1.231828302820384}",1.2850355323941653,412.86257334552784,1.4594381046813087,57,-245.91153005322678,0.38235294117647056,0.4420357082046873,1.0714218932840793,12,0.4,11,False
fold_3,atr_ratio_above_q60__conditional_equal_weight,atr_ratio_above,conditional_equal_weight,"{""quantile"": 0.6, ""threshold"": 1.231828302820384}",1.2723017246265615,406.8500000000415,1.4567499298344695,57,-246.5749999999946,0.38235294117647056,0.44856826840354275,1.087255745360593,12,0.4,11,False
fold_3,always_on__conditional_capped_mgc_40,always_on,conditional_capped_mgc_40,{},1.2640829168936527,387.07000000004973,1.388624497992031,75,-253.30999999998312,0.46153846153846156,0.4714909447902874,1.1428165448108756,30,1.0,22,False
fold_3,atr_ratio_above_q60__conditional_capped_mgc_40,atr_ratio_above,conditional_capped_mgc_40,"{""quantile"": 0.6, ""threshold"": 1.231828302820384}",1.2400243313743853,391.58000000003995,1.4497042779213913,57,-248.25999999999476,0.38235294117647056,0.46606057510593335,1.1296542213595109,12,0.4,11,False
fold_3,slope_dir_q60__conditional_inverse_vol,slope_dir_above,conditional_inverse_vol,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.6, ""threshold"": 0.3041153746708003}",1.1766193372892089,368.2249694519004,1.4046223401588962,57,-260.58888436323355,0.4166666666666667,0.49562092508731725,1.2013036504787724,12,0.4,10,False
fold_3,slope_dir_q60__conditional_equal_weight,slope_dir_above,conditional_equal_weight,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.6, ""threshold"": 0.3041153746708003}",1.173189844927643,365.9375000000409,1.405330564209127,57,-260.2499999999952,0.4166666666666667,0.49871904355246344,1.2088129803585392,12,0.4,10,False
fold_3,slope_dir_q60__conditional_capped_mgc_40,slope_dir_above,conditional_capped_mgc_40,"{""feature"": ""ema50_slope_3_atr"", ""quantile"": 0.6, ""threshold"": 0.3041153746708003}",0.9125666853170947,358.8500000000395,1.4075988187188215,57,-259.19999999999527,0.4166666666666667,0.5085690399887973,1.2326877525427162,12,0.4,10,False
fold_3,atr_pct_above_q60__conditional_inverse_vol,atr_pct_above,conditional_inverse_vol,"{""quantile"": 0.6, ""threshold"": 0.642}",0.8760146038626236,358.83019023922327,1.40657033396811,56,-278.37715543201455,0.375,0.5085971163082231,1.232755804925719,11,0.36666666666666664,8,False
