trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,symbol,config_name,policy_family,strategy_tag,first_breakout_side,invalidated_for_day,invalidated_at,selected_signal_type,is_reclaim_trade
450,2023-07-07,long,4,2023-07-07 11:59:00-04:00,15276.75,15188.0,15454.25,2023-07-07 15:50:00-04:00,15187.75,stop,50000.0,1.5,750.0,179.24,716.96,716.96,122214.0,2.44428,-89.0,-356.0,-712.0,4.96,-716.96,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-07-07 15:57:00-04:00,pre_invalidation_long,False
452,2023-07-12,long,5,2023-07-12 10:09:00-04:00,15472.75,15407.5,15603.25,2023-07-12 11:39:00-04:00,15407.25,stop,50000.0,1.5,750.0,132.24,661.2,661.2,154727.5,3.09455,-65.5,-262.0,-655.0,6.2,-661.2,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-07-12 11:42:00-04:00,pre_invalidation_long,False
453,2023-07-14,long,4,2023-07-14 10:10:00-04:00,15812.5,15720.5,15996.5,2023-07-14 14:25:00-04:00,15720.25,stop,50000.0,1.5,750.0,185.74,742.96,742.96,126500.0,2.53,-92.25,-369.0,-738.0,4.96,-742.96,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-07-14 14:31:00-04:00,pre_invalidation_long,False
454,2023-07-19,long,5,2023-07-19 10:46:00-04:00,16040.0,15977.5,16165.0,2023-07-19 10:55:00-04:00,15977.25,stop,50000.0,1.5,750.0,126.74,633.6999999999999,633.6999999999999,160400.0,3.208,-62.75,-251.0,-627.5,6.2,-633.7,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-07-19 12:32:00-04:00,pre_invalidation_long,False
456,2023-07-28,long,3,2023-07-28 10:03:00-04:00,15821.75,15715.0,16035.25,2023-07-28 16:00:00-04:00,15836.5,time_exit,50000.0,1.5,750.0,215.24,645.72,645.72,94930.5,1.89861,14.75,59.0,88.5,3.7199999999999998,84.78,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
458,2023-08-03,long,3,2023-08-03 10:02:00-04:00,15461.0,15350.5,15682.0,2023-08-03 16:00:00-04:00,15432.5,time_exit,50000.0,1.5,750.0,222.74,668.22,668.22,92766.0,1.85532,-28.5,-114.0,-171.0,3.7199999999999998,-174.72,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
462,2023-08-10,long,2,2023-08-10 10:01:00-04:00,15431.0,15272.75,15747.5,2023-08-10 11:20:00-04:00,15272.5,stop,50000.0,1.5,750.0,318.24,636.48,636.48,61724.0,1.23448,-158.5,-634.0,-634.0,2.48,-636.48,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-08-10 11:47:00-04:00,pre_invalidation_long,False
463,2023-08-11,long,3,2023-08-11 10:16:00-04:00,15146.5,15051.5,15336.5,2023-08-11 11:33:00-04:00,15051.25,stop,50000.0,1.5,750.0,191.74,575.22,575.22,90879.0,1.81758,-95.25,-381.0,-571.5,3.7199999999999998,-575.22,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-08-11 11:35:00-04:00,pre_invalidation_long,False
464,2023-08-14,long,3,2023-08-14 10:05:00-04:00,15130.5,15035.75,15320.0,2023-08-14 21:25:00-04:00,15319.75,target,50000.0,1.5,750.0,191.24,573.72,573.72,90783.0,1.81566,189.25,757.0,1135.5,3.7199999999999998,1131.78,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
465,2023-08-16,long,4,2023-08-16 10:19:00-04:00,15133.75,15050.25,15300.75,2023-08-16 11:50:00-04:00,15050.0,stop,50000.0,1.5,750.0,168.74,674.96,674.96,121070.0,2.4214,-83.75,-335.0,-670.0,4.96,-674.96,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-08-16 12:00:00-04:00,pre_invalidation_long,False
466,2023-08-18,long,4,2023-08-18 10:41:00-04:00,14697.75,14622.25,14848.75,2023-08-18 16:00:00-04:00,14766.5,time_exit,50000.0,1.5,750.0,152.74,610.96,610.96,117582.0,2.35164,68.75,275.0,550.0,4.96,545.04,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
467,2023-08-21,long,3,2023-08-21 10:05:00-04:00,14916.0,14805.0,15138.0,2023-08-21 11:10:00-04:00,14804.75,stop,50000.0,1.5,750.0,223.74,671.22,671.22,89496.0,1.78992,-111.25,-445.0,-667.5,3.7199999999999998,-671.22,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-08-21 11:17:00-04:00,pre_invalidation_long,False
468,2023-08-23,long,3,2023-08-23 10:10:00-04:00,15106.25,14998.75,15321.25,2023-08-23 16:23:00-04:00,15321.0,target,50000.0,1.5,750.0,216.74,650.22,650.22,90637.5,1.81275,214.75,859.0,1288.5,3.7199999999999998,1284.78,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
469,2023-08-25,long,5,2023-08-25 10:03:00-04:00,14957.75,14891.5,15090.25,2023-08-25 10:08:00-04:00,14891.25,stop,50000.0,1.5,750.0,134.24,671.2,671.2,149577.5,2.99155,-66.5,-266.0,-665.0,6.2,-671.2,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-08-25 10:29:00-04:00,pre_invalidation_long,False
470,2023-08-29,long,2,2023-08-29 10:01:00-04:00,15203.0,15061.75,15485.5,2023-08-29 16:00:00-04:00,15417.5,time_exit,50000.0,1.5,750.0,284.24,568.48,568.48,60812.0,1.21624,214.5,858.0,858.0,2.48,855.52,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
471,2023-08-30,long,3,2023-08-30 10:02:00-04:00,15484.5,15386.0,15681.5,2023-08-30 10:26:00-04:00,15385.75,stop,50000.0,1.5,750.0,198.74,596.22,596.22,92907.0,1.85814,-98.75,-395.0,-592.5,3.7199999999999998,-596.22,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
472,2023-08-31,long,4,2023-08-31 10:01:00-04:00,15571.0,15488.25,15736.5,2023-08-31 16:00:00-04:00,15540.0,time_exit,50000.0,1.5,750.0,167.24,668.96,668.96,124568.0,2.49136,-31.0,-124.0,-248.0,4.96,-252.96,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
473,2023-09-05,long,5,2023-09-05 10:25:00-04:00,15511.0,15445.25,15642.5,2023-09-05 16:00:00-04:00,15538.0,time_exit,50000.0,1.5,750.0,133.24,666.2,666.2,155110.0,3.1022,27.0,108.0,270.0,6.2,263.8,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
474,2023-09-07,long,3,2023-09-07 10:41:00-04:00,15252.5,15157.0,15443.5,2023-09-07 16:00:00-04:00,15266.75,time_exit,50000.0,1.5,750.0,192.74,578.22,578.22,91515.0,1.8303,14.25,57.0,85.5,3.7199999999999998,81.78,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
475,2023-09-08,long,3,2023-09-08 10:07:00-04:00,15382.25,15270.0,15606.75,2023-09-08 14:59:00-04:00,15269.75,stop,50000.0,1.5,750.0,226.24,678.72,678.72,92293.5,1.84587,-112.5,-450.0,-675.0,3.7199999999999998,-678.72,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-09-08 15:02:00-04:00,pre_invalidation_long,False
478,2023-09-14,long,3,2023-09-14 10:45:00-04:00,15450.75,15341.25,15669.75,2023-09-14 16:00:00-04:00,15482.75,time_exit,50000.0,1.5,750.0,220.74,662.22,662.22,92704.5,1.85409,32.0,128.0,192.0,3.7199999999999998,188.28,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
479,2023-09-18,long,4,2023-09-18 10:18:00-04:00,15435.5,15342.75,15621.0,2023-09-18 16:00:00-04:00,15418.0,time_exit,50000.0,1.5,750.0,187.24,748.96,748.96,123484.0,2.46968,-17.5,-70.0,-140.0,4.96,-144.96,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
481,2023-09-22,long,4,2023-09-22 10:07:00-04:00,14961.75,14887.5,15110.25,2023-09-22 14:12:00-04:00,14887.25,stop,50000.0,1.5,750.0,150.24,600.96,600.96,119694.0,2.39388,-74.5,-298.0,-596.0,4.96,-600.96,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-09-22 14:14:00-04:00,pre_invalidation_long,False
482,2023-09-25,long,3,2023-09-25 11:17:00-04:00,14902.0,14782.0,15142.0,2023-09-25 16:00:00-04:00,14943.5,time_exit,50000.0,1.5,750.0,241.74,725.22,725.22,89412.0,1.78824,41.5,166.0,249.0,3.7199999999999998,245.28,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
484,2023-09-28,long,3,2023-09-28 10:01:00-04:00,14764.25,14655.75,14981.25,2023-09-28 16:00:00-04:00,14855.75,time_exit,50000.0,1.5,750.0,218.74,656.22,656.22,88585.5,1.77171,91.5,366.0,549.0,3.7199999999999998,545.28,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
485,2023-09-29,long,5,2023-09-29 10:01:00-04:00,15047.75,14976.25,15190.75,2023-09-29 10:24:00-04:00,14976.0,stop,50000.0,1.5,750.0,144.74,723.7,723.7,150477.5,3.00955,-71.75,-287.0,-717.5,6.2,-723.7,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-09-29 11:17:00-04:00,pre_invalidation_long,False
486,2023-10-02,long,2,2023-10-02 10:03:00-04:00,14977.25,14846.75,15238.25,2023-10-02 16:00:00-04:00,14995.25,time_exit,50000.0,1.5,750.0,262.74,525.48,525.48,59909.0,1.19818,18.0,72.0,72.0,2.48,69.52,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
487,2023-10-04,long,3,2023-10-04 10:42:00-04:00,14843.75,14747.5,15036.25,2023-10-04 16:00:00-04:00,14905.5,time_exit,50000.0,1.5,750.0,194.24,582.72,582.72,89062.5,1.78125,61.75,247.0,370.5,3.7199999999999998,366.78,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
488,2023-10-06,long,3,2023-10-06 10:24:00-04:00,14806.5,14701.5,15016.5,2023-10-06 11:43:00-04:00,15016.25,target,50000.0,1.5,750.0,211.74,635.22,635.22,88839.0,1.77678,209.75,839.0,1258.5,3.7199999999999998,1254.78,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
489,2023-10-10,long,4,2023-10-10 10:01:00-04:00,15255.25,15179.5,15406.75,2023-10-10 16:00:00-04:00,15275.0,time_exit,50000.0,1.5,750.0,153.24,612.96,612.96,122042.0,2.44084,19.75,79.0,158.0,4.96,153.04,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
491,2023-10-12,long,6,2023-10-12 10:07:00-04:00,15423.75,15365.0,15541.25,2023-10-12 13:08:00-04:00,15364.75,stop,50000.0,1.5,750.0,119.24,715.4399999999999,715.4399999999999,185085.0,3.7017,-59.0,-236.0,-708.0,7.4399999999999995,-715.44,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-10-12 13:10:00-04:00,pre_invalidation_long,False
492,2023-10-16,long,3,2023-10-16 10:13:00-04:00,15263.5,15168.25,15454.0,2023-10-16 16:00:00-04:00,15287.75,time_exit,50000.0,1.5,750.0,192.24,576.72,576.72,91581.0,1.83162,24.25,97.0,145.5,3.7199999999999998,141.78,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
493,2023-10-17,long,2,2023-10-17 10:23:00-04:00,15184.75,15049.5,15455.25,2023-10-17 16:00:00-04:00,15243.0,time_exit,50000.0,1.5,750.0,272.24,544.48,544.48,60739.0,1.21478,58.25,233.0,233.0,2.48,230.52,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
494,2023-10-18,long,4,2023-10-18 10:20:00-04:00,15200.5,15121.0,15359.5,2023-10-18 10:36:00-04:00,15120.75,stop,50000.0,1.5,750.0,160.74,642.96,642.96,121604.0,2.43208,-79.75,-319.0,-638.0,4.96,-642.96,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-10-18 10:38:00-04:00,pre_invalidation_long,False
496,2023-10-23,long,2,2023-10-23 10:11:00-04:00,14644.0,14513.75,14904.5,2023-10-23 16:00:00-04:00,14718.75,time_exit,50000.0,1.5,750.0,262.24,524.48,524.48,58576.0,1.17152,74.75,299.0,299.0,2.48,296.52,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
497,2023-10-24,long,4,2023-10-24 10:29:00-04:00,14838.5,14758.5,14998.5,2023-10-24 12:24:00-04:00,14758.25,stop,50000.0,1.5,750.0,161.74,646.96,646.96,118708.0,2.37416,-80.25,-321.0,-642.0,4.96,-646.96,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-10-24 12:26:00-04:00,pre_invalidation_long,False
499,2023-10-31,long,3,2023-10-31 11:01:00-04:00,14433.5,14310.75,14679.0,2023-10-31 16:00:00-04:00,14478.75,time_exit,50000.0,1.5,750.0,247.24,741.72,741.72,86601.0,1.73202,45.25,181.0,271.5,3.7199999999999998,267.78,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
500,2023-11-01,long,4,2023-11-01 10:21:00-04:00,14592.0,14514.75,14746.5,2023-11-01 15:25:00-04:00,14746.25,target,50000.0,1.5,750.0,156.24,624.96,624.96,116736.0,2.33472,154.25,617.0,1234.0,4.96,1229.04,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
502,2023-11-07,long,3,2023-11-07 10:01:00-05:00,15317.5,15224.0,15504.5,2023-11-07 16:00:00-05:00,15374.25,time_exit,50000.0,1.5,750.0,188.74,566.22,566.22,91905.0,1.8381,56.75,227.0,340.5,3.7199999999999998,336.78,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
504,2023-11-10,long,4,2023-11-10 11:04:00-05:00,15395.5,15305.0,15576.5,2023-11-10 14:41:00-05:00,15576.25,target,50000.0,1.5,750.0,182.74,730.96,730.96,123164.0,2.46328,180.75,723.0,1446.0,4.96,1441.04,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
505,2023-11-13,long,4,2023-11-13 10:47:00-05:00,15541.75,15464.75,15695.75,2023-11-13 16:00:00-05:00,15548.25,time_exit,50000.0,1.5,750.0,155.74,622.96,622.96,124334.0,2.48668,6.5,26.0,52.0,4.96,47.04,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
506,2023-11-14,long,4,2023-11-14 10:01:00-05:00,15876.25,15789.5,16049.75,2023-11-14 16:00:00-05:00,15896.75,time_exit,50000.0,1.5,750.0,175.24,700.96,700.96,127010.0,2.5402,20.5,82.0,164.0,4.96,159.04,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
507,2023-11-16,long,4,2023-11-16 10:07:00-05:00,15901.25,15824.5,16054.75,2023-11-16 10:41:00-05:00,15824.25,stop,50000.0,1.5,750.0,155.24,620.96,620.96,127210.0,2.5442,-77.0,-308.0,-616.0,4.96,-620.96,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2023-11-16 11:24:00-05:00,pre_invalidation_long,False
508,2023-11-17,long,7,2023-11-17 12:03:00-05:00,15883.5,15831.0,15988.5,2023-11-17 16:00:00-05:00,15893.0,time_exit,50000.0,1.5,750.0,106.74,747.18,747.18,222369.0,4.44738,9.5,38.0,133.0,8.68,124.32,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
509,2023-11-20,long,3,2023-11-20 10:06:00-05:00,15997.75,15894.25,16204.75,2023-11-20 16:00:00-05:00,16085.75,time_exit,50000.0,1.5,750.0,208.74,626.22,626.22,95986.5,1.91973,88.0,352.0,528.0,3.7199999999999998,524.28,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
510,2023-11-27,long,4,2023-11-27 10:10:00-05:00,16044.25,15969.75,16193.25,2023-11-27 16:00:00-05:00,16008.25,time_exit,50000.0,1.5,750.0,150.74,602.96,602.96,128354.0,2.56708,-36.0,-144.0,-288.0,4.96,-292.96,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
511,2023-12-01,long,4,2023-12-01 10:03:00-05:00,15949.75,15875.0,16099.25,2023-12-01 10:26:00-05:00,15874.75,stop,50000.0,1.5,750.0,151.24,604.96,604.96,127598.0,2.55196,-75.0,-300.0,-600.0,4.96,-604.96,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
513,2023-12-05,long,3,2023-12-05 10:01:00-05:00,15895.0,15782.75,16119.5,2023-12-05 16:00:00-05:00,15918.5,time_exit,50000.0,1.5,750.0,226.24,678.72,678.72,95370.0,1.9074,23.5,94.0,141.0,3.7199999999999998,137.28,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
514,2023-12-07,long,3,2023-12-07 10:22:00-05:00,15991.0,15887.5,16198.0,2023-12-07 16:00:00-05:00,16031.0,time_exit,50000.0,1.5,750.0,208.74,626.22,626.22,95946.0,1.91892,40.0,160.0,240.0,3.7199999999999998,236.28,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
515,2023-12-08,long,4,2023-12-08 10:01:00-05:00,16032.0,15946.25,16203.5,2023-12-08 16:00:00-05:00,16096.5,time_exit,50000.0,1.5,750.0,173.24,692.96,692.96,128256.0,2.56512,64.5,258.0,516.0,4.96,511.04,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
516,2023-12-11,long,3,2023-12-11 10:06:00-05:00,16166.75,16068.0,16364.25,2023-12-11 16:00:00-05:00,16237.25,time_exit,50000.0,1.5,750.0,199.24,597.72,597.72,97000.5,1.94001,70.5,282.0,423.0,3.7199999999999998,419.28,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
517,2023-12-12,long,4,2023-12-12 10:02:00-05:00,16259.75,16184.5,16410.25,2023-12-12 16:00:00-05:00,16366.25,time_exit,50000.0,1.5,750.0,152.24,608.96,608.96,130078.0,2.60156,106.5,426.0,852.0,4.96,847.04,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
518,2023-12-18,long,6,2023-12-18 10:03:00-05:00,16891.25,16831.5,17010.75,2023-12-18 16:00:00-05:00,16926.25,time_exit,50000.0,1.5,750.0,121.24,727.4399999999999,727.4399999999999,202695.0,4.0539,35.0,140.0,420.0,7.4399999999999995,412.56,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
520,2024-01-04,long,5,2024-01-04 10:09:00-05:00,16507.0,16442.5,16636.0,2024-01-04 15:55:00-05:00,16442.25,stop,50000.0,1.5,750.0,130.74,653.7,653.7,165070.0,3.3014,-64.75,-259.0,-647.5,6.2,-653.7,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2024-01-04 16:15:00-05:00,pre_invalidation_long,False
521,2024-01-05,long,5,2024-01-05 10:01:00-05:00,16498.5,16436.75,16622.0,2024-01-05 13:16:00-05:00,16436.5,stop,50000.0,1.5,750.0,125.24,626.1999999999999,626.1999999999999,164985.0,3.2997,-62.0,-248.0,-620.0,6.2,-626.2,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2024-01-05 14:53:00-05:00,pre_invalidation_long,False
522,2024-01-08,long,2,2024-01-08 10:05:00-05:00,16641.25,16504.75,16914.25,2024-01-08 16:00:00-05:00,16801.5,time_exit,50000.0,1.5,750.0,274.74,549.48,549.48,66565.0,1.3313,160.25,641.0,641.0,2.48,638.52,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
523,2024-01-09,long,6,2024-01-09 10:10:00-05:00,16720.75,16660.25,16841.75,2024-01-09 12:53:00-05:00,16841.5,target,50000.0,1.5,750.0,122.74,736.4399999999999,736.4399999999999,200649.0,4.01298,120.75,483.0,1449.0,7.4399999999999995,1441.56,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
524,2024-01-10,long,5,2024-01-10 10:43:00-05:00,16877.0,16812.75,17005.5,2024-01-10 22:54:00-05:00,17005.25,target,50000.0,1.5,750.0,130.24,651.2,651.2,168770.0,3.3754,128.25,513.0,1282.5,6.2,1276.3,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
525,2024-01-16,long,4,2024-01-16 10:17:00-05:00,16947.0,16854.5,17132.0,2024-01-16 16:00:00-05:00,16969.25,time_exit,50000.0,1.5,750.0,186.74,746.96,746.96,135576.0,2.71152,22.25,89.0,178.0,4.96,173.04,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
526,2024-01-17,long,2,2024-01-17 15:46:00-05:00,16844.0,16703.0,17126.0,2024-01-17 16:00:00-05:00,16867.25,time_exit,50000.0,1.5,750.0,283.74,567.48,567.48,67376.0,1.34752,23.25,93.0,93.0,2.48,90.52,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
527,2024-01-18,long,5,2024-01-18 10:38:00-05:00,17060.75,16995.0,17192.25,2024-01-18 12:13:00-05:00,16994.75,stop,50000.0,1.5,750.0,133.24,666.2,666.2,170607.5,3.41215,-66.0,-264.0,-660.0,6.2,-666.2,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2024-01-18 13:02:00-05:00,pre_invalidation_long,False
528,2024-01-19,long,7,2024-01-19 10:04:00-05:00,17217.25,17165.75,17320.25,2024-01-19 12:54:00-05:00,17320.0,target,50000.0,1.5,750.0,104.74,733.18,733.18,241041.5,4.82083,102.75,411.0,1438.5,8.68,1429.82,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,False,,pre_invalidation_long,False
529,2024-01-24,long,5,2024-01-24 10:16:00-05:00,17703.25,17636.75,17836.25,2024-01-24 14:23:00-05:00,17636.5,stop,50000.0,1.5,750.0,134.74,673.7,673.7,177032.5,3.54065,-66.75,-267.0,-667.5,6.2,-673.7,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2024-01-24 15:18:00-05:00,pre_invalidation_long,False
530,2024-01-25,long,5,2024-01-25 10:29:00-05:00,17729.25,17660.0,17867.75,2024-01-25 12:32:00-05:00,17659.75,stop,50000.0,1.5,750.0,140.24,701.2,701.2,177292.5,3.54585,-69.5,-278.0,-695.0,6.2,-701.2,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2024-01-25 12:36:00-05:00,pre_invalidation_long,False
531,2024-01-26,long,5,2024-01-26 10:29:00-05:00,17578.5,17514.75,17706.0,2024-01-26 13:00:00-05:00,17514.5,stop,50000.0,1.5,750.0,129.24,646.2,646.2,175785.0,3.5157,-64.0,-256.0,-640.0,6.2,-646.2,MNQ,invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,first_breakout_upside,True,2024-01-26 13:48:00-05:00,pre_invalidation_long,False
