trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,symbol,config_name,policy_family,strategy_tag,first_breakout_side,invalidated_for_day,invalidated_at,selected_signal_type,is_reclaim_trade
11,2019-12-13,long,6,2019-12-13 10:02:00-05:00,8493.25,8439.5,8600.75,2019-12-13 16:00:00-05:00,8490.75,time_exit,50000.0,1.5,750.0,109.24,655.4399999999999,655.4399999999999,101919.0,2.03838,-2.5,-10.0,-30.0,7.4399999999999995,-37.44,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
12,2020-02-26,long,2,2020-02-26 10:36:00-05:00,9016.5,8879.5,9290.5,2020-02-26 12:16:00-05:00,8879.25,stop,50000.0,1.5,750.0,275.74,551.48,551.48,36066.0,0.72132,-137.25,-549.0,-549.0,2.48,-551.48,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
13,2020-02-27,long,2,2020-02-27 11:20:00-05:00,8731.5,8604.5,8985.5,2020-02-27 14:09:00-05:00,8604.25,stop,50000.0,1.5,750.0,255.74,511.48,511.48,34926.0,0.69852,-127.25,-509.0,-509.0,2.48,-511.48,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
14,2020-03-04,long,3,2020-03-04 10:23:00-05:00,8783.25,8665.0,9019.75,2020-03-04 16:00:00-05:00,8917.0,time_exit,50000.0,1.5,750.0,238.24,714.72,714.72,52699.5,1.05399,133.75,535.0,802.5,3.7199999999999998,798.78,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
15,2020-03-05,long,4,2020-03-05 10:19:00-05:00,8784.0,8701.25,8949.5,2020-03-05 12:42:00-05:00,8701.0,stop,50000.0,1.5,750.0,167.24,668.96,668.96,70272.0,1.40544,-83.0,-332.0,-664.0,4.96,-668.96,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
16,2020-03-06,long,3,2020-03-06 10:26:00-05:00,8479.0,8363.25,8710.5,2020-03-06 14:34:00-05:00,8363.0,stop,50000.0,1.5,750.0,233.24,699.72,699.72,50874.0,1.01748,-116.0,-464.0,-696.0,3.7199999999999998,-699.72,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
17,2020-03-10,long,3,2020-03-10 10:21:00-04:00,8247.25,8133.5,8474.75,2020-03-10 10:46:00-04:00,8133.25,stop,50000.0,1.5,750.0,229.24,687.72,687.72,49483.5,0.98967,-114.0,-456.0,-684.0,3.7199999999999998,-687.72,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
18,2020-03-24,long,3,2020-03-24 10:26:00-04:00,7439.75,7324.5,7670.25,2020-03-24 14:04:00-04:00,7324.25,stop,50000.0,1.5,750.0,232.24,696.72,696.72,44638.5,0.89277,-115.5,-462.0,-693.0,3.7199999999999998,-696.72,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
19,2020-03-27,long,2,2020-03-27 13:40:00-04:00,7703.5,7577.5,7955.5,2020-03-27 15:51:00-04:00,7577.25,stop,50000.0,1.5,750.0,253.74,507.48,507.48,30814.0,0.61628,-126.25,-505.0,-505.0,2.48,-507.48,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
20,2020-03-30,long,4,2020-03-30 10:04:00-04:00,7717.75,7629.5,7894.25,2020-03-30 20:05:00-04:00,7894.0,target,50000.0,1.5,750.0,178.24,712.96,712.96,61742.0,1.23484,176.25,705.0,1410.0,4.96,1405.04,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
21,2020-03-31,long,4,2020-03-31 10:07:00-04:00,7876.25,7796.25,8036.25,2020-03-31 15:14:00-04:00,7796.0,stop,50000.0,1.5,750.0,161.74,646.96,646.96,63010.0,1.2602,-80.25,-321.0,-642.0,4.96,-646.96,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
22,2020-04-01,long,4,2020-04-01 10:33:00-04:00,7634.0,7558.75,7784.5,2020-04-01 12:27:00-04:00,7558.5,stop,50000.0,1.5,750.0,152.24,608.96,608.96,61072.0,1.22144,-75.5,-302.0,-604.0,4.96,-608.96,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
23,2020-04-02,long,3,2020-04-02 10:13:00-04:00,7523.0,7408.25,7752.5,2020-04-02 16:00:00-04:00,7612.25,time_exit,50000.0,1.5,750.0,231.24,693.72,693.72,45138.0,0.90276,89.25,357.0,535.5,3.7199999999999998,531.78,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
24,2020-04-06,long,3,2020-04-06 10:03:00-04:00,7859.75,7749.75,8079.75,2020-04-06 15:54:00-04:00,8079.5,target,50000.0,1.5,750.0,221.74,665.22,665.22,47158.5,0.94317,219.75,879.0,1318.5,3.7199999999999998,1314.78,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
25,2020-04-08,long,3,2020-04-08 11:21:00-04:00,8157.25,8063.75,8344.25,2020-04-08 16:00:00-04:00,8205.25,time_exit,50000.0,1.5,750.0,188.74,566.22,566.22,48943.5,0.97887,48.0,192.0,288.0,3.7199999999999998,284.28,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
26,2020-04-13,long,4,2020-04-13 13:55:00-04:00,8246.5,8161.25,8417.0,2020-04-13 21:54:00-04:00,8416.75,target,50000.0,1.5,750.0,172.24,688.96,688.96,65972.0,1.31944,170.25,681.0,1362.0,4.96,1357.04,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
27,2020-04-14,long,2,2020-04-14 10:17:00-04:00,8601.75,8456.5,8892.25,2020-04-14 16:00:00-04:00,8673.75,time_exit,50000.0,1.5,750.0,292.24,584.48,584.48,34407.0,0.68814,72.0,288.0,288.0,2.48,285.52,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
28,2020-04-16,long,6,2020-04-16 10:50:00-04:00,8700.0,8639.0,8822.0,2020-04-16 12:31:00-04:00,8638.75,stop,50000.0,1.5,750.0,123.74,742.4399999999999,742.4399999999999,104400.0,2.088,-61.25,-245.0,-735.0,7.4399999999999995,-742.44,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
29,2020-04-20,long,5,2020-04-20 10:26:00-04:00,8791.0,8729.0,8915.0,2020-04-20 15:05:00-04:00,8728.75,stop,50000.0,1.5,750.0,125.74,628.6999999999999,628.6999999999999,87910.0,1.7582,-62.25,-249.0,-622.5,6.2,-628.7,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
30,2020-04-22,long,5,2020-04-22 10:41:00-04:00,8598.75,8533.75,8728.75,2020-04-22 16:00:00-04:00,8641.25,time_exit,50000.0,1.5,750.0,131.74,658.7,658.7,85987.5,1.71975,42.5,170.0,425.0,6.2,418.8,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
31,2020-04-23,long,4,2020-04-23 10:20:00-04:00,8747.0,8661.25,8918.5,2020-04-23 12:45:00-04:00,8661.0,stop,50000.0,1.5,750.0,173.24,692.96,692.96,69976.0,1.39952,-86.0,-344.0,-688.0,4.96,-692.96,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
32,2020-04-27,long,7,2020-04-27 10:04:00-04:00,8869.0,8819.0,8969.0,2020-04-27 10:59:00-04:00,8818.75,stop,50000.0,1.5,750.0,101.74,712.18,712.18,124166.0,2.48332,-50.25,-201.0,-703.5,8.68,-712.18,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
33,2020-04-29,long,4,2020-04-29 10:17:00-04:00,8906.0,8815.5,9087.0,2020-04-29 16:37:00-04:00,9086.75,target,50000.0,1.5,750.0,182.74,730.96,730.96,71248.0,1.42496,180.75,723.0,1446.0,4.96,1441.04,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
34,2020-05-01,long,5,2020-05-01 10:01:00-04:00,8845.75,8779.5,8978.25,2020-05-01 11:30:00-04:00,8779.25,stop,50000.0,1.5,750.0,134.24,671.2,671.2,88457.5,1.76915,-66.5,-266.0,-665.0,6.2,-671.2,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
35,2020-05-04,long,4,2020-05-04 10:02:00-04:00,8726.0,8650.0,8878.0,2020-05-04 16:00:00-04:00,8813.25,time_exit,50000.0,1.5,750.0,153.74,614.96,614.96,69808.0,1.39616,87.25,349.0,698.0,4.96,693.04,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
36,2020-05-06,long,5,2020-05-06 10:46:00-04:00,9038.0,8968.5,9177.0,2020-05-06 15:49:00-04:00,8968.25,stop,50000.0,1.5,750.0,140.74,703.7,703.7,90380.0,1.8076,-69.75,-279.0,-697.5,6.2,-703.7,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
37,2020-05-07,long,6,2020-05-07 12:26:00-04:00,9112.5,9057.25,9223.0,2020-05-07 16:00:00-04:00,9093.25,time_exit,50000.0,1.5,750.0,112.24,673.4399999999999,673.4399999999999,109350.0,2.187,-19.25,-77.0,-231.0,7.4399999999999995,-238.44,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
38,2020-05-13,long,3,2020-05-13 10:03:00-04:00,9148.0,9042.0,9360.0,2020-05-13 11:38:00-04:00,9041.75,stop,50000.0,1.5,750.0,213.74,641.22,641.22,54888.0,1.09776,-106.25,-425.0,-637.5,3.7199999999999998,-641.22,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
39,2020-05-14,long,2,2020-05-14 12:57:00-04:00,8980.5,8853.5,9234.5,2020-05-14 16:00:00-04:00,9089.25,time_exit,50000.0,1.5,750.0,255.74,511.48,511.48,35922.0,0.71844,108.75,435.0,435.0,2.48,432.52,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
40,2020-05-15,long,4,2020-05-15 10:11:00-04:00,9035.75,8943.0,9221.25,2020-05-15 16:00:00-04:00,9138.5,time_exit,50000.0,1.5,750.0,187.24,748.96,748.96,72286.0,1.44572,102.75,411.0,822.0,4.96,817.04,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
41,2020-05-18,long,5,2020-05-18 10:27:00-04:00,9298.75,9236.0,9424.25,2020-05-18 16:00:00-04:00,9326.25,time_exit,50000.0,1.5,750.0,127.24,636.1999999999999,636.1999999999999,92987.5,1.85975,27.5,110.0,275.0,6.2,268.8,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
42,2020-05-19,long,5,2020-05-19 10:02:00-04:00,9384.5,9313.0,9527.5,2020-05-19 15:51:00-04:00,9312.75,stop,50000.0,1.5,750.0,144.74,723.7,723.7,93845.0,1.8769,-71.75,-287.0,-717.5,6.2,-723.7,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
43,2020-05-27,long,3,2020-05-27 14:53:00-04:00,9389.25,9271.0,9625.75,2020-05-27 16:00:00-04:00,9429.75,time_exit,50000.0,1.5,750.0,238.24,714.72,714.72,56335.5,1.12671,40.5,162.0,243.0,3.7199999999999998,239.28,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
44,2020-05-28,long,4,2020-05-28 10:09:00-04:00,9464.5,9381.75,9630.0,2020-05-28 21:15:00-04:00,9381.5,stop,50000.0,1.5,750.0,167.24,668.96,668.96,75716.0,1.51432,-83.0,-332.0,-664.0,4.96,-668.96,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
45,2020-05-29,long,5,2020-05-29 14:28:00-04:00,9491.0,9420.0,9633.0,2020-05-29 14:50:00-04:00,9419.75,stop,50000.0,1.5,750.0,143.74,718.7,718.7,94910.0,1.8982,-71.25,-285.0,-712.5,6.2,-718.7,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
46,2020-06-01,long,5,2020-06-01 10:06:00-04:00,9572.25,9505.0,9706.75,2020-06-01 16:00:00-04:00,9583.75,time_exit,50000.0,1.5,750.0,136.24,681.2,681.2,95722.5,1.91445,11.5,46.0,115.0,6.2,108.8,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
47,2020-06-03,long,7,2020-06-03 10:01:00-04:00,9702.25,9650.25,9806.25,2020-06-03 12:09:00-04:00,9650.0,stop,50000.0,1.5,750.0,105.74,740.18,740.18,135831.5,2.71663,-52.25,-209.0,-731.5,8.68,-740.18,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
48,2020-06-08,long,5,2020-06-08 13:31:00-04:00,9831.0,9768.75,9955.5,2020-06-08 16:00:00-04:00,9890.5,time_exit,50000.0,1.5,750.0,126.24,631.1999999999999,631.1999999999999,98310.0,1.9662,59.5,238.0,595.0,6.2,588.8,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
49,2020-06-09,long,6,2020-06-09 10:23:00-04:00,9912.25,9851.25,10034.25,2020-06-09 16:00:00-04:00,9962.75,time_exit,50000.0,1.5,750.0,123.74,742.4399999999999,742.4399999999999,118947.0,2.37894,50.5,202.0,606.0,7.4399999999999995,598.56,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
50,2020-06-10,long,7,2020-06-10 10:01:00-04:00,10069.75,10022.5,10164.25,2020-06-10 10:56:00-04:00,10022.25,stop,50000.0,1.5,750.0,96.24,673.68,673.68,140976.5,2.81953,-47.5,-190.0,-665.0,8.68,-673.68,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
51,2020-06-15,long,3,2020-06-15 10:04:00-04:00,9602.75,9483.25,9841.75,2020-06-15 19:33:00-04:00,9841.5,target,50000.0,1.5,750.0,240.74,722.22,722.22,57616.5,1.15233,238.75,955.0,1432.5,3.7199999999999998,1428.78,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
52,2020-06-17,long,6,2020-06-17 12:33:00-04:00,10033.25,9973.25,10153.25,2020-06-17 15:27:00-04:00,9973.0,stop,50000.0,1.5,750.0,121.74,730.4399999999999,730.4399999999999,120399.0,2.40798,-60.25,-241.0,-723.0,7.4399999999999995,-730.44,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
53,2020-06-18,long,7,2020-06-18 10:10:00-04:00,10002.25,9953.5,10099.75,2020-06-18 10:33:00-04:00,9953.25,stop,50000.0,1.5,750.0,99.24,694.68,694.68,140031.5,2.80063,-49.0,-196.0,-686.0,8.68,-694.68,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
54,2020-06-22,long,7,2020-06-22 10:01:00-04:00,10023.0,9974.75,10119.5,2020-06-22 15:59:00-04:00,10119.25,target,50000.0,1.5,750.0,98.24,687.68,687.68,140322.0,2.80644,96.25,385.0,1347.5,8.68,1338.82,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
55,2020-06-29,long,3,2020-06-29 10:31:00-04:00,9851.75,9728.5,10098.25,2020-06-29 16:00:00-04:00,9959.0,time_exit,50000.0,1.5,750.0,248.24,744.72,744.72,59110.5,1.18221,107.25,429.0,643.5,3.7199999999999998,639.78,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
56,2020-06-30,long,3,2020-06-30 10:03:00-04:00,10037.75,9942.5,10228.25,2020-06-30 20:00:00-04:00,10125.75,time_exit,50000.0,1.5,750.0,192.24,576.72,576.72,60226.5,1.20453,88.0,352.0,528.0,3.7199999999999998,524.28,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
57,2020-07-01,long,5,2020-07-01 10:26:00-04:00,10196.75,10125.25,10339.75,2020-07-01 16:00:00-04:00,10259.25,time_exit,50000.0,1.5,750.0,144.74,723.7,723.7,101967.5,2.03935,62.5,250.0,625.0,6.2,618.8,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
58,2020-07-06,long,5,2020-07-06 10:01:00-04:00,10531.5,10469.25,10656.0,2020-07-06 20:16:00-04:00,10655.75,target,50000.0,1.5,750.0,126.24,631.1999999999999,631.1999999999999,105315.0,2.1063,124.25,497.0,1242.5,6.2,1236.3,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
59,2020-07-07,long,4,2020-07-07 10:12:00-04:00,10636.25,10556.25,10796.25,2020-07-07 15:09:00-04:00,10556.0,stop,50000.0,1.5,750.0,161.74,646.96,646.96,85090.0,1.7018,-80.25,-321.0,-642.0,4.96,-646.96,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
60,2020-07-08,long,5,2020-07-08 10:13:00-04:00,10636.5,10566.0,10777.5,2020-07-08 11:18:00-04:00,10565.75,stop,50000.0,1.5,750.0,142.74,713.7,713.7,106365.0,2.1273,-70.75,-283.0,-707.5,6.2,-713.7,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
61,2020-07-09,long,5,2020-07-09 15:01:00-04:00,10752.0,10688.5,10879.0,2020-07-09 22:48:00-04:00,10688.25,stop,50000.0,1.5,750.0,128.74,643.7,643.7,107520.0,2.1504,-63.75,-255.0,-637.5,6.2,-643.7,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
62,2020-07-10,long,3,2020-07-10 13:09:00-04:00,10753.25,10656.5,10946.75,2020-07-10 16:00:00-04:00,10822.5,time_exit,50000.0,1.5,750.0,195.24,585.72,585.72,64519.5,1.29039,69.25,277.0,415.5,3.7199999999999998,411.78,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
63,2020-07-13,long,5,2020-07-13 10:30:00-04:00,10999.25,10929.0,11139.75,2020-07-13 14:03:00-04:00,10928.75,stop,50000.0,1.5,750.0,142.24,711.2,711.2,109992.5,2.19985,-70.5,-282.0,-705.0,6.2,-711.2,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
64,2020-07-16,long,5,2020-07-16 13:15:00-04:00,10610.25,10537.0,10756.75,2020-07-16 16:04:00-04:00,10536.75,stop,50000.0,1.5,750.0,148.24,741.2,741.2,106102.5,2.12205,-73.5,-294.0,-735.0,6.2,-741.2,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
65,2020-07-17,long,4,2020-07-17 14:53:00-04:00,10653.5,10566.75,10827.0,2020-07-17 16:00:00-04:00,10632.5,time_exit,50000.0,1.5,750.0,175.24,700.96,700.96,85228.0,1.70456,-21.0,-84.0,-168.0,4.96,-172.96,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
66,2020-07-20,long,4,2020-07-20 10:05:00-04:00,10697.25,10605.25,10881.25,2020-07-20 14:33:00-04:00,10881.0,target,50000.0,1.5,750.0,185.74,742.96,742.96,85578.0,1.71156,183.75,735.0,1470.0,4.96,1465.04,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
67,2020-07-24,long,2,2020-07-24 10:21:00-04:00,10435.5,10300.75,10705.0,2020-07-24 16:00:00-04:00,10471.0,time_exit,50000.0,1.5,750.0,271.24,542.48,542.48,41742.0,0.83484,35.5,142.0,142.0,2.48,139.52,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
68,2020-07-27,long,3,2020-07-27 10:01:00-04:00,10631.25,10513.0,10867.75,2020-07-27 11:38:00-04:00,10512.75,stop,50000.0,1.5,750.0,238.24,714.72,714.72,63787.5,1.27575,-118.5,-474.0,-711.0,3.7199999999999998,-714.72,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
69,2020-07-29,long,7,2020-07-29 10:03:00-04:00,10620.25,10570.25,10720.25,2020-07-29 16:00:00-04:00,10645.5,time_exit,50000.0,1.5,750.0,101.74,712.18,712.18,148683.5,2.97367,25.25,101.0,353.5,8.68,344.82,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
70,2020-07-30,long,3,2020-07-30 11:22:00-04:00,10625.25,10531.75,10812.25,2020-07-30 16:30:00-04:00,10812.0,target,50000.0,1.5,750.0,188.74,566.22,566.22,63751.5,1.27503,186.75,747.0,1120.5,3.7199999999999998,1116.78,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
71,2020-07-31,long,2,2020-07-31 16:02:00-04:00,10906.75,10779.5,11161.25,2020-07-31 16:02:00-04:00,10903.25,time_exit,50000.0,1.5,750.0,256.24,512.48,512.48,43627.0,0.87254,-3.5,-14.0,-14.0,2.48,-16.48,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
72,2020-08-03,long,4,2020-08-03 10:02:00-04:00,11063.0,10980.0,11229.0,2020-08-03 16:00:00-04:00,11033.0,time_exit,50000.0,1.5,750.0,167.74,670.96,670.96,88504.0,1.77008,-30.0,-120.0,-240.0,4.96,-244.96,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
73,2020-08-04,long,5,2020-08-04 10:02:00-04:00,11068.25,11005.75,11193.25,2020-08-04 14:31:00-04:00,11005.5,stop,50000.0,1.5,750.0,126.74,633.6999999999999,633.6999999999999,110682.5,2.21365,-62.75,-251.0,-627.5,6.2,-633.7,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
74,2020-08-05,long,6,2020-08-05 10:12:00-04:00,11120.75,11064.0,11234.25,2020-08-05 16:00:00-04:00,11109.0,time_exit,50000.0,1.5,750.0,115.24,691.4399999999999,691.4399999999999,133449.0,2.66898,-11.75,-47.0,-141.0,7.4399999999999995,-148.44,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_upside,False,,baseline,False
75,2020-08-11,long,4,2020-08-11 11:10:00-04:00,11048.0,10955.5,11233.0,2020-08-11 15:16:00-04:00,10955.25,stop,50000.0,1.5,750.0,186.74,746.96,746.96,88384.0,1.76768,-92.75,-371.0,-742.0,4.96,-746.96,MNQ,baseline_no_opposite_invalidation,baseline,orb_long_only,first_breakout_downside,False,,baseline,False
