trades,net_pnl,gross_profit,gross_loss,winrate,avg_trade,median_trade,profit_factor,max_drawdown,sharpe_daily,sortino_daily,pnl_to_maxdd,avg_holding_minutes,median_holding_minutes,stop_exit_rate,target_exit_rate,time_stop_exit_rate,eod_exit_rate,skipped_trades,skip_rate,blocked_setups,turnover_proxy,estimated_cost_per_trade,config_id,symbol,execution_timeframe,entry_timing,protective_orders_active_from,ambiguous_policy,stop_multiplier,target_multiplier,entry_delay_minutes,filter_family,filter_label,filter_params,normalized_net_pnl_is,normalized_profit_factor_is,normalized_pnl_to_maxdd_is,trade_count_score_x,positive_years_is,years_available_is,max_year_contribution_pct,temporal_stability_score,parameter_neighborhood_score,trade_count_score_y,one_year_dependency,penalties,robust_score_is,admissible_is
182,-49.07499999999709,5550.925000000003,5600.0,0.2032967032967033,-0.26964285714284114,-22.875,0.9912366071428577,-650.5,-0.04539425070632425,-0.12519941318099123,-0.07544196771713618,34.92857142857143,10.5,0.8791208791208791,0.11538461538461539,0.13736263736263737,0.005494505494505495,0,0.0,2,39.38122037914692,2.5,none_sm0p75_tm1p50_d0,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.5,0,none,none,{},0.5604409884295123,0.5486138934696652,0.2282776847493891,1.0,2,4,0.5271384329063464,0.4864307835468268,0.125,1.0,False,0.3,0.1757892960457435,False
160,-160.53749999999127,5244.962500000009,5405.5,0.225,-1.0033593749999454,-24.375,0.9703010822310626,-881.6374999999971,-0.1620503391609403,-0.40934815595491886,-0.18209014475903282,39.1125,15.5,0.8875,0.10625,0.15625,0.00625,0,0.0,2,34.620853080568715,2.5,none_sm0p75_tm1p50_d5,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.5,5,none,none,{},0.5372662251931034,0.5267267867340791,0.20438611943165486,1.0,2,4,0.40269514461065203,0.548652427694674,0.125,1.0,False,0.3,0.17136769571404104,False
147,-725.7624999999971,4712.737500000003,5438.5,0.24489795918367346,-4.937159863945558,-24.375,0.8665509791302755,-1419.887499999997,-0.7906038998884604,-1.7310549739664185,-0.5111408474262916,42.83673469387755,22.0,0.8843537414965986,0.10884353741496598,0.17687074829931973,0.006802721088435374,0,0.0,2,31.80790876777251,2.5,none_sm0p75_tm1p50_d10,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.5,10,none,none,{},0.4197472789080297,0.41826093312103607,0.13067143837777476,1.0,2,4,0.4659662832671347,0.5170168583664326,0.0,1.0,False,0.3,0.08574225086284576,False
138,377.987499999992,5466.112499999992,5088.125,0.2826086956521739,2.7390398550724058,-22.25,1.0742881709863636,-673.625,0.40126762835190605,0.976104162796347,0.5611245128966295,48.61594202898551,26.5,0.8840579710144928,0.10869565217391304,0.21014492753623187,0.007246376811594203,0,0.0,2,29.86048578199052,2.5,none_sm0p75_tm1p50_d15,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.5,15,none,none,{},0.6492338319836146,0.6354403977039119,0.37088274441852237,1.0,2,4,0.6358540443557352,0.4320729778221324,0.875,1.0,True,0.3,0.3410898958727842,False
128,975.8625000000029,5638.612500000003,4662.75,0.3359375,7.623925781250023,-22.3125,1.209289046163745,-489.1124999999993,1.1374114523084167,2.953675315554334,1.995169822893515,59.515625,54.5,0.8671875,0.109375,0.265625,0.0234375,0,0.0,2,27.696682464454973,2.5,none_sm0p75_tm1p50_d30,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,1.5,30,none,none,{},0.7735412140176524,0.7765774638560078,0.6921408112950087,1.0,3,4,0.5212033382667312,0.6143983308666344,1.0,1.0,False,0.0,0.7946816675998611,True
182,359.05000000000473,5959.050000000005,5600.0,0.2032967032967033,1.9728021978022239,-22.875,1.0641160714285722,-655.0,0.3015021289151422,0.9160030423359788,0.5481679389313049,38.62637362637363,10.5,0.9395604395604396,0.054945054945054944,0.1978021978021978,0.005494505494505495,0,0.0,2,39.38122037914692,2.5,none_sm0p75_tm2p00_d0,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,2.0,0,none,none,{},0.6452964352915503,0.6248059459916,0.3679801834768103,1.0,2,4,0.587271940414095,0.4563640297929525,0.3333333333333333,1.0,False,0.15,0.409936930011672,False
160,518.0000000000055,5923.5000000000055,5405.5,0.225,3.237500000000034,-24.375,1.0958283230043484,-767.4249999999993,0.4668799848254622,1.3208275000212517,0.674984526175204,42.45625,15.5,0.93125,0.0625,0.2,0.00625,0,0.0,2,34.620853080568715,2.5,none_sm0p75_tm2p00_d5,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,2.0,5,none,none,{},0.6783445780878038,0.6579596136445051,0.39638992156656194,1.0,2,4,0.5112274597161026,0.4943862701419487,0.3333333333333333,1.0,False,0.15,0.4347944960071285,False
147,-420.3999999999978,5018.100000000002,5438.5,0.24489795918367346,-2.8598639455782164,-24.375,0.9226992736967918,-1388.199999999997,-0.43637322852253363,-1.0027185354099741,-0.3028382077510436,47.17687074829932,22.0,0.9387755102040817,0.05442176870748299,0.23129251700680273,0.006802721088435374,0,0.0,2,31.80790876777251,2.5,none_sm0p75_tm2p00_d10,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,2.0,10,none,none,{},0.48323682596446804,0.47696133453805967,0.17733586584100797,1.0,2,4,0.3217056721845204,0.5891471639077398,0.0,1.0,False,0.3,0.13117392786104115,False
138,470.975000000004,5559.100000000004,5088.125,0.2826086956521739,3.4128623188406086,-22.25,1.092563567129346,-740.75,0.4846644678140703,1.2162324364510022,0.6358083023962254,51.61594202898551,27.0,0.9347826086956522,0.057971014492753624,0.2608695652173913,0.007246376811594203,0,0.0,2,29.86048578199052,2.5,none_sm0p75_tm2p00_d15,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,2.0,15,none,none,{},0.6685673593712649,0.6545464649127267,0.38761357549784353,1.0,2,4,0.49565530522459333,0.5021723473877033,1.0,1.0,False,0.15,0.5315190212581935,False
128,1333.550000000003,5996.300000000003,4662.75,0.3359375,10.418359375000023,-22.3125,1.2860007506299937,-510.47499999999854,1.4595348159305637,4.036299906039507,2.6123708310887053,63.078125,61.5,0.921875,0.0546875,0.3203125,0.0234375,0,0.0,2,27.696682464454973,2.5,none_sm0p75_tm2p00_d30,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,2.0,30,none,none,{},0.847909931076066,0.8567759432633987,0.8304075741265373,1.0,4,4,0.5449729058088575,0.7275135470955713,1.0,1.0,False,0.0,0.8670208396050125,True
182,634.875,6234.875,5600.0,0.2032967032967033,3.4883241758241756,-22.875,1.1133705357142858,-655.0,0.5093249441681963,1.6196836972651352,0.9692748091603054,40.25824175824176,10.5,0.9725274725274725,0.02197802197802198,0.23076923076923078,0.005494505494505495,0,0.0,2,39.38122037914692,2.5,none_sm0p75_tm2p50_d0,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,2.5,0,none,none,{},0.7026446830850477,0.676299172054356,0.46231749495162683,1.0,2,4,0.615909204042013,0.4420453979789935,0.5,1.0,True,0.3,0.3215754391217261,False
160,734.875,6140.375,5405.5,0.225,4.59296875,-24.375,1.135949495883822,-680.5625,0.6393365086614903,1.8738283959036823,1.079805308109101,44.1125,15.5,0.9625,0.03125,0.23125,0.00625,0,0.0,2,34.620853080568715,2.5,none_sm0p75_tm2p50_d5,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,2.5,5,none,none,{},0.7234362167725301,0.6999044130641364,0.48707878678504923,1.0,2,4,0.5676629584952866,0.4661685207523567,0.5,1.0,False,0.0,0.6388270329365706,True
147,-614.5625,4823.9375,5438.5,0.24489795918367346,-4.180697278911564,-24.375,0.8869977935092397,-1565.8125,-0.6584601490527991,-1.4658259037057457,-0.3924879255977328,48.10204081632653,22.0,0.9795918367346939,0.013605442176870748,0.272108843537415,0.006802721088435374,0,0.0,2,31.80790876777251,2.5,none_sm0p75_tm2p50_d10,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,2.5,10,none,none,{},0.44286746436850954,0.4396371159777158,0.15725233371641117,1.0,2,4,0.43603323897360974,0.5319833805131952,0.0,1.0,False,0.3,0.10202964642211149,False
138,255.75,5343.875,5088.125,0.2826086956521739,1.8532608695652173,-22.25,1.0502640953199853,-740.75,0.2725002779728759,0.660441521571933,0.3452581842726966,53.65942028985507,27.0,0.9710144927536232,0.021739130434782608,0.2971014492753623,0.007246376811594203,0,0.0,2,29.86048578199052,2.5,none_sm0p75_tm2p50_d15,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,2.5,15,none,none,{},0.62381878099238,0.610324356403339,0.3225238822863352,1.0,2,4,0.48817026552329784,0.5059148672383511,1.0,1.0,False,0.15,0.5022853789574657,False
128,1313.5625,5976.3125,4662.75,0.3359375,10.26220703125,-22.3125,1.2817141172055118,-485.1875,1.439897962081951,3.9758030784950007,2.7073296406028597,64.59375,63.0,0.9453125,0.03125,0.34375,0.0234375,0,0.0,2,27.696682464454973,2.5,none_sm0p75_tm2p50_d30,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,2.5,30,none,none,{},0.8437542232802799,0.8522944696106837,0.851680460948695,1.0,3,4,0.5614899317258664,0.5942550341370668,1.0,1.0,False,0.0,0.848287774005071,True
182,516.5249999999978,6116.524999999998,5600.0,0.2032967032967033,2.8380494505494385,-22.875,1.0922366071428569,-681.625,0.4241878751787043,1.3177509300726449,0.7577847056666024,40.57692307692308,10.5,0.9835164835164835,0.01098901098901099,0.24175824175824176,0.005494505494505495,0,0.0,2,39.38122037914692,2.5,none_sm0p75_tm3p00_d0,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,3.0,0,none,none,{},0.6780379029659118,0.6542046436231863,0.4149390046499204,1.0,2,4,0.5508388364915424,0.4745805817542288,0.5,1.0,False,0.15,0.45877834242673754,False
160,415.72499999999854,5821.2249999999985,5405.5,0.225,2.598281249999991,-24.375,1.0769077791138653,-747.875,0.3804496715241893,1.0600405645681994,0.5558749791074692,44.66875,15.5,0.9875,0.00625,0.25625,0.00625,0,0.0,2,34.620853080568715,2.5,none_sm0p75_tm3p00_d5,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,3.0,5,none,none,{},0.6570800370089297,0.6381790748058046,0.369706732011277,1.0,2,4,0.46283973382506216,0.5185801330874689,0.5,1.0,False,0.15,0.45014885397820514,False
147,-635.2750000000015,4803.2249999999985,5438.5,0.24489795918367346,-4.321598639455792,-24.375,0.8831892985198122,-1586.5250000000015,-0.6823837696903615,-1.515228395772065,-0.40041915507161935,48.4421768707483,22.0,0.9863945578231292,0.006802721088435374,0.2789115646258503,0.006802721088435374,0,0.0,2,31.80790876777251,2.5,none_sm0p75_tm3p00_d10,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,3.0,10,none,none,{},0.43856101795348945,0.43565551357286847,0.15547556178949057,1.0,2,4,0.42185705451011574,0.5390714727449422,0.0,1.0,False,0.3,0.10095341238311101,False
138,186.67499999999927,5274.799999999999,5088.125,0.2826086956521739,1.3527173913043427,-22.25,1.0366883675224172,-740.75,0.20012592670796156,0.4820642073878401,0.2520080998987503,53.992753623188406,27.0,0.9855072463768116,0.007246376811594203,0.3115942028985507,0.007246376811594203,0,0.0,2,29.86048578199052,2.5,none_sm0p75_tm3p00_d15,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,3.0,15,none,none,{},0.6094570290977513,0.5961315714327922,0.30163378792654943,1.0,2,4,0.4858649175972434,0.5070675412013783,1.0,1.0,False,0.3,0.3428957709301855,False
128,1169.0,5831.75,4662.75,0.3359375,9.1328125,-22.3125,1.2507104176719748,-511.125,1.2828965519171949,3.538250976836394,2.2871117632673026,65.40625,63.0,0.96875,0.0078125,0.3671875,0.0234375,0,0.0,2,27.696682464454973,2.5,none_sm0p75_tm3p00_d30,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,0.75,3.0,30,none,none,{},0.8136974623933132,0.8198815597960245,0.7575423036682568,1.0,3,4,0.46742609678026736,0.6412869516098663,1.0,1.0,False,0.0,0.8272250658492517,True
184,-1923.9500000000044,5057.549999999996,6981.5,0.22282608695652173,-10.456250000000024,-28.75,0.7244216858841217,-1898.4500000000044,-1.8964740079298392,-3.781960996682346,-1.0134320103242118,31.809782608695652,14.0,0.8260869565217391,0.16847826086956522,0.10869565217391304,0.005434782608695652,0,0.0,0,39.81398104265403,2.5,none_sm1p00_tm1p00_d0,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.0,0,none,none,{},0.17062572120632477,0.26967144111458785,0.018147038432504838,1.0,0,4,0.48867358078602524,0.2556632096069874,0.0,1.0,False,0.3,-0.06233774426957739,False
162,-1088.0500000000065,5235.449999999993,6323.5,0.2654320987654321,-6.716358024691399,-27.25,0.8279354787696677,-1583.0,-1.147363137514535,-2.202214962833559,-0.6873341756159232,36.96913580246913,20.0,0.7962962962962963,0.19753086419753085,0.12962962962962962,0.006172839506172839,0,0.0,0,35.053613744075825,2.5,none_sm1p00_tm1p00_d5,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.0,5,none,none,{},0.3444221512999899,0.37789024351083633,0.09120021134181847,1.0,1,4,0.40036202735317605,0.424818986323412,0.0,1.0,False,0.3,0.03908646617694933,False
148,-525.0500000000065,5581.449999999993,6106.5,0.30405405405405406,-3.5476351351351796,-26.25,0.914017849832145,-1217.2000000000007,-0.5325035705398167,-0.9912021926263606,-0.43135885639172383,44.33108108108108,28.0,0.7702702702702703,0.21621621621621623,0.14864864864864866,0.013513513513513514,0,0.0,1,32.024289099526065,2.5,none_sm1p00_tm1p00_d10,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.0,10,none,none,{},0.4614784859605159,0.4678853141591611,0.14854438007121265,1.0,3,4,0.6181764532310452,0.5659117733844774,0.0,1.0,True,0.44999999999999996,-0.033884892659685306,False
139,95.09999999999854,5767.0999999999985,5672.0,0.34532374100719426,0.6841726618704931,-21.5,1.0167665726375175,-591.4500000000007,0.09981144717816527,0.19358947449247518,0.16079127567841478,48.0431654676259,38.0,0.7410071942446043,0.2446043165467626,0.17985611510791366,0.014388489208633094,0,0.0,1,30.076866113744074,2.5,none_sm1p00_tm1p00_d15,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.0,15,none,none,{},0.5904171821234392,0.575304271766444,0.2811991890952887,1.0,2,4,0.4001761665237226,0.5499119167381387,0.6666666666666666,1.0,False,0.3,0.2873318157591627,False
128,1032.9249999999956,5920.424999999996,4887.5,0.390625,8.069726562499966,-17.5,1.2113401534526844,-685.8500000000022,1.2319652840190438,2.627334349025785,1.5060508857621817,60.2109375,46.0,0.734375,0.2421875,0.2734375,0.0234375,0,0.0,2,27.696682464454973,2.5,none_sm1p00_tm1p00_d30,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.0,30,none,none,{},0.7854053829280706,0.7787218000667451,0.5825672830946793,1.0,3,4,0.5794678858303949,0.5852660570848025,1.0,1.0,False,0.0,0.7772707067722889,True
183,-1589.6875,5422.3125,7012.0,0.21311475409836064,-8.68681693989071,-29.0,0.7732904306902453,-1637.28125,-1.4392569536991398,-3.138375007009849,-0.9709312312713531,36.021857923497265,14.0,0.8524590163934426,0.14207650273224043,0.13114754098360656,0.00546448087431694,0,0.0,1,39.59760071090047,2.5,none_sm1p00_tm1p25_d0,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.25,0,none,none,{},0.2401240214984466,0.3207614156011187,0.02766815887694583,1.0,0,4,0.5463300263525035,0.22683498682374825,0.0,1.0,False,0.3,-0.03764123965006044,False
161,-1007.5625,5582.4375,6590.0,0.2546583850931677,-6.258152173913044,-27.5,0.8471073596358119,-1189.15625,-0.9553398363218413,-1.9678065747270344,-0.8472919349328568,42.0,21.0,0.8385093167701864,0.14906832298136646,0.16770186335403728,0.012422360248447204,0,0.0,1,34.83723341232227,2.5,none_sm1p00_tm1p25_d5,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.25,5,none,none,{},0.36115673697670364,0.3979335433376692,0.05536611308716573,1.0,1,4,0.5485545029497442,0.3507227485251279,0.0,1.0,False,0.3,0.03078922215355384,False
147,-760.28125,5350.21875,6110.5,0.29931972789115646,-5.171981292517007,-26.5,0.8755778986989609,-1265.3125,-0.7719753400171613,-1.4411809381433824,-0.6008644109656706,50.46258503401361,34.0,0.8231292517006803,0.16326530612244897,0.19727891156462585,0.013605442176870748,0,0.0,2,31.80790876777251,2.5,none_sm1p00_tm1p25_d10,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.25,10,none,none,{},0.41257030137328127,0.4276981530104717,0.11057136317443751,1.0,2,4,0.575791946852467,0.4621040265737665,0.0,1.0,False,0.3,0.07458351440764527,False
138,-99.75,5624.25,5724.0,0.32608695652173914,-0.7228260869565217,-21.5,0.9825733752620545,-773.84375,-0.10458376294491589,-0.20481342034211283,-0.1289019908734806,55.69565217391305,46.0,0.8333333333333334,0.15217391304347827,0.2608695652173913,0.014492753623188406,0,0.0,2,29.86048578199052,2.5,none_sm1p00_tm1p25_d15,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.25,15,none,none,{},0.54990487873338,0.5395568919543393,0.21630144970670642,1.0,2,4,0.584363094252112,0.457818452873944,0.6666666666666666,1.0,False,0.3,0.2465055834613104,False
128,1253.9375,6141.4375,4887.5,0.390625,9.79638671875,-17.5,1.2565601023017903,-579.6875,1.4290359861654405,3.189498816740357,2.1631266846361186,66.40625,63.0,0.8046875,0.171875,0.34375,0.0234375,0,0.0,2,27.696682464454973,2.5,none_sm1p00_tm1p25_d30,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.25,30,none,none,{},0.8313572713191185,0.8259971299764577,0.7297668865284246,1.0,3,4,0.6213694920990841,0.5643152539504579,1.0,1.0,True,0.15,0.6671510648969036,True
182,-1463.574999999997,5635.425000000003,7099.0,0.2087912087912088,-8.041620879120863,-29.0,0.7938336385406399,-1543.4999999999964,-1.2615415651916055,-2.859042363844265,-0.9482183349530292,39.285714285714285,15.0,0.8736263736263736,0.11538461538461539,0.14835164835164835,0.01098901098901099,0,0.0,2,39.38122037914692,2.5,none_sm1p00_tm1p50_d0,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.5,0,none,none,{},0.2663447444200735,0.3422383732989691,0.03275635317145291,1.0,1,4,0.536478200789388,0.356760899605306,0.08333333333333333,1.0,False,0.3,0.005961448681326087,False
160,-922.8374999999905,5589.1625000000095,6512.0,0.25,-5.767734374999941,-27.5,0.8582866246928762,-1131.262499999997,-0.8572335109811665,-1.802648692080016,-0.8157589418901386,45.74375,23.5,0.875,0.1125,0.20625,0.0125,0,0.0,2,34.620853080568715,2.5,none_sm1p00_tm1p50_d5,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.5,5,none,none,{},0.3787723638934251,0.4096209392143076,0.06243020535615779,1.0,1,4,0.43438863311089365,0.40780568344455315,0.08333333333333333,1.0,False,0.3,0.05965266213632442,False
147,-441.1499999999978,5696.850000000002,6138.0,0.2925170068027211,-3.0010204081632503,-27.5,0.9281280547409583,-962.0249999999978,-0.4197559870791853,-0.8390405400372611,-0.4585639666328825,53.2312925170068,38.0,0.8707482993197279,0.11564625850340136,0.24489795918367346,0.013605442176870748,0,0.0,2,31.80790876777251,2.5,none_sm1p00_tm1p50_d10,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.5,10,none,none,{},0.4789225827243154,0.48263686981402754,0.14244982987512764,1.0,1,4,0.552691730755493,0.3486541346222535,0.0,1.0,False,0.3,0.08992361431849155,False
138,313.8124999999927,6037.812499999993,5724.0,0.32608695652173914,2.274003623188353,-21.5,1.0548239867225704,-665.8750000000036,0.3095976233184492,0.6443409671289001,0.471278393091783,58.471014492753625,47.5,0.8695652173913043,0.11594202898550725,0.2971014492753623,0.014492753623188406,0,0.0,2,29.86048578199052,2.5,none_sm1p00_tm1p50_d15,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.5,15,none,none,{},0.635890865239673,0.6150915084213346,0.35075521388399494,1.0,2,4,0.7389611495735311,0.38051942521323445,0.75,1.0,True,0.3,0.3041822138587696,False
128,1607.862500000003,6495.362500000003,4887.5,0.390625,12.561425781250023,-17.5,1.3289744245524302,-633.2125000000015,1.7303698192838883,4.089737759043974,2.539214718597626,69.5,71.5,0.8359375,0.1328125,0.375,0.03125,0,0.0,2,27.696682464454973,2.5,none_sm1p00_tm1p50_d30,MNQ,1min,next_execution_bar_open,next_execution_bar,stop_first,1.0,1.5,30,none,none,{},0.9049437069225413,0.9017028983755067,0.8140189766985145,1.0,3,4,0.5660848219446335,0.5919575890276833,1.0,1.0,False,0.0,0.8674729912646663,True
