portfolio_name,scope,days,net_pnl,annualized_return_proxy,daily_sharpe,sortino,max_drawdown,max_daily_loss,profit_factor,day_win_rate,avg_winning_day,avg_losing_day,monthly_hit_rate,active_days,trade_days,avg_trade_count_per_day,gross_profit,gross_loss,median_day,corr_to_baseline,beta_to_baseline,deployable,verdict
baseline_plus_pullback_equal_notional,defined_train,259,2789.312500000008,5.423835476096972,0.32218195446323,0.3764992315131597,-7322.4375,-750.0,1.0509357063535814,0.4671814671814672,475.62603305785126,-405.6402777777778,0.4666666666666667,256,256,1.054054054054054,57550.75,54761.4375,-49.0,0.0,0.0,True,reject
baseline_plus_pullback_equal_notional,defined_oos,367,24927.325000000004,32.01512638556032,2.1080621345976054,2.6150123475691687,-5877.875,-744.0,1.4059945592845389,0.5040871934604905,466.62432432432433,-361.16573529411767,0.68,355,355,1.0354223433242506,86325.5,61398.175,9.5,,0.9988618601606233,True,reject
baseline_plus_pullback_scaled_to_baseline_risk,defined_full,626,27754.361180866254,19.451610453376354,1.350992758121345,1.6296057105162798,-7332.403690718944,-751.0207861848206,1.2386082124714386,0.48881789137380194,470.823766397925,-381.36954536688137,0.6,611,611,1.0431309904153354,144072.07251776505,116317.71133689882,0.0,0.0,0.0,True,reject
baseline_plus_pullback_scaled_to_baseline_risk,defined_train,259,2793.1088888868717,5.431212205529867,0.32218195446322984,0.37649923151315956,-7332.403690718944,-751.0207861848206,1.0509357063535816,0.4671814671814672,476.2733830360999,-406.1923737665275,0.4666666666666667,256,256,1.054054054054054,57629.07934736809,54835.97045848121,-49.06669136407495,0.0,0.0,True,reject
baseline_plus_pullback_scaled_to_baseline_risk,defined_oos,367,24961.252291979385,32.05616912452458,2.1080621345976054,2.6150123475691687,-5885.875071461465,-745.012619895342,1.405994559284539,0.5040871934604905,467.25942254268637,-361.65729928480937,0.68,355,355,1.0354223433242506,86442.99317039698,61481.74087841759,9.512929958341061,,1.0002213593438185,True,reject
baseline_plus_pullback_capped_50pct,defined_full,626,27598.818750000002,19.355360159705715,1.3445657118995462,1.6211484955225948,-7334.71875,-750.0,1.2373044606281023,0.48881789137380194,470.26184640522877,-381.31575819672133,0.6,611,611,1.0431309904153354,143900.125,116301.30625000001,0.0,0.0,0.0,True,reject
baseline_plus_pullback_capped_50pct,defined_train,259,2778.1562500000045,5.402157783107064,0.32068012754388553,0.37465015115993083,-7334.71875,-750.0,1.0506942294193153,0.4671814671814672,475.870867768595,-405.9423611111111,0.4666666666666667,256,256,1.054054054054054,57580.375,54802.21875,-49.0,0.0,0.0,True,reject
baseline_plus_pullback_capped_50pct,defined_oos,367,24820.662500000002,31.886055997584094,2.0981705165450113,2.601298389285551,-5914.1875,-744.0,1.4035939964149873,0.5040871934604905,466.59324324324325,-361.7593382352942,0.68,355,355,1.0354223433242506,86319.75,61499.08750000001,9.5,,0.999430930080311,True,reject
baseline_plus_pullback_when_baseline_flat,defined_full,626,27466.0,19.27308009739177,1.337312730895599,1.6115339572216023,-7347.0,-750.0,1.235844682203026,0.48881789137380194,470.33986928104576,-381.8295081967213,0.6,611,611,1.0431309904153354,143924.0,116458.0,0.0,0.0,0.0,True,reject
baseline_plus_pullback_when_baseline_flat,defined_train,259,2752.0,5.351333126543523,0.3174389084640672,0.37075396593461113,-7347.0,-750.0,1.0501658828247475,0.4671814671814672,476.11570247933884,-406.35555555555555,0.4666666666666667,256,256,1.054054054054054,57610.0,54858.0,-49.0,0.0,0.0,True,reject
baseline_plus_pullback_when_baseline_flat,defined_oos,367,24714.0,31.75692794016236,2.0880724066086715,2.586886041214114,-5950.5,-744.0,1.4012012987012987,0.5040871934604905,466.56216216216217,-362.3529411764706,0.68,355,355,1.0354223433242506,86314.0,61600.0,9.5,,1.0000000000000002,True,reject
baseline_plus_m2k_only_equal_notional,defined_full,626,27525.27500000002,19.309810850565178,1.3419139034568985,1.6172149592530234,-7322.875,-750.0,1.2369034680728965,0.48881789137380194,469.6503267973856,-380.9433606557377,0.6,611,611,1.0223642172523961,143713.0,116187.725,0.0,0.0,0.0,True,reject
baseline_plus_m2k_only_equal_notional,defined_train,259,2860.125000000012,5.561428254779899,0.33080117617444826,0.3867661816925847,-7322.875,-750.0,1.0523531578694478,0.4671814671814672,475.1363636363636,-404.67685185185184,0.4666666666666667,256,256,1.0424710424710424,57491.5,54631.375,-39.99999999999909,0.0,0.0,True,reject
baseline_plus_m2k_only_equal_notional,defined_oos,367,24665.150000000005,31.697769731377477,2.084284075299272,2.57940401543665,-5984.25,-744.0,1.4006922112828328,0.5040871934604905,466.06216216216217,-362.0961764705882,0.68,355,355,1.008174386920981,86221.5,61556.35,9.5,,0.9997312618014358,True,reject
