session_date,baseline_daily_pnl_usd,baseline_daily_trade_count,baseline_defined,pullback_daily_pnl_usd,pullback_daily_trade_count,pullback_defined,pullback_fold_id,m2k_only_daily_pnl_usd,m2k_only_daily_trade_count,m2k_only_defined,m2k_only_fold_id,overlap_defined,train_mask,oos_mask
2020-06-16,-165.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-06-17,-508.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-06-18,-301.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-06-22,950.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-06-24,303.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-06-26,237.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-06-29,212.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-06-30,520.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-01,245.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-02,18.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-06,984.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-07,-326.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-08,-432.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-09,711.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-10,-436.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-13,-287.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-15,-110.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-16,-690.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-17,-188.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-20,730.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-21,390.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-22,-109.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-23,873.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-24,68.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-27,-718.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-29,240.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-30,-196.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-07-31,-514.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-03,-187.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-04,-256.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-05,-78.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-10,-180.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-11,-565.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-12,121.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-13,-280.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-14,-217.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-18,-504.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-21,253.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-24,-34.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-25,702.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-27,-226.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-28,-516.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-08-31,180.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-01,1158.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-02,-434.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-03,1338.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-09,134.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-10,-601.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-14,-681.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-15,-283.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-16,700.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-17,-282.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-21,-282.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-22,-523.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-23,760.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-25,780.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-28,-208.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-29,-355.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-09-30,-233.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-01,-486.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-02,-531.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-05,762.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-06,-274.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-08,-556.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-09,622.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-13,-267.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-14,1119.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-16,-477.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-19,978.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-20,-708.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-21,-39.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-22,-25.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-23,-380.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-26,-489.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-27,-339.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-28,205.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-29,-697.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-10-30,199.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-02,130.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-03,1272.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-05,-723.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-06,56.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-10,-92.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-11,95.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-12,-370.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-13,-562.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-16,44.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-19,265.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-23,1434.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-24,1424.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-25,-552.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-27,292.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-11-30,-354.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-12-01,454.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-12-02,247.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-12-03,-515.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-12-07,-14.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-12-10,0.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-12-11,-339.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-12-14,-211.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-12-21,-397.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-12-22,-290.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-12-29,7.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2020-12-30,65.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-04,1392.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-05,-498.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-06,-168.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-07,490.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-08,-301.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-11,-197.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-13,70.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-15,1386.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-20,1292.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-21,184.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-25,714.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-26,-100.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-27,0.0,0.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-28,-520.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-01-29,-302.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-01,236.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-02,27.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-03,436.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-04,-474.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-05,-520.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-08,-712.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-09,-267.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-10,1372.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-16,-367.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-18,-433.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-19,504.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-22,932.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-23,0.0,0.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-02-25,476.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-01,622.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-02,187.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-03,644.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-09,112.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-10,134.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-11,-694.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-12,-230.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-15,-716.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-16,-628.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-17,884.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-18,570.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-22,108.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-23,-622.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-24,606.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-25,-476.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-26,-535.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-29,-548.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-30,-571.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-03-31,107.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-01,90.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-05,730.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-06,-154.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-07,108.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-08,-322.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-09,394.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-14,588.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-15,254.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-19,181.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-20,806.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-21,532.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-22,-262.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-23,1270.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-27,-116.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-29,-22.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-04-30,-722.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-03,-454.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-04,-18.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-06,-376.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-07,-90.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-10,1194.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-12,212.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-13,-568.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-14,502.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-17,-750.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-18,-270.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-19,302.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-21,480.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-24,280.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-26,-310.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-05-27,-225.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-06-01,286.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-06-03,-330.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-06-04,112.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-06-07,-312.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-06-08,66.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-06-09,87.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-06-15,423.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-06-17,246.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-06-21,116.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-06-22,301.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-06-25,-136.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-06-28,442.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-07,87.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-08,385.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-09,472.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-12,-406.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-13,-549.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-14,-478.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-15,-7.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-16,1165.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-19,-472.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-20,163.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-22,440.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-26,48.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-27,1086.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-28,-65.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-07-30,8.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-08-03,-488.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-08-04,-254.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-08-06,15.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-08-11,112.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-08-12,261.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-08-16,-394.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-08-17,-191.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-08-19,514.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-08-20,274.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-08-23,588.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-08-24,28.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-08-27,361.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-03,-2.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-07,-720.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-13,-65.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-14,51.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-15,-709.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-16,-354.0,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
2021-09-20,52.5,1.0,True,0.0,0.0,False,,0.0,0.0,False,,False,True,False
