variant_name,family,feature_key,horizon,context_key,high_threshold,low_threshold,up_multiplier,down_multiplier,promotion_candidate,oos_promotion_ready,support_cluster_count,is_screen_score,is_sharpe,oos_sharpe,oos_sharpe_delta_vs_baseline,oos_net_pnl,oos_max_drawdown,oos_max_drawdown_improvement_vs_baseline,oos_profit_factor,oos_trade_count
downside_downsize__rs_minus_share_pct__session__t85__d75,downside_downsize,rs_minus_share_pct,session,,0.85,,,0.75,False,False,1.0,0.08897723487852428,0.19460178403324363,-0.4367921340484723,0.02569707555657047,-7396.99999999791,-12992.499999998168,0.07490476699063793,0.9134342506392885,257
downside_downsize__rs_minus_share_pct__session__t90__d75,downside_downsize,rs_minus_share_pct,session,,0.9,,,0.75,False,False,1.0,0.06224796579450788,0.17609261648681668,-0.49601022050199395,-0.0335210108969512,-8482.499999997875,-14070.499999998126,-0.0018512584997753274,0.9025128862277043,257
downside_downsize__rs_ratio_pct__30m__t85__d75,downside_downsize,rs_ratio_pct,30m,,0.85,,,0.75,True,True,1.0,0.12562564110420044,0.21992119302946833,-0.4485893080608086,0.01389990154423415,-7571.999999997892,-13230.999999998148,0.05792303036775969,0.9115151798443675,257
downside_downsize__rs_ratio_pct__30m__t90__d75,downside_downsize,rs_ratio_pct,30m,,0.9,,,0.75,False,False,1.0,0.09618682536003825,0.20169063836209883,-0.45182512170972833,0.010664087895314422,-7679.999999997865,-13338.999999998116,0.050233187368722176,0.9109492944355128,257
downside_downsize__rs_ratio_pct__session__t85__d75,downside_downsize,rs_ratio_pct,session,,0.85,,,0.75,False,False,1.0,0.08897723487852428,0.19460178403324363,-0.4367921340484723,0.02569707555657047,-7396.99999999791,-12992.499999998168,0.07490476699063793,0.9134342506392885,257
downside_downsize__rs_ratio_pct__session__t90__d75,downside_downsize,rs_ratio_pct,session,,0.9,,,0.75,False,False,1.0,0.06224796579450788,0.17609261648681668,-0.49601022050199395,-0.0335210108969512,-8482.499999997875,-14070.499999998126,-0.0018512584997753274,0.9025128862277043,257
downside_three_state__rs_minus_share_pct__30m__t85__lo25__u110__d75,downside_three_state,rs_minus_share_pct,30m,,0.85,0.25,1.1,0.75,True,True,1.0,0.11313428233688476,0.2230509405577172,-0.4419655001599332,0.02052370944510956,-7681.999999997854,-13427.99999999811,0.043896187119513805,0.9127328081246634,257
downside_three_state__rs_minus_share_pct__30m__t90__lo25__u110__d75,downside_three_state,rs_minus_share_pct,30m,,0.9,0.25,1.1,0.75,False,False,1.0,0.08421747114209954,0.2053228633120042,-0.44523951756709207,0.01724969203795068,-7789.999999997826,-13535.999999998081,0.03620634412047603,0.9121733983483408,257
downside_three_state__rs_minus_share_pct__session__t85__lo25__u110__d75,downside_three_state,rs_minus_share_pct,session,,0.85,0.25,1.1,0.75,False,False,1.0,0.06710379909136162,0.18726315481350853,-0.4434541335525193,0.01903507605252347,-7725.499999997861,-13260.999999998125,0.05578696286802809,0.912130845479745,257
downside_three_state__rs_minus_share_pct__session__t90__lo25__u110__d75,downside_three_state,rs_minus_share_pct,session,,0.9,0.25,1.1,0.75,False,False,1.0,0.04258960940995589,0.16937720180548343,-0.5011051162782753,-0.0386159066732325,-8810.999999997828,-14338.99999999809,-0.020969062622385685,0.9015338194619273,257
downside_three_state__rs_ratio_pct__30m__t85__lo25__u110__d75,downside_three_state,rs_ratio_pct,30m,,0.85,0.25,1.1,0.75,True,True,1.0,0.11313428233688476,0.2230509405577172,-0.4419655001599332,0.02052370944510956,-7681.999999997854,-13427.99999999811,0.043896187119513805,0.9127328081246634,257
downside_three_state__rs_ratio_pct__30m__t90__lo25__u110__d75,downside_three_state,rs_ratio_pct,30m,,0.9,0.25,1.1,0.75,False,False,1.0,0.08421747114209954,0.2053228633120042,-0.44523951756709207,0.01724969203795068,-7789.999999997826,-13535.999999998081,0.03620634412047603,0.9121733983483408,257
downside_three_state__rs_ratio_pct__session__t85__lo25__u110__d75,downside_three_state,rs_ratio_pct,session,,0.85,0.25,1.1,0.75,False,False,1.0,0.06710379909136162,0.18726315481350853,-0.4434541335525193,0.01903507605252347,-7725.499999997861,-13260.999999998125,0.05578696286802809,0.912130845479745,257
downside_three_state__rs_ratio_pct__session__t90__lo25__u110__d75,downside_three_state,rs_ratio_pct,session,,0.9,0.25,1.1,0.75,False,False,1.0,0.04258960940995589,0.16937720180548343,-0.5011051162782753,-0.0386159066732325,-8810.999999997828,-14338.99999999809,-0.020969062622385685,0.9015338194619273,257
reference_downside_hard_skip__rs_minus_pct__session__t90,reference_downside_hard_skip,rs_minus_pct,session,,0.9,,,,False,False,0.0,0.002556824532055302,0.11318238440139675,-0.8570608218969858,-0.3945716122919431,-14276.499999997952,-18720.99999999817,-0.332977322083434,0.8301073989230552,224
