name,axis,group,strategy_variant,dataset_key,execution_profile,or_minutes,target_multiple,side_mode,entry_buffer_ticks,stop_buffer_ticks,opening_time,time_exit,one_trade_per_day,risk_per_trade_pct,initial_capital_usd,tick_value_usd,point_value_usd,max_leverage,atr_period,atr_regime,atr_min,atr_max,direction_filter_mode,ema_length,entry_on_next_open,notes,dataset_path,commission_per_side_usd,slippage_ticks,execution_tick_size,n_trades,win_rate,avg_win,avg_loss,average_losing_trade,expectancy,profit_factor,cumulative_pnl,max_drawdown,max_drawdown_pct,sharpe_ratio,max_consecutive_losses,avg_consecutive_losses,longest_loss_streak,number_of_loss_streaks_2_plus,worst_trade,worst_day,stop_hit_rate,target_hit_rate,eod_exit_rate,proportion_filtered_out,trade_count_after_filters,percent_of_days_traded,avg_R,median_R,pnl_to_risk_ratio,daily_sharpe_basis,n_sessions,raw_signal_count,passes_min_trades,avg_r_component,profit_factor_component,expectancy_component,participation_component,drawdown_penalty,loss_streak_penalty,trade_penalty,robustness_score
filter_current_long_only_none_vwap_only,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,none,,,vwap_only,,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,575,0.41391304347826086,147.5966386554622,-89.31044776119403,-89.31044776119403,9.059130434782608,1.1741034125472107,5209.0,-1440.0,0.0288,0.5899811820027339,8,2.326388888888889,8,89,-125.0,-125.0,0.4956521739130435,0.020869565217391306,0.4834782608695652,0.001467351430667645,575,0.326519023282226,0.10334040926042941,-0.7007874015748031,0.09065436825617822,daily_pnl_over_static_capital,1761,1363,True,3.6169143241150294,2.089240950566529,1.2172099451126737,15.0,4.319999999999999,32.0,0.0,-14.396634780205769
filter_current_long_only_band_3_vwap_only,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,band_3,12.0,224.01785714285714,vwap_only,,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,227,0.3700440528634361,198.07738095238096,-95.9055944055944,-95.9055944055944,12.881057268722467,1.213205002005177,2924.0,-1327.0,0.02654,0.45568372396676954,7,2.75,7,36,-125.0,-125.0,0.5814977973568282,0.02643171806167401,0.3920704845814978,0.9876659596197659,227,0.12890403180011356,0.13624924290682414,-1.0,0.12533219031290185,daily_pnl_over_static_capital,1761,76374,True,4.768723501738845,2.558460024062124,1.6117171076690915,8.59360212000757,3.9809999999999994,28.0,0.0,-14.44849724652237
filter_current_long_only_band_1_vwap_only,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,band_1,0.39285714285714285,7.196428571428571,vwap_only,,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,333,0.47147147147147145,90.84394904458598,-77.97413793103448,-77.97413793103448,2.0870870870870872,1.0512253547079418,695.0,-1531.0,0.03062,0.14340847246731606,6,1.9333333333333333,6,43,-125.0,-125.0,0.3783783783783784,0.0,0.6216216216216216,0.9916725609468572,333,0.1890971039182283,0.017149160687159465,-0.09195402298850575,0.021434739698988403,daily_pnl_over_static_capital,1761,106035,True,0.6002206240505813,0.6147042564953011,0.32119681870925654,12.606473594548554,4.593,24.0,0.0,-14.450404706196307
current_15m_long_only_rr5,axis_b_current_logic_baselines,group_2_current_logic_baselines,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,none,,,none,,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,576,0.4131944444444444,147.5966386554622,-89.36160714285714,-89.36160714285714,8.858506944444445,1.1699388852808446,5102.5,-1440.0,0.0288,0.5776090788856589,8,2.3333333333333335,8,89,-125.0,-125.0,0.4965277777777778,0.020833333333333332,0.4826388888888889,0.0,576,0.3270868824531516,0.1014248877165745,-0.7298579865016872,0.08863662025657283,daily_pnl_over_static_capital,1761,1362,True,3.5498710700801075,2.0392666233701346,1.1895721969659123,15.0,4.319999999999999,32.0,0.0,-14.541290109583848
prop_baseline_long_only_rr5,axis_b_prop_viable,group_2_prop_risk_grid,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,none,,,none,,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,576,0.4131944444444444,147.5966386554622,-89.36160714285714,-89.36160714285714,8.858506944444445,1.1699388852808446,5102.5,-1440.0,0.0288,0.5776090788856589,8,2.3333333333333335,8,89,-125.0,-125.0,0.4965277777777778,0.020833333333333332,0.4826388888888889,0.0,576,0.3270868824531516,0.1014248877165745,-0.7298579865016872,0.08863662025657283,daily_pnl_over_static_capital,1761,1362,True,3.5498710700801075,2.0392666233701346,1.1895721969659123,15.0,4.319999999999999,32.0,0.0,-14.541290109583848
filter_current_long_only_none_none,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,none,,,none,,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,576,0.4131944444444444,147.5966386554622,-89.36160714285714,-89.36160714285714,8.858506944444445,1.1699388852808446,5102.5,-1440.0,0.0288,0.5776090788856589,8,2.3333333333333335,8,89,-125.0,-125.0,0.4965277777777778,0.020833333333333332,0.4826388888888889,0.0,576,0.3270868824531516,0.1014248877165745,-0.7298579865016872,0.08863662025657283,daily_pnl_over_static_capital,1761,1362,True,3.5498710700801075,2.0392666233701346,1.1895721969659123,15.0,4.319999999999999,32.0,0.0,-14.541290109583848
filter_current_long_only_band_2_vwap_and_ema_ema50,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,band_2,7.196428571428571,12.0,vwap_and_ema,50.0,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,316,0.43037974683544306,139.34926470588235,-92.9888888888889,-92.9888888888889,7.004746835443038,1.1322439956984107,2213.5,-1280.0,0.0256,0.3430154212760318,7,2.142857142857143,7,45,-125.0,-125.0,0.509493670886076,0.015822784810126583,0.47468354430379744,0.9844406869056668,316,0.1794434980124929,0.07771620332852651,-1.0,0.06941591532732262,daily_pnl_over_static_capital,1761,64463,True,2.720067116498428,1.5869279483809287,0.9039462997106561,11.962899867499527,3.84,28.0,0.0,-14.66615876791046
filter_current_long_only_band_1_vwap_and_ema_ema20,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,band_1,0.39285714285714285,7.196428571428571,vwap_and_ema,20.0,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,331,0.47129909365558914,90.6474358974359,-78.0635838150289,-78.0635838150289,1.9214501510574018,1.0470936690114772,636.0,-1541.5,0.03083,0.13156771339519296,6,1.9438202247191012,6,44,-125.0,-125.0,0.3776435045317221,0.0,0.622356495468278,0.99185207232681,331,0.18796138557637707,0.01527294030480852,-0.09195402298850575,0.019682785299806577,daily_pnl_over_static_capital,1761,107512,True,0.5345529106682981,0.5651240281377259,0.2953669391777242,12.530759038425138,4.624499999999999,24.0,0.0,-14.698697083591112
filter_current_long_only_band_1_ema_only_ema20,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,band_1,0.39285714285714285,7.196428571428571,ema_only,20.0,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,332,0.46987951807228917,90.97435897435898,-78.33045977011494,-78.33045977011494,1.694277108433735,1.0412707729557211,562.5,-1530.5,0.03061,0.1157654422658171,6,1.9550561797752808,6,44,-125.0,-125.0,0.3795180722891566,0.0,0.6204819277108434,0.991803890121776,332,0.18852924474730268,0.01602385106958046,-0.09248863940122962,0.017368616068671648,daily_pnl_over_static_capital,1761,107246,True,0.5608347874353161,0.4952492754686535,0.25955835521549864,12.568616316486844,4.5915,24.0,0.0,-14.707241265393687
filter_current_long_only_none_ema_only_ema20,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,none,,,ema_only,20.0,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,565,0.41415929203539825,145.9636752136752,-89.67173252279635,-89.67173252279635,8.236283185840708,1.1577350688088943,4653.5,-1459.5,0.02919,0.5333828452601895,8,2.2847222222222223,8,88,-125.0,-125.0,0.49557522123893805,0.019469026548672566,0.4849557522123894,0.1067193675889328,565,0.32084043157296993,0.09189653424872489,-0.7007874015748031,0.08225873452179984,daily_pnl_over_static_capital,1761,1518,True,3.216378698705371,1.8928208257067318,1.1021912418717075,15.0,4.3785,32.0,0.0,-15.167109233716186
filter_current_long_only_none_vwap_and_ema_ema20,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,none,,,vwap_and_ema,20.0,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,565,0.41415929203539825,145.9636752136752,-89.67173252279635,-89.67173252279635,8.236283185840708,1.1577350688088943,4653.5,-1459.5,0.02919,0.5333828452601895,8,2.2847222222222223,8,88,-125.0,-125.0,0.49557522123893805,0.019469026548672566,0.4849557522123894,0.1067193675889328,565,0.32084043157296993,0.09189653424872489,-0.7007874015748031,0.08225873452179984,daily_pnl_over_static_capital,1761,1518,True,3.216378698705371,1.8928208257067318,1.1021912418717075,15.0,4.3785,32.0,0.0,-15.167109233716186
current_15m_long_only_rr10,axis_b_current_logic_baselines,group_2_current_logic_baselines,current_orb,current_1m_rth,repo_realistic,15,10.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,none,,,none,,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,576,0.4114583333333333,144.30379746835442,-89.42581602373888,-89.42581602373888,7.0546875,1.134836493952516,4063.5,-1440.0,0.0288,0.4694238477847597,8,2.3566433566433567,8,89,-125.0,-125.0,0.4982638888888889,0.0,0.5017361111111112,0.0,576,0.3270868824531516,0.08402494240389909,-0.7902624077800133,0.07058792874327952,daily_pnl_over_static_capital,1761,1362,True,2.940872984136468,1.6180379274301915,0.9466645512916232,15.0,4.319999999999999,32.0,0.0,-15.814424537141718
filter_current_long_only_band_3_vwap_and_ema_ema20,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,band_3,12.0,224.01785714285714,vwap_and_ema,20.0,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,211,0.36492890995260663,201.14935064935065,-97.69402985074628,-97.69402985074628,11.362559241706162,1.183141089297991,2397.5,-1239.0,0.02478,0.3829638447683262,7,2.7346938775510203,7,34,-125.0,-125.0,0.5924170616113744,0.02843601895734597,0.3791469194312796,0.9880440104099565,211,0.1198182850653038,0.12040026053605156,-1.0,0.10966015642866944,daily_pnl_over_static_capital,1761,77618,True,4.214009118761805,2.197693071575892,1.3956913345553057,7.987885671020253,3.717,28.0,0.0,-15.921720804086744
current_15m_long_only_rr3,axis_b_current_logic_baselines,group_2_current_logic_baselines,current_orb,current_1m_rth,repo_realistic,15,3.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,none,,,none,,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,576,0.4149305555555556,140.39121338912133,-89.37164179104478,-89.37164179104478,6.274305555555555,1.120710098699043,3614.0,-1442.0,0.02884,0.43593801733230053,8,2.326388888888889,8,89,-125.0,-125.0,0.4947916666666667,0.08854166666666667,0.4166666666666667,0.0,576,0.3270868824531516,0.06994073953158332,-0.6931356362712725,0.06277956797790382,daily_pnl_over_static_capital,1761,1362,True,2.447925883605416,1.4485211843885164,0.8424558971704046,15.0,4.326,32.0,0.0,-16.587097034835665
prop_baseline_long_only_rr3,axis_b_prop_viable,group_2_prop_risk_grid,current_orb,current_1m_rth,repo_realistic,15,3.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,none,,,none,,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,576,0.4149305555555556,140.39121338912133,-89.37164179104478,-89.37164179104478,6.274305555555555,1.120710098699043,3614.0,-1442.0,0.02884,0.43593801733230053,8,2.326388888888889,8,89,-125.0,-125.0,0.4947916666666667,0.08854166666666667,0.4166666666666667,0.0,576,0.3270868824531516,0.06994073953158332,-0.6931356362712725,0.06277956797790382,daily_pnl_over_static_capital,1761,1362,True,2.447925883605416,1.4485211843885164,0.8424558971704046,15.0,4.326,32.0,0.0,-16.587097034835665
filter_current_long_only_band_3_ema_only_ema20,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,band_3,12.0,224.01785714285714,ema_only,20.0,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,213,0.3615023474178404,201.14935064935065,-97.24264705882354,-97.24264705882354,10.626760563380282,1.1711531190926276,2263.5,-1312.0,0.02624,0.36125663622787285,7,2.7755102040816326,7,34,-125.0,-125.0,0.5915492957746479,0.028169014084507043,0.38028169014084506,0.9880001031140442,213,0.12095400340715502,0.11191085968376414,-1.0,0.1026833306870506,daily_pnl_over_static_capital,1761,77584,True,3.916880088931745,2.0538374291115318,1.3113703772730902,8.063600227143668,3.9359999999999995,28.0,0.0,-16.590311877539964
filter_current_both_band_3_vwap_and_ema_ema50,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,both,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,band_3,12.0,224.01785714285714,vwap_and_ema,50.0,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,303,0.3696369636963696,204.10267857142858,-97.282722513089,-97.282722513089,14.12046204620462,1.2302620956891448,4278.5,-1768.5,0.03537,0.5343936954421468,8,2.546666666666667,8,47,-125.0,-125.0,0.5808580858085809,0.04950495049504951,0.3696369636963696,0.9855411988110965,303,0.17206132879045996,0.1300072869689924,-1.0,0.1368528795560318,daily_pnl_over_static_capital,1761,96896,True,4.550255043914735,2.7631451482697376,1.7417845654109572,11.47075525269733,5.305499999999999,32.0,0.0,-16.779559989707238
filter_current_long_only_band_1_vwap_and_ema_ema50,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,band_1,0.39285714285714285,7.196428571428571,vwap_and_ema,50.0,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,330,0.4666666666666667,88.48376623376623,-78.09482758620689,-78.09482758620689,0.11515151515151516,1.0027964823196085,38.0,-1748.5,0.03497,0.00795820227161212,6,1.9550561797752808,6,44,-124.5,-124.5,0.38181818181818183,0.0,0.6181818181818182,0.9918235530208985,330,0.18739352640545145,-0.0029073319775301965,-0.11230110159118727,0.0011819963295903449,daily_pnl_over_static_capital,1761,107137,True,-0.10175661921355687,0.033557787835301944,0.01769410631315919,12.49290176036343,5.2455,24.0,0.0,-16.803102964701665
filter_current_long_only_band_1_ema_only_ema50,axis_c_filter_campaign,group_3_filter_campaign,current_orb,current_1m_rth,repo_realistic,15,5.0,long_only,0,2,09:30:00,16:00:00,True,0.25,50000.0,0.5,2.0,,14,band_1,0.39285714285714285,7.196428571428571,ema_only,50.0,True,,C:/Donnees/Business/Trading/Code/algo-trading-intraday-research/data/raw/MNQ_1mim.parquet,1.25,1,0.25,331,0.4652567975830816,88.62662337662337,-78.29142857142857,-78.29142857142857,-0.15861027190332327,0.996168162907817,-52.5,-1748.5,0.03497,-0.010967708444241563,6,1.9662921348314606,6,44,-124.5,-124.5,0.38368580060422963,0.0,0.6163141993957704,0.9917789001122335,331,0.18796138557637707,-0.0048237259677703405,-0.13157894736842105,-0.0016284371655887963,daily_pnl_over_static_capital,1761,106920,True,-0.1688304088719619,-0.04598204510619652,-0.02431074892321574,12.530759038425138,5.2455,24.0,0.0,-16.953864164476236
