config_id,symbol,signal_time,signal_actionable_time,direction,filter_family,filter_label,stop_multiplier,target_multiplier,entry_delay_minutes,skipped_by_filter,filter_reason,executed,pnl,net_pnl_usd,gross_pnl_usd,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,exit_reason,holding_minutes,mfe_ticks_1m,mae_ticks_1m,quantity,session_date,signal_timeframe,fold_id
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-03-04 10:00:00-05:00,2022-03-04 10:15:00-05:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-03-04 10:16:00-05:00,,4293.75,,,,,,,,1,2022-03-04,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-03-07 09:30:00-05:00,2022-03-07 09:45:00-05:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-03-07 09:46:00-05:00,,4295.5,,,,,,,,1,2022-03-07,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-03-21 09:30:00-04:00,2022-03-21 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-03-21 09:46:00-04:00,,4465.0,,,,,,,,1,2022-03-21,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-03-21 09:45:00-04:00,2022-03-21 10:00:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-03-21 10:01:00-04:00,,4448.75,,,,,,,,1,2022-03-21,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-03-25 11:00:00-04:00,2022-03-25 11:15:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-03-25 11:16:00-04:00,,4511.5,,,,,,,,1,2022-03-25,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-03-29 10:00:00-04:00,2022-03-29 10:15:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-03-29 10:16:00-04:00,,4586.5,,,,,,,,1,2022-03-29,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-03-30 15:45:00-04:00,2022-03-30 16:00:00-04:00,short,none,none,1.0,1.0,0,False,entry_delay_out_of_session,False,,,,,,,,,,,,,,1,2022-03-30,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-03-31 15:45:00-04:00,2022-03-31 16:00:00-04:00,long,none,none,1.0,1.0,0,False,entry_delay_out_of_session,False,,,,,,,,,,,,,,1,2022-03-31,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-01 15:45:00-04:00,2022-04-01 16:00:00-04:00,short,none,none,1.0,1.0,0,False,entry_delay_out_of_session,False,,,,,,,,,,,,,,1,2022-04-01,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-04 09:45:00-04:00,2022-04-04 10:00:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-04-04 10:01:00-04:00,,4554.75,,,,,,,,1,2022-04-04,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-05 09:30:00-04:00,2022-04-05 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-04-05 09:46:00-04:00,,4580.0,,,,,,,,1,2022-04-05,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-05 10:00:00-04:00,2022-04-05 10:15:00-04:00,long,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-04-05 10:16:00-04:00,,4554.5,,,,,,,,1,2022-04-05,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-06 14:30:00-04:00,2022-04-06 14:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-04-06 14:46:00-04:00,,4478.25,,,,,,,,1,2022-04-06,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-13 09:30:00-04:00,2022-04-13 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-04-13 09:46:00-04:00,,4406.0,,,,,,,,1,2022-04-13,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-18 09:30:00-04:00,2022-04-18 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-04-18 09:46:00-04:00,,4397.0,,,,,,,,1,2022-04-18,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-19 09:30:00-04:00,2022-04-19 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-04-19 09:46:00-04:00,,4400.5,,,,,,,,1,2022-04-19,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-19 09:45:00-04:00,2022-04-19 10:00:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-04-19 10:01:00-04:00,,4421.25,,,,,,,,1,2022-04-19,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-20 09:30:00-04:00,2022-04-20 09:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-04-20 09:46:00-04:00,,4463.0,,,,,,,,1,2022-04-20,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-22 09:30:00-04:00,2022-04-22 09:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-04-22 09:46:00-04:00,,4352.75,,,,,,,,1,2022-04-22,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-26 15:45:00-04:00,2022-04-26 16:00:00-04:00,long,none,none,1.0,1.0,0,False,entry_delay_out_of_session,False,,,,,,,,,,,,,,1,2022-04-26,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-27 09:30:00-04:00,2022-04-27 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-04-27 09:46:00-04:00,,4212.75,,,,,,,,1,2022-04-27,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-27 10:00:00-04:00,2022-04-27 10:15:00-04:00,long,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-04-27 10:16:00-04:00,,4171.5,,,,,,,,1,2022-04-27,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-28 09:30:00-04:00,2022-04-28 09:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-04-28 09:46:00-04:00,,4210.25,,,,,,,,1,2022-04-28,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-04-29 15:45:00-04:00,2022-04-29 16:00:00-04:00,long,none,none,1.0,1.0,0,False,entry_delay_out_of_session,False,,,,,,,,,,,,,,1,2022-04-29,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-05-02 10:15:00-04:00,2022-05-02 10:30:00-04:00,short,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-05-02 10:31:00-04:00,,4158.75,,,,,,,,1,2022-05-02,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-05-06 09:30:00-04:00,2022-05-06 09:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-05-06 09:46:00-04:00,,4082.0,,,,,,,,1,2022-05-06,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-05-20 15:30:00-04:00,2022-05-20 15:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-05-20 15:46:00-04:00,,3879.25,,,,,,,,1,2022-05-20,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-05-25 09:30:00-04:00,2022-05-25 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-05-25 09:46:00-04:00,,3951.75,,,,,,,,1,2022-05-25,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-05-26 09:30:00-04:00,2022-05-26 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-05-26 09:46:00-04:00,,4012.5,,,,,,,,1,2022-05-26,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-05-31 09:30:00-04:00,2022-05-31 09:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-05-31 09:46:00-04:00,,4115.0,,,,,,,,1,2022-05-31,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-01 10:00:00-04:00,2022-06-01 10:15:00-04:00,long,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-06-01 10:16:00-04:00,,4116.0,,,,,,,,1,2022-06-01,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-02 10:00:00-04:00,2022-06-02 10:15:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-06-02 10:16:00-04:00,,4101.75,,,,,,,,1,2022-06-02,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-02 10:15:00-04:00,2022-06-02 10:30:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-06-02 10:31:00-04:00,,4086.0,,,,,,,,1,2022-06-02,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-07 09:30:00-04:00,2022-06-07 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-06-07 09:46:00-04:00,,4099.25,,,,,,,,1,2022-06-07,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-09 09:45:00-04:00,2022-06-09 10:00:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-06-09 10:01:00-04:00,,4114.0,,,,,,,,1,2022-06-09,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-09 15:45:00-04:00,2022-06-09 16:00:00-04:00,long,none,none,1.0,1.0,0,False,entry_delay_out_of_session,False,,,,,,,,,,,,,,1,2022-06-09,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-21 09:30:00-04:00,2022-06-21 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-06-21 09:46:00-04:00,,3750.75,,,,,,,,1,2022-06-21,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-22 09:30:00-04:00,2022-06-22 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-06-22 09:46:00-04:00,,3741.0,,,,,,,,1,2022-06-22,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-22 10:15:00-04:00,2022-06-22 10:30:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-06-22 10:31:00-04:00,,3784.75,,,,,,,,1,2022-06-22,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-24 09:30:00-04:00,2022-06-24 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-06-24 09:46:00-04:00,,3851.5,,,,,,,,1,2022-06-24,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-24 10:00:00-04:00,2022-06-24 10:15:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-06-24 10:16:00-04:00,,3886.25,,,,,,,,1,2022-06-24,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-27 09:30:00-04:00,2022-06-27 09:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-06-27 09:46:00-04:00,,3902.75,,,,,,,,1,2022-06-27,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-28 09:30:00-04:00,2022-06-28 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-06-28 09:46:00-04:00,,3941.25,,,,,,,,1,2022-06-28,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-06-29 09:30:00-04:00,2022-06-29 09:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-06-29 09:46:00-04:00,,3803.5,,,,,,,,1,2022-06-29,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-07-01 10:00:00-04:00,2022-07-01 10:15:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-07-01 10:16:00-04:00,,3777.25,,,,,,,,1,2022-07-01,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-07-12 09:30:00-04:00,2022-07-12 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-07-12 09:46:00-04:00,,3866.25,,,,,,,,1,2022-07-12,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-07-13 10:30:00-04:00,2022-07-13 10:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-07-13 10:46:00-04:00,,3810.5,,,,,,,,1,2022-07-13,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-07-14 09:30:00-04:00,2022-07-14 09:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-07-14 09:46:00-04:00,,3742.75,,,,,,,,1,2022-07-14,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-07-21 10:00:00-04:00,2022-07-21 10:15:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-07-21 10:16:00-04:00,,3943.75,,,,,,,,1,2022-07-21,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-07-27 09:30:00-04:00,2022-07-27 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-07-27 09:46:00-04:00,,3967.0,,,,,,,,1,2022-07-27,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-07-27 14:30:00-04:00,2022-07-27 14:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-07-27 14:46:00-04:00,,4014.75,,,,,,,,1,2022-07-27,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-05 09:30:00-04:00,2022-08-05 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-08-05 09:46:00-04:00,,4122.25,,,,,,,,1,2022-08-05,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-08 09:30:00-04:00,2022-08-08 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-08-08 09:46:00-04:00,,4177.75,,,,,,,,1,2022-08-08,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-09 09:45:00-04:00,2022-08-09 10:00:00-04:00,long,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-08-09 10:01:00-04:00,,4120.0,,,,,,,,1,2022-08-09,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-11 11:00:00-04:00,2022-08-11 11:15:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-08-11 11:16:00-04:00,,4234.5,,,,,,,,1,2022-08-11,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-19 09:30:00-04:00,2022-08-19 09:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-08-19 09:46:00-04:00,,4249.0,,,,,,,,1,2022-08-19,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-19 09:45:00-04:00,2022-08-19 10:00:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-08-19 10:01:00-04:00,,4238.0,,,,,,,,1,2022-08-19,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-22 15:45:00-04:00,2022-08-22 16:00:00-04:00,short,none,none,1.0,1.0,0,False,entry_delay_out_of_session,False,,,,,,,,,,,,,,1,2022-08-22,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-23 09:45:00-04:00,2022-08-23 10:00:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-08-23 10:01:00-04:00,,4147.75,,,,,,,,1,2022-08-23,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-23 10:00:00-04:00,2022-08-23 10:15:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-08-23 10:16:00-04:00,,4159.0,,,,,,,,1,2022-08-23,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-25 09:45:00-04:00,2022-08-25 10:00:00-04:00,short,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-08-25 10:01:00-04:00,,4174.0,,,,,,,,1,2022-08-25,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-26 10:15:00-04:00,2022-08-26 10:30:00-04:00,long,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-08-26 10:31:00-04:00,,4141.5,,,,,,,,1,2022-08-26,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-26 10:30:00-04:00,2022-08-26 10:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-08-26 10:46:00-04:00,,4135.5,,,,,,,,1,2022-08-26,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-30 09:30:00-04:00,2022-08-30 09:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-08-30 09:46:00-04:00,,4031.25,,,,,,,,1,2022-08-30,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-30 10:00:00-04:00,2022-08-30 10:15:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-08-30 10:16:00-04:00,,4007.75,,,,,,,,1,2022-08-30,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-30 10:30:00-04:00,2022-08-30 10:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-08-30 10:46:00-04:00,,3978.5,,,,,,,,1,2022-08-30,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-08-31 15:45:00-04:00,2022-08-31 16:00:00-04:00,long,none,none,1.0,1.0,0,False,entry_delay_out_of_session,False,,,,,,,,,,,,,,1,2022-08-31,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-09-02 09:30:00-04:00,2022-09-02 09:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-09-02 09:46:00-04:00,,3985.75,,,,,,,,1,2022-09-02,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-09-06 10:00:00-04:00,2022-09-06 10:15:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-09-06 10:16:00-04:00,,3895.75,,,,,,,,1,2022-09-06,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-09-07 09:30:00-04:00,2022-09-07 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-09-07 09:46:00-04:00,,3927.5,,,,,,,,1,2022-09-07,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-09-08 12:00:00-04:00,2022-09-08 12:15:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-09-08 12:16:00-04:00,,3957.0,,,,,,,,1,2022-09-08,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-09-19 09:30:00-04:00,2022-09-19 09:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-09-19 09:46:00-04:00,,3879.5,,,,,,,,1,2022-09-19,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-09-21 14:00:00-04:00,2022-09-21 14:15:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-09-21 14:16:00-04:00,,3844.5,,,,,,,,1,2022-09-21,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-09-21 14:30:00-04:00,2022-09-21 14:45:00-04:00,short,none,none,1.0,1.0,0,False,invalid_stop_geometry,False,,,,2022-09-21 14:46:00-04:00,,3916.75,,,,,,,,1,2022-09-21,15min,fold_1
mes_15min_none_sm1p00_tm1p00_d0,MES,2022-09-29 09:30:00-04:00,2022-09-29 09:45:00-04:00,long,none,none,1.0,1.0,0,False,invalid_target_geometry,False,,,,2022-09-29 09:46:00-04:00,,3659.5,,,,,,,,1,2022-09-29,15min,fold_1
