trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,signal_time,close,continuous_session_vwap,atr_14,or_width,or_width_atr_ratio,price_vwap_distance_atr,continuous_vwap_slope_5,continuous_vwap_slope_5_atr
13,2019-06-06,long,3,2019-06-06 11:30:00-04:00,7248.5,7218.5,7308.5,2019-06-06 16:00:00-04:00,7278.75,time_exit,50000.0,0.5,250.0,63.0,189.0,189.0,43491.0,0.86982,30.25,121.0,181.5,7.5,174.0,2019-06-06 11:29:00-04:00,7247.75,7229.197768465985,4.071428571428571,28.25,6.93859649122807,4.556688446951037,0.26767809520515584,0.06574549706793302
14,2019-06-07,long,2,2019-06-07 09:58:00-04:00,7368.25,7310.5,7483.75,2019-06-07 16:00:00-04:00,7414.0,time_exit,50000.0,0.5,250.0,118.5,237.0,237.0,29473.0,0.58946,45.75,183.0,183.0,5.0,178.0,2019-06-07 09:57:00-04:00,7367.75,7319.938177796803,6.089285714285714,56.0,9.196480938416421,7.851794848618887,2.606499068529047,0.42804676785227747
15,2019-06-10,long,2,2019-06-10 10:06:00-04:00,7520.75,7468.75,7624.75,2019-06-10 16:00:00-04:00,7508.0,time_exit,50000.0,0.5,250.0,107.0,214.0,214.0,30083.0,0.60166,-12.75,-51.0,-51.0,5.0,-56.0,2019-06-10 10:05:00-04:00,7520.5,7479.242670575693,5.875,47.5,8.085106382978724,7.022524157328781,2.2686979390618944,0.38616135132968415
16,2019-06-13,long,3,2019-06-13 09:47:00-04:00,7530.75,7496.25,7599.75,2019-06-13 11:06:00-04:00,7496.0,stop,50000.0,0.5,250.0,72.0,216.0,216.0,45184.5,0.90369,-34.75,-139.0,-208.5,7.5,-216.0,2019-06-13 09:46:00-04:00,7530.25,7491.414861982999,6.732142857142857,32.0,4.753315649867374,5.768614665655268,2.7223589332643314,0.4043822288137999
17,2019-06-14,long,3,2019-06-14 10:50:00-04:00,7486.5,7455.75,7548.0,2019-06-14 16:00:00-04:00,7481.5,time_exit,50000.0,0.5,250.0,64.5,193.5,193.5,44919.0,0.89838,-5.0,-20.0,-30.0,7.5,-37.5,2019-06-14 10:49:00-04:00,7486.0,7476.599448728355,4.714285714285714,25.0,5.303030303030303,1.9940563303489123,0.058467278871830786,0.012402150063721681
18,2019-06-17,long,2,2019-06-17 09:49:00-04:00,7532.75,7491.25,7615.75,2019-06-17 16:00:00-04:00,7530.0,time_exit,50000.0,0.5,250.0,86.0,172.0,172.0,30131.0,0.60262,-2.75,-11.0,-11.0,5.0,-16.0,2019-06-17 09:48:00-04:00,7531.75,7503.329118497109,5.892857142857143,34.75,5.8969696969696965,4.8229374671571845,1.389594119339563,0.23580991116065309
19,2019-06-18,long,1,2019-06-18 09:49:00-04:00,7678.5,7597.5,7840.5,2019-06-18 16:00:00-04:00,7638.25,time_exit,50000.0,0.5,250.0,165.0,165.0,165.0,15357.0,0.30714,-40.25,-161.0,-80.5,2.5,-83.0,2019-06-18 09:48:00-04:00,7678.5,7601.841078600115,12.25,78.5,6.408163265306122,6.25787113468449,6.057565593318941,0.4944951504750156
20,2019-06-19,long,2,2019-06-19 14:02:00-04:00,7686.25,7638.25,7782.25,2019-06-19 16:00:00-04:00,7699.0,time_exit,50000.0,0.5,250.0,99.0,198.0,198.0,30745.0,0.6149,12.75,51.0,51.0,5.0,46.0,2019-06-19 14:01:00-04:00,7686.25,7659.870654932834,8.107142857142858,46.5,5.73568281938326,3.2538399201790114,0.6555704485044771,0.08086331523403241
21,2019-06-24,long,6,2019-06-24 21:02:00-04:00,7779.25,7761.5,7814.75,2019-06-24 22:02:00-04:00,7761.25,stop,50000.0,0.5,250.0,38.5,231.0,231.0,93351.0,1.86702,-18.0,-72.0,-216.0,15.0,-231.0,2019-06-24 21:01:00-04:00,7778.0,7765.292061986084,1.4642857142857142,15.0,10.24390243902439,8.678591814381479,0.8211964318852552,0.5608170754338329
22,2019-06-27,long,4,2019-06-27 09:57:00-04:00,7699.5,7673.75,7751.0,2019-06-27 11:18:00-04:00,7673.5,stop,50000.0,0.5,250.0,54.5,218.0,218.0,61596.0,1.23192,-26.0,-104.0,-208.0,10.0,-218.0,2019-06-27 09:56:00-04:00,7699.25,7681.952700790426,5.321428571428571,24.25,4.557046979865772,3.2504991803225924,0.9504649693781175,0.17861086672877377
23,2019-06-28,long,3,2019-06-28 16:05:00-04:00,7711.75,7681.0,7773.25,2019-06-28 16:05:00-04:00,7711.0,time_exit,50000.0,0.5,250.0,64.5,193.5,193.5,46270.5,0.92541,-0.75,-3.0,-4.5,7.5,-12.0,2019-06-28 16:04:00-04:00,7711.5,7685.685827354971,6.410714285714286,28.75,4.484679665738161,4.026723309531053,0.24694489430203248,0.03852065203597164
24,2019-07-02,long,5,2019-07-02 10:30:00-04:00,7799.0,7777.0,7843.0,2019-07-02 11:40:00-04:00,7776.75,stop,50000.0,0.5,250.0,47.0,235.0,235.0,77990.0,1.5598,-22.25,-89.0,-222.5,12.5,-235.0,2019-07-02 10:29:00-04:00,7798.5,7785.261655566127,3.3214285714285716,19.75,5.946236559139785,3.9857381091230395,0.41677589486971556,0.12548091458443048
25,2019-07-04,long,13,2019-07-04 10:55:00-04:00,7903.25,7895.25,7919.25,2019-07-04 21:58:00-04:00,7895.0,stop,50000.0,0.5,250.0,19.0,247.0,247.0,205484.5,4.10969,-8.25,-33.0,-214.5,32.5,-247.0,2019-07-04 10:54:00-04:00,7902.5,7891.011973515342,1.2857142857142858,4.5,3.4999999999999996,8.935131710289472,0.31790742597968347,0.24726133131753156
26,2019-07-05,long,5,2019-07-05 12:37:00-04:00,7845.5,7824.0,7888.5,2019-07-05 16:00:00-04:00,7866.0,time_exit,50000.0,0.5,250.0,46.0,230.0,230.0,78455.0,1.5691,20.5,82.0,205.0,12.5,192.5,2019-07-05 12:36:00-04:00,7844.75,7832.820901349821,2.4642857142857144,16.75,6.797101449275362,4.840793655145176,0.09773519507598394,0.03966065887141377
27,2019-07-09,long,3,2019-07-09 10:01:00-04:00,7803.0,7765.25,7878.5,2019-07-09 16:00:00-04:00,7847.5,time_exit,50000.0,0.5,250.0,78.5,235.5,235.5,46818.0,0.93636,44.5,178.0,267.0,7.5,259.5,2019-07-09 10:00:00-04:00,7802.75,7776.618787500697,4.660714285714286,33.75,7.241379310344827,5.606696934716314,1.377263632557515,0.29550484070199556
28,2019-07-10,long,2,2019-07-10 09:49:00-04:00,7942.25,7887.0,8052.75,2019-07-10 11:18:00-04:00,7886.75,stop,50000.0,0.5,250.0,113.5,227.0,227.0,31769.0,0.63538,-55.5,-222.0,-222.0,5.0,-227.0,2019-07-10 09:48:00-04:00,7942.0,7884.733038860094,7.821428571428571,43.5,5.561643835616438,7.32180325076424,4.735639315751541,0.6054698668540783
29,2019-07-12,long,5,2019-07-12 09:46:00-04:00,7944.25,7924.25,7984.25,2019-07-12 10:44:00-04:00,7924.0,stop,50000.0,0.5,250.0,43.0,215.0,215.0,79442.5,1.58885,-20.25,-81.0,-202.5,12.5,-215.0,2019-07-12 09:45:00-04:00,7943.75,7934.158109667535,4.821428571428571,17.75,3.6814814814814816,1.989429105992652,0.4997127904634908,0.10364413431835366
30,2019-07-15,long,5,2019-07-15 15:01:00-04:00,7987.0,7966.5,8028.0,2019-07-15 16:00:00-04:00,7986.75,time_exit,50000.0,0.5,250.0,44.0,220.0,220.0,79870.0,1.5974,-0.25,-1.0,-2.5,12.5,-15.0,2019-07-15 15:00:00-04:00,7986.75,7971.396705541185,1.5892857142857142,17.5,11.011235955056181,9.660499884198247,0.19884579285826476,0.12511645393329018
31,2019-07-18,long,2,2019-07-18 10:22:00-04:00,7905.5,7863.25,7990.0,2019-07-18 11:21:00-04:00,7863.0,stop,50000.0,0.5,250.0,87.5,175.0,175.0,31622.0,0.63244,-42.5,-170.0,-170.0,5.0,-175.0,2019-07-18 10:21:00-04:00,7905.25,7876.101661995377,3.75,38.0,10.133333333333333,7.772890134566114,1.049667727711494,0.2799113940563984
32,2019-07-22,long,4,2019-07-22 09:48:00-04:00,7901.75,7875.0,7955.25,2019-07-22 16:00:00-04:00,7917.75,time_exit,50000.0,0.5,250.0,56.5,226.0,226.0,63214.0,1.26428,16.0,64.0,128.0,10.0,118.0,2019-07-22 09:47:00-04:00,7901.25,7870.436383873053,5.857142857142857,25.0,4.2682926829268295,5.260861289966515,1.675065616660504,0.2859868126005739
33,2019-07-23,long,5,2019-07-23 15:31:00-04:00,7963.0,7939.5,8010.0,2019-07-23 16:42:00-04:00,7939.25,stop,50000.0,0.5,250.0,50.0,250.0,250.0,79630.0,1.5926,-23.75,-95.0,-237.5,12.5,-250.0,2019-07-23 15:30:00-04:00,7963.0,7938.875293070817,2.8035714285714284,22.5,8.02547770700637,8.604991006587586,0.22205591221154464,0.07920465658500955
34,2019-07-24,long,3,2019-07-24 09:47:00-04:00,7971.75,7938.0,8039.25,2019-07-24 16:05:00-04:00,8039.0,target,50000.0,0.5,250.0,70.5,211.5,211.5,47830.5,0.95661,67.25,269.0,403.5,7.5,396.0,2019-07-24 09:46:00-04:00,7971.75,7950.088486642622,4.571428571428571,29.0,6.34375,4.738456046926387,1.0039727820430926,0.2196190460719265
35,2019-07-25,long,3,2019-07-25 20:25:00-04:00,8000.0,7961.75,8076.5,2019-07-25 20:25:00-04:00,7997.75,time_exit,50000.0,0.5,250.0,79.5,238.5,238.5,48000.0,0.96,-2.25,-9.0,-13.5,7.5,-21.0,2019-07-25 20:24:00-04:00,7999.75,7993.621744994294,1.1071428571428572,36.5,32.96774193548387,5.535198069669751,0.34783121861255495,0.3141701329403722
36,2019-07-26,long,2,2019-07-26 14:58:00-04:00,8035.75,7994.0,8119.25,2019-07-26 16:00:00-04:00,8026.75,time_exit,50000.0,0.5,250.0,86.5,173.0,173.0,32143.0,0.64286,-9.0,-36.0,-36.0,5.0,-41.0,2019-07-26 14:57:00-04:00,8035.5,8017.499296407336,2.0357142857142856,40.0,19.649122807017545,8.842450887624294,0.0778556939567352,0.03824490229453659
37,2019-07-30,long,2,2019-07-30 10:02:00-04:00,7976.0,7933.0,8062.0,2019-07-30 16:00:00-04:00,7965.5,time_exit,50000.0,0.5,250.0,89.0,178.0,178.0,31904.0,0.63808,-10.5,-42.0,-42.0,5.0,-47.0,2019-07-30 10:01:00-04:00,7975.5,7964.353925608586,5.5,35.5,6.454545454545454,2.0265589802570916,0.07622809115946438,0.013859652938084433
38,2019-08-01,long,1,2019-08-01 09:51:00-04:00,7931.5,7867.0,8060.5,2019-08-01 13:40:00-04:00,7866.75,stop,50000.0,0.5,250.0,132.0,132.0,132.0,15863.0,0.31726,-64.75,-259.0,-129.5,2.5,-132.0,2019-08-01 09:50:00-04:00,7931.0,7878.6728597237925,7.339285714285714,59.75,8.141119221411191,7.129732008437031,2.6591557728543194,0.3623180615081311
39,2019-08-08,long,3,2019-08-08 09:57:00-04:00,7620.75,7583.0,7696.25,2019-08-08 12:33:00-04:00,7696.0,target,50000.0,0.5,250.0,78.5,235.5,235.5,45724.5,0.91449,75.25,301.0,451.5,7.5,444.0,2019-08-08 09:56:00-04:00,7621.0,7591.011028220192,9.339285714285714,33.75,3.61376673040153,3.211056251757623,0.7085185258383717,0.07586431634215836
40,2019-08-12,long,2,2019-08-12 12:32:00-04:00,7632.75,7580.5,7737.25,2019-08-12 14:19:00-04:00,7580.25,stop,50000.0,0.5,250.0,107.5,215.0,215.0,30531.0,0.61062,-52.5,-210.0,-210.0,5.0,-215.0,2019-08-12 12:31:00-04:00,7632.25,7617.8374043464955,4.446428571428571,47.75,10.738955823293173,3.2413869742821295,0.07498353096616484,0.016863766000422616
41,2019-08-13,long,1,2019-08-13 09:46:00-04:00,7655.5,7554.75,7857.0,2019-08-13 16:00:00-04:00,7740.25,time_exit,50000.0,0.5,250.0,204.5,204.5,204.5,15311.0,0.30622,84.75,339.0,169.5,2.5,167.0,2019-08-13 09:45:00-04:00,7656.25,7564.665696989075,17.428571428571427,75.75,4.346311475409837,5.2548370580039165,5.100815176540891,0.2926697232441495
42,2019-08-15,long,1,2019-08-15 21:02:00-04:00,7537.75,7460.5,7692.25,2019-08-15 21:02:00-04:00,7536.0,time_exit,50000.0,0.5,250.0,157.5,157.5,157.5,15075.5,0.30151,-1.75,-7.0,-3.5,2.5,-6.0,2019-08-15 21:01:00-04:00,7537.5,7518.84773383422,3.3392857142857144,74.75,22.385026737967912,5.585705375848562,0.7350053675463641,0.22010855926522133
43,2019-08-16,long,4,2019-08-16 10:21:00-04:00,7585.0,7555.5,7644.0,2019-08-16 16:00:00-04:00,7604.25,time_exit,50000.0,0.5,250.0,62.0,248.0,248.0,60680.0,1.2136,19.25,77.0,154.0,10.0,144.0,2019-08-16 10:20:00-04:00,7585.25,7566.31936946031,7.053571428571429,26.75,3.792405063291139,2.683836228411797,0.19399287900159834,0.027502787909087358
44,2019-08-20,long,3,2019-08-20 10:58:00-04:00,7723.75,7684.5,7802.25,2019-08-20 14:20:00-04:00,7684.25,stop,50000.0,0.5,250.0,81.5,244.5,244.5,46342.5,0.92685,-39.5,-158.0,-237.0,7.5,-244.5,2019-08-20 10:57:00-04:00,7723.25,7714.281953310284,4.303571428571429,36.75,8.53941908713693,2.0838614714693184,0.10673794834656292,0.024802178868910885
45,2019-08-21,long,3,2019-08-21 18:16:00-04:00,7766.25,7730.0,7838.75,2019-08-21 18:16:00-04:00,7777.5,time_exit,50000.0,0.5,250.0,75.5,226.5,226.5,46597.5,0.93195,11.25,45.0,67.5,7.5,60.0,2019-08-21 18:15:00-04:00,7766.5,7761.730667627282,1.75,35.25,20.142857142857142,2.7253327844103166,4.402868148115886,2.5159246560662205
46,2019-08-27,long,4,2019-08-27 09:49:00-04:00,7647.0,7617.5,7706.0,2019-08-27 10:23:00-04:00,7617.25,stop,50000.0,0.5,250.0,62.0,248.0,248.0,61176.0,1.22352,-29.75,-119.0,-238.0,10.0,-248.0,2019-08-27 09:48:00-04:00,7647.0,7597.196995569935,7.321428571428571,24.0,3.278048780487805,6.802361580691792,2.3009516988140604,0.31427632959411556
47,2019-08-29,long,3,2019-08-29 09:47:00-04:00,7718.25,7683.0,7788.75,2019-08-29 10:37:00-04:00,7682.75,stop,50000.0,0.5,250.0,73.5,220.5,220.5,46309.5,0.92619,-35.5,-142.0,-213.0,7.5,-220.5,2019-08-29 09:46:00-04:00,7717.75,7655.30204505263,7.107142857142857,33.75,4.748743718592965,8.786646927268128,3.813547141971867,0.5365794973628758
48,2019-09-02,long,4,2019-09-02 10:21:00-04:00,7669.25,7640.25,7727.25,2019-09-02 11:49:00-04:00,7640.0,stop,50000.0,0.5,250.0,61.0,244.0,244.0,61354.0,1.22708,-29.25,-117.0,-234.0,10.0,-244.0,2019-09-02 10:20:00-04:00,7669.0,7653.453507005716,2.6607142857142856,24.0,9.02013422818792,5.842977232750903,0.15506126509808382,0.05827805936572278
49,2019-09-03,long,2,2019-09-03 09:52:00-04:00,7670.5,7627.0,7757.5,2019-09-03 10:04:00-04:00,7626.75,stop,50000.0,0.5,250.0,90.0,180.0,180.0,30682.0,0.61364,-43.75,-175.0,-175.0,5.0,-180.0,2019-09-03 09:51:00-04:00,7670.5,7636.271430946321,9.125,41.5,4.5479452054794525,3.751076060677169,1.3877657859338797,0.1520839217461786
50,2019-09-04,long,5,2019-09-04 09:46:00-04:00,7700.25,7680.0,7740.75,2019-09-04 10:07:00-04:00,7679.75,stop,50000.0,0.5,250.0,43.5,217.5,217.5,77002.5,1.54005,-20.5,-82.0,-205.0,12.5,-217.5,2019-09-04 09:45:00-04:00,7699.25,7685.546380090498,7.285714285714286,17.5,2.4019607843137254,1.880889007186531,0.5617525652460245,0.07710329326906218
51,2019-09-05,long,3,2019-09-05 09:46:00-04:00,7833.5,7803.5,7893.5,2019-09-05 16:00:00-04:00,7860.0,time_exit,50000.0,0.5,250.0,63.0,189.0,189.0,47001.0,0.94002,26.5,106.0,159.0,7.5,151.5,2019-09-05 09:45:00-04:00,7833.0,7801.28521531887,5.803571428571429,27.25,4.695384615384615,5.464701360440925,1.988467794159078,0.34262829683971807
52,2019-09-06,long,3,2019-09-06 15:31:00-04:00,7879.25,7840.25,7957.25,2019-09-06 16:00:00-04:00,7855.5,time_exit,50000.0,0.5,250.0,81.0,243.0,243.0,47275.5,0.94551,-23.75,-95.0,-142.5,7.5,-150.0,2019-09-06 15:30:00-04:00,7878.75,7865.7814667565935,1.8928571428571428,36.0,19.0188679245283,6.8513005814222785,0.07251897432797705,0.03831191096572373
53,2019-09-10,long,2,2019-09-10 12:24:00-04:00,7807.0,7751.0,7919.0,2019-09-10 16:00:00-04:00,7812.5,time_exit,50000.0,0.5,250.0,115.0,230.0,230.0,31228.0,0.62456,5.5,22.0,22.0,5.0,17.0,2019-09-10 12:23:00-04:00,7806.75,7783.829155036545,4.125,48.75,11.818181818181818,5.556568475989149,0.3209201348017814,0.0777988205580076
54,2019-09-11,long,3,2019-09-11 09:49:00-04:00,7849.75,7810.5,7928.25,2019-09-11 19:22:00-04:00,7928.0,target,50000.0,0.5,250.0,81.5,244.5,244.5,47098.5,0.94197,78.25,313.0,469.5,7.5,462.0,2019-09-11 09:48:00-04:00,7849.0,7822.945410306292,8.267857142857142,37.25,4.505399568034558,3.1513110644657982,1.4809601864790238,0.17912261434735494
55,2019-09-12,long,2,2019-09-12 10:11:00-04:00,7972.0,7924.0,8068.0,2019-09-12 10:51:00-04:00,7923.75,stop,50000.0,0.5,250.0,99.0,198.0,198.0,31888.0,0.63776,-48.25,-193.0,-193.0,5.0,-198.0,2019-09-12 10:10:00-04:00,7972.25,7933.943506254815,8.267857142857142,32.5,3.9308855291576674,4.633182828791327,1.4752329078391995,0.17842989814037835
56,2019-09-16,long,3,2019-09-16 09:53:00-04:00,7887.0,7855.0,7951.0,2019-09-16 11:59:00-04:00,7854.75,stop,50000.0,0.5,250.0,67.0,201.0,201.0,47322.0,0.94644,-32.25,-129.0,-193.5,7.5,-201.0,2019-09-16 09:52:00-04:00,7887.0,7851.894099127034,7.25,30.0,4.137931034482759,4.842193223857411,1.695831549896866,0.2339077999857746
57,2019-09-18,long,5,2019-09-18 15:36:00-04:00,7905.75,7885.25,7946.75,2019-09-18 22:39:00-04:00,7885.0,stop,50000.0,0.5,250.0,44.0,220.0,220.0,79057.5,1.58115,-20.75,-83.0,-207.5,12.5,-220.0,2019-09-18 15:35:00-04:00,7905.0,7875.96769992778,5.196428571428571,17.5,3.3676975945017182,5.586971835203867,1.1107796965306989,0.21375829211587333
58,2019-09-24,long,4,2019-09-24 09:56:00-04:00,7893.0,7865.75,7947.5,2019-09-24 10:15:00-04:00,7865.5,stop,50000.0,0.5,250.0,57.5,230.0,230.0,63144.0,1.26288,-27.5,-110.0,-220.0,10.0,-230.0,2019-09-24 09:55:00-04:00,7893.0,7878.623012878045,4.053571428571429,22.5,5.5506607929515415,3.546745721715696,0.3696258596783082,0.09118523410566193
59,2019-09-25,long,4,2019-09-25 10:55:00-04:00,7741.5,7713.75,7797.0,2019-09-25 14:11:00-04:00,7796.75,target,50000.0,0.5,250.0,58.5,234.0,234.0,61932.0,1.23864,55.25,221.0,442.0,10.0,432.0,2019-09-25 10:54:00-04:00,7741.25,7715.90286215299,8.089285714285714,25.25,3.1214128035320092,3.133421014199955,0.6895089109002583,0.0852373046587516
60,2019-09-26,long,2,2019-09-26 15:34:00-04:00,7816.25,7771.25,7906.25,2019-09-26 20:23:00-04:00,7771.0,stop,50000.0,0.5,250.0,93.0,186.0,186.0,31265.0,0.6253,-45.25,-181.0,-181.0,5.0,-186.0,2019-09-26 15:33:00-04:00,7816.25,7783.633593602002,6.553571428571429,42.5,6.485013623978201,4.976890349558233,0.2491992000686878,0.03802494605952729
61,2019-10-01,long,2,2019-10-01 09:48:00-04:00,7839.0,7793.5,7930.0,2019-10-01 10:05:00-04:00,7793.25,stop,50000.0,0.5,250.0,94.0,188.0,188.0,31356.0,0.62712,-45.75,-183.0,-183.0,5.0,-188.0,2019-10-01 09:47:00-04:00,7838.75,7807.330623430473,5.660714285714286,44.0,7.772870662460568,5.5504261447745264,1.8979662368483332,0.33528741092588854
62,2019-10-03,long,2,2019-10-03 11:07:00-04:00,7588.75,7548.5,7669.25,2019-10-03 16:00:00-04:00,7655.75,time_exit,50000.0,0.5,250.0,83.5,167.0,167.0,30355.0,0.6071,67.0,268.0,268.0,5.0,263.0,2019-10-03 11:06:00-04:00,7588.5,7547.779130595296,10.107142857142858,37.0,3.6607773851590104,4.028919941101455,1.1264973790175645,0.11145557106887563
63,2019-10-04,long,3,2019-10-04 09:59:00-04:00,7715.5,7681.75,7783.0,2019-10-04 16:00:00-04:00,7759.0,time_exit,50000.0,0.5,250.0,70.5,211.5,211.5,46293.0,0.92586,43.5,174.0,261.0,7.5,253.5,2019-10-04 09:58:00-04:00,7715.0,7667.932748962716,8.035714285714286,30.25,3.764444444444444,5.857257906862036,1.788444447694019,0.22256197571303343
64,2019-10-07,long,3,2019-10-07 10:11:00-04:00,7757.5,7727.25,7818.0,2019-10-07 16:00:00-04:00,7736.5,time_exit,50000.0,0.5,250.0,63.5,190.5,190.5,46545.0,0.9309,-21.0,-84.0,-126.0,7.5,-133.5,2019-10-07 10:10:00-04:00,7757.25,7738.476761255414,5.803571428571429,29.0,4.996923076923077,3.234773445220937,0.6366531028625104,0.10970022695477102
65,2019-10-08,long,3,2019-10-08 12:46:00-04:00,7694.75,7656.25,7771.75,2019-10-08 14:57:00-04:00,7656.0,stop,50000.0,0.5,250.0,80.0,240.0,240.0,46168.5,0.92337,-38.75,-155.0,-232.5,7.5,-240.0,2019-10-08 12:45:00-04:00,7694.25,7683.55652404177,4.553571428571429,37.0,8.125490196078431,2.3483711908269824,-0.05960832793243753,-0.013090456330260791
66,2019-10-09,long,4,2019-10-09 11:46:00-04:00,7698.0,7669.75,7754.5,2019-10-09 18:20:00-04:00,7669.5,stop,50000.0,0.5,250.0,59.5,238.0,238.0,61584.0,1.23168,-28.5,-114.0,-228.0,10.0,-238.0,2019-10-09 11:45:00-04:00,7698.0,7670.8726733956255,3.607142857142857,27.25,7.554455445544554,7.520446979430555,0.2849582156568431,0.07899831721179808
