trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,signal_time,close,continuous_session_vwap,atr_14,or_width,or_width_atr_ratio,price_vwap_distance_atr,continuous_vwap_slope_5,continuous_vwap_slope_5_atr
11,2019-06-13,long,3,2019-06-13 09:47:00-04:00,7530.75,7496.25,7599.75,2019-06-13 11:06:00-04:00,7496.0,stop,50000.0,0.5,250.0,72.0,216.0,216.0,45184.5,0.90369,-34.75,-139.0,-208.5,7.5,-216.0,2019-06-13 09:46:00-04:00,7530.25,7491.414861982999,6.732142857142857,32.0,4.753315649867374,5.768614665655268,2.7223589332643314,0.4043822288137999
12,2019-06-14,long,3,2019-06-14 10:50:00-04:00,7486.5,7455.75,7548.0,2019-06-14 16:00:00-04:00,7481.5,time_exit,50000.0,0.5,250.0,64.5,193.5,193.5,44919.0,0.89838,-5.0,-20.0,-30.0,7.5,-37.5,2019-06-14 10:49:00-04:00,7486.0,7476.599448728355,4.714285714285714,25.0,5.303030303030303,1.9940563303489123,0.058467278871830786,0.012402150063721681
13,2019-06-17,long,2,2019-06-17 09:49:00-04:00,7532.75,7491.25,7615.75,2019-06-17 16:00:00-04:00,7530.0,time_exit,50000.0,0.5,250.0,86.0,172.0,172.0,30131.0,0.60262,-2.75,-11.0,-11.0,5.0,-16.0,2019-06-17 09:48:00-04:00,7531.75,7503.329118497109,5.892857142857143,34.75,5.8969696969696965,4.8229374671571845,1.389594119339563,0.23580991116065309
14,2019-06-18,long,1,2019-06-18 09:49:00-04:00,7678.5,7597.5,7840.5,2019-06-18 16:00:00-04:00,7638.25,time_exit,50000.0,0.5,250.0,165.0,165.0,165.0,15357.0,0.30714,-40.25,-161.0,-80.5,2.5,-83.0,2019-06-18 09:48:00-04:00,7678.5,7601.841078600115,12.25,78.5,6.408163265306122,6.25787113468449,6.057565593318941,0.4944951504750156
15,2019-06-19,long,2,2019-06-19 14:02:00-04:00,7686.25,7638.25,7782.25,2019-06-19 16:00:00-04:00,7699.0,time_exit,50000.0,0.5,250.0,99.0,198.0,198.0,30745.0,0.6149,12.75,51.0,51.0,5.0,46.0,2019-06-19 14:01:00-04:00,7686.25,7659.870654932834,8.107142857142858,46.5,5.73568281938326,3.2538399201790114,0.6555704485044771,0.08086331523403241
16,2019-06-27,long,4,2019-06-27 09:57:00-04:00,7699.5,7673.75,7751.0,2019-06-27 11:18:00-04:00,7673.5,stop,50000.0,0.5,250.0,54.5,218.0,218.0,61596.0,1.23192,-26.0,-104.0,-208.0,10.0,-218.0,2019-06-27 09:56:00-04:00,7699.25,7681.952700790426,5.321428571428571,24.25,4.557046979865772,3.2504991803225924,0.9504649693781175,0.17861086672877377
17,2019-06-28,long,3,2019-06-28 16:05:00-04:00,7711.75,7681.0,7773.25,2019-06-28 16:05:00-04:00,7711.0,time_exit,50000.0,0.5,250.0,64.5,193.5,193.5,46270.5,0.92541,-0.75,-3.0,-4.5,7.5,-12.0,2019-06-28 16:04:00-04:00,7711.5,7685.685827354971,6.410714285714286,28.75,4.484679665738161,4.026723309531053,0.24694489430203248,0.03852065203597164
18,2019-07-02,long,5,2019-07-02 10:30:00-04:00,7799.0,7777.0,7843.0,2019-07-02 11:40:00-04:00,7776.75,stop,50000.0,0.5,250.0,47.0,235.0,235.0,77990.0,1.5598,-22.25,-89.0,-222.5,12.5,-235.0,2019-07-02 10:29:00-04:00,7798.5,7785.261655566127,3.3214285714285716,19.75,5.946236559139785,3.9857381091230395,0.41677589486971556,0.12548091458443048
19,2019-07-05,long,5,2019-07-05 12:37:00-04:00,7845.5,7824.0,7888.5,2019-07-05 16:00:00-04:00,7866.0,time_exit,50000.0,0.5,250.0,46.0,230.0,230.0,78455.0,1.5691,20.5,82.0,205.0,12.5,192.5,2019-07-05 12:36:00-04:00,7844.75,7832.820901349821,2.4642857142857144,16.75,6.797101449275362,4.840793655145176,0.09773519507598394,0.03966065887141377
20,2019-07-09,long,3,2019-07-09 10:01:00-04:00,7803.0,7765.25,7878.5,2019-07-09 16:00:00-04:00,7847.5,time_exit,50000.0,0.5,250.0,78.5,235.5,235.5,46818.0,0.93636,44.5,178.0,267.0,7.5,259.5,2019-07-09 10:00:00-04:00,7802.75,7776.618787500697,4.660714285714286,33.75,7.241379310344827,5.606696934716314,1.377263632557515,0.29550484070199556
21,2019-07-10,long,2,2019-07-10 09:49:00-04:00,7942.25,7887.0,8052.75,2019-07-10 11:18:00-04:00,7886.75,stop,50000.0,0.5,250.0,113.5,227.0,227.0,31769.0,0.63538,-55.5,-222.0,-222.0,5.0,-227.0,2019-07-10 09:48:00-04:00,7942.0,7884.733038860094,7.821428571428571,43.5,5.561643835616438,7.32180325076424,4.735639315751541,0.6054698668540783
22,2019-07-11,long,5,2019-07-11 10:01:00-04:00,7950.75,7929.5,7993.25,2019-07-11 10:30:00-04:00,7929.25,stop,50000.0,0.5,250.0,45.5,227.5,227.5,79507.5,1.59015,-21.5,-86.0,-215.0,12.5,-227.5,2019-07-11 10:00:00-04:00,7950.5,7943.297341317874,4.803571428571429,19.5,4.059479553903346,1.4994382386581444,0.21834415185276157,0.04545454462362322
23,2019-07-22,long,4,2019-07-22 09:48:00-04:00,7901.75,7875.0,7955.25,2019-07-22 16:00:00-04:00,7917.75,time_exit,50000.0,0.5,250.0,56.5,226.0,226.0,63214.0,1.26428,16.0,64.0,128.0,10.0,118.0,2019-07-22 09:47:00-04:00,7901.25,7870.436383873053,5.857142857142857,25.0,4.2682926829268295,5.260861289966515,1.675065616660504,0.2859868126005739
24,2019-07-24,long,3,2019-07-24 09:47:00-04:00,7971.75,7938.0,8039.25,2019-07-24 16:05:00-04:00,8039.0,target,50000.0,0.5,250.0,70.5,211.5,211.5,47830.5,0.95661,67.25,269.0,403.5,7.5,396.0,2019-07-24 09:46:00-04:00,7971.75,7950.088486642622,4.571428571428571,29.0,6.34375,4.738456046926387,1.0039727820430926,0.2196190460719265
25,2019-07-30,long,2,2019-07-30 10:02:00-04:00,7976.0,7933.0,8062.0,2019-07-30 16:00:00-04:00,7965.5,time_exit,50000.0,0.5,250.0,89.0,178.0,178.0,31904.0,0.63808,-10.5,-42.0,-42.0,5.0,-47.0,2019-07-30 10:01:00-04:00,7975.5,7964.353925608586,5.5,35.5,6.454545454545454,2.0265589802570916,0.07622809115946438,0.013859652938084433
26,2019-07-31,long,4,2019-07-31 10:11:00-04:00,7990.75,7966.5,8039.25,2019-07-31 10:36:00-04:00,7966.25,stop,50000.0,0.5,250.0,51.5,206.0,206.0,63926.0,1.27852,-24.5,-98.0,-196.0,10.0,-206.0,2019-07-31 10:10:00-04:00,7990.25,7984.611729897328,3.6607142857142856,22.0,6.009756097560976,1.540210369510488,0.09694385418242746,0.02648222358154116
27,2019-08-06,long,2,2019-08-06 10:04:00-04:00,7530.5,7489.25,7613.0,2019-08-06 10:14:00-04:00,7489.0,stop,50000.0,0.5,250.0,85.5,171.0,171.0,30122.0,0.60244,-41.5,-166.0,-166.0,5.0,-171.0,2019-08-06 10:03:00-04:00,7530.25,7418.336751122786,9.232142857142858,38.75,4.197292069632495,12.122131406429352,4.427535157313287,0.4795782762273579
28,2019-08-13,long,1,2019-08-13 09:46:00-04:00,7655.5,7554.75,7857.0,2019-08-13 16:00:00-04:00,7740.25,time_exit,50000.0,0.5,250.0,204.5,204.5,204.5,15311.0,0.30622,84.75,339.0,169.5,2.5,167.0,2019-08-13 09:45:00-04:00,7656.25,7564.665696989075,17.428571428571427,75.75,4.346311475409837,5.2548370580039165,5.100815176540891,0.2926697232441495
29,2019-08-26,long,2,2019-08-26 12:25:00-04:00,7577.0,7533.0,7665.0,2019-08-26 16:00:00-04:00,7589.5,time_exit,50000.0,0.5,250.0,91.0,182.0,182.0,30308.0,0.60616,12.5,50.0,50.0,5.0,45.0,2019-08-26 12:24:00-04:00,7576.25,7529.542398827472,4.642857142857143,32.75,7.053846153846154,10.060098714082862,0.39877733475805144,0.08589050287096492
30,2019-08-28,long,2,2019-08-28 09:57:00-04:00,7557.25,7503.25,7665.25,2019-08-28 16:00:00-04:00,7596.75,time_exit,50000.0,0.5,250.0,111.0,222.0,222.0,30229.0,0.60458,39.5,158.0,158.0,5.0,153.0,2019-08-28 09:56:00-04:00,7557.25,7556.086313844837,8.071428571428571,49.75,6.163716814159292,0.14417350594943598,-0.35772835523493995,-0.0443203271972492
31,2019-08-29,long,3,2019-08-29 09:47:00-04:00,7718.25,7683.0,7788.75,2019-08-29 10:37:00-04:00,7682.75,stop,50000.0,0.5,250.0,73.5,220.5,220.5,46309.5,0.92619,-35.5,-142.0,-213.0,7.5,-220.5,2019-08-29 09:46:00-04:00,7717.75,7655.30204505263,7.107142857142857,33.75,4.748743718592965,8.786646927268128,3.813547141971867,0.5365794973628758
32,2019-09-03,long,2,2019-09-03 09:52:00-04:00,7670.5,7627.0,7757.5,2019-09-03 10:04:00-04:00,7626.75,stop,50000.0,0.5,250.0,90.0,180.0,180.0,30682.0,0.61364,-43.75,-175.0,-175.0,5.0,-180.0,2019-09-03 09:51:00-04:00,7670.5,7636.271430946321,9.125,41.5,4.5479452054794525,3.751076060677169,1.3877657859338797,0.1520839217461786
33,2019-09-05,long,3,2019-09-05 09:46:00-04:00,7833.5,7803.5,7893.5,2019-09-05 16:00:00-04:00,7860.0,time_exit,50000.0,0.5,250.0,63.0,189.0,189.0,47001.0,0.94002,26.5,106.0,159.0,7.5,151.5,2019-09-05 09:45:00-04:00,7833.0,7801.28521531887,5.803571428571429,27.25,4.695384615384615,5.464701360440925,1.988467794159078,0.34262829683971807
34,2019-09-11,long,3,2019-09-11 09:49:00-04:00,7849.75,7810.5,7928.25,2019-09-11 19:22:00-04:00,7928.0,target,50000.0,0.5,250.0,81.5,244.5,244.5,47098.5,0.94197,78.25,313.0,469.5,7.5,462.0,2019-09-11 09:48:00-04:00,7849.0,7822.945410306292,8.267857142857142,37.25,4.505399568034558,3.1513110644657982,1.4809601864790238,0.17912261434735494
35,2019-09-12,long,2,2019-09-12 10:11:00-04:00,7972.0,7924.0,8068.0,2019-09-12 10:51:00-04:00,7923.75,stop,50000.0,0.5,250.0,99.0,198.0,198.0,31888.0,0.63776,-48.25,-193.0,-193.0,5.0,-198.0,2019-09-12 10:10:00-04:00,7972.25,7933.943506254815,8.267857142857142,32.5,3.9308855291576674,4.633182828791327,1.4752329078391995,0.17842989814037835
36,2019-09-13,long,3,2019-09-13 10:52:00-04:00,7918.25,7886.5,7981.75,2019-09-13 13:44:00-04:00,7886.25,stop,50000.0,0.5,250.0,66.5,199.5,199.5,47509.5,0.95019,-32.0,-128.0,-192.0,7.5,-199.5,2019-09-13 10:51:00-04:00,7917.25,7916.7724943610865,4.392857142857143,25.25,5.747967479674796,0.10870047064697534,-0.026927191705908626,-0.0061297672176052155
37,2019-09-16,long,3,2019-09-16 09:53:00-04:00,7887.0,7855.0,7951.0,2019-09-16 11:59:00-04:00,7854.75,stop,50000.0,0.5,250.0,67.0,201.0,201.0,47322.0,0.94644,-32.25,-129.0,-193.5,7.5,-201.0,2019-09-16 09:52:00-04:00,7887.0,7851.894099127034,7.25,30.0,4.137931034482759,4.842193223857411,1.695831549896866,0.2339077999857746
38,2019-09-23,long,4,2019-09-23 11:32:00-04:00,7844.75,7818.0,7898.25,2019-09-23 19:01:00-04:00,7898.0,target,50000.0,0.5,250.0,56.5,226.0,226.0,62758.0,1.25516,53.25,213.0,426.0,10.0,416.0,2019-09-23 11:31:00-04:00,7844.5,7838.923018887258,4.196428571428571,25.5,6.076595744680851,1.3289827332491653,0.07733625480886985,0.01842906497573069
39,2019-09-24,long,4,2019-09-24 09:56:00-04:00,7893.0,7865.75,7947.5,2019-09-24 10:15:00-04:00,7865.5,stop,50000.0,0.5,250.0,57.5,230.0,230.0,63144.0,1.26288,-27.5,-110.0,-220.0,10.0,-230.0,2019-09-24 09:55:00-04:00,7893.0,7878.623012878045,4.053571428571429,22.5,5.5506607929515415,3.546745721715696,0.3696258596783082,0.09118523410566193
40,2019-09-26,long,2,2019-09-26 15:34:00-04:00,7816.25,7771.25,7906.25,2019-09-26 20:23:00-04:00,7771.0,stop,50000.0,0.5,250.0,93.0,186.0,186.0,31265.0,0.6253,-45.25,-181.0,-181.0,5.0,-186.0,2019-09-26 15:33:00-04:00,7816.25,7783.633593602002,6.553571428571429,42.5,6.485013623978201,4.976890349558233,0.2491992000686878,0.03802494605952729
41,2019-10-01,long,2,2019-10-01 09:48:00-04:00,7839.0,7793.5,7930.0,2019-10-01 10:05:00-04:00,7793.25,stop,50000.0,0.5,250.0,94.0,188.0,188.0,31356.0,0.62712,-45.75,-183.0,-183.0,5.0,-188.0,2019-10-01 09:47:00-04:00,7838.75,7807.330623430473,5.660714285714286,44.0,7.772870662460568,5.5504261447745264,1.8979662368483332,0.33528741092588854
42,2019-10-07,long,3,2019-10-07 10:11:00-04:00,7757.5,7727.25,7818.0,2019-10-07 16:00:00-04:00,7736.5,time_exit,50000.0,0.5,250.0,63.5,190.5,190.5,46545.0,0.9309,-21.0,-84.0,-126.0,7.5,-133.5,2019-10-07 10:10:00-04:00,7757.25,7738.476761255414,5.803571428571429,29.0,4.996923076923077,3.234773445220937,0.6366531028625104,0.10970022695477102
43,2019-10-09,long,4,2019-10-09 11:46:00-04:00,7698.0,7669.75,7754.5,2019-10-09 18:20:00-04:00,7669.5,stop,50000.0,0.5,250.0,59.5,238.0,238.0,61584.0,1.23168,-28.5,-114.0,-228.0,10.0,-238.0,2019-10-09 11:45:00-04:00,7698.0,7670.8726733956255,3.607142857142857,27.25,7.554455445544554,7.520446979430555,0.2849582156568431,0.07899831721179808
44,2019-10-11,long,3,2019-10-11 09:46:00-04:00,7872.25,7842.25,7932.25,2019-10-11 12:32:00-04:00,7842.0,stop,50000.0,0.5,250.0,63.0,189.0,189.0,47233.5,0.94467,-30.25,-121.0,-181.5,7.5,-189.0,2019-10-11 09:45:00-04:00,7871.75,7826.64759685355,4.803571428571429,24.25,5.048327137546468,9.38934786691903,2.3715375959500307,0.49370299395242273
45,2019-10-14,long,3,2019-10-14 10:09:00-04:00,7870.5,7835.5,7940.5,2019-10-14 16:00:00-04:00,7850.25,time_exit,50000.0,0.5,250.0,73.0,219.0,219.0,47223.0,0.94446,-20.25,-81.0,-121.5,7.5,-129.0,2019-10-14 10:08:00-04:00,7870.0,7849.51150730395,4.875,29.5,6.051282051282051,4.202767732523148,0.4699923541302269,0.09640868802671321
46,2019-10-16,long,5,2019-10-16 10:29:00-04:00,7935.75,7916.0,7975.25,2019-10-16 13:09:00-04:00,7915.75,stop,50000.0,0.5,250.0,42.5,212.5,212.5,79357.5,1.58715,-20.0,-80.0,-200.0,12.5,-212.5,2019-10-16 10:28:00-04:00,7935.75,7933.48123267713,3.5357142857142856,18.75,5.303030303030304,0.6416715660642961,0.0015741661363790627,0.0004452187052385228
47,2019-10-23,long,3,2019-10-23 09:47:00-04:00,7887.25,7852.5,7956.75,2019-10-23 16:00:00-04:00,7897.5,time_exit,50000.0,0.5,250.0,72.5,217.5,217.5,47323.5,0.94647,10.25,41.0,61.5,7.5,54.0,2019-10-23 09:46:00-04:00,7887.0,7852.291033801051,6.75,31.5,4.666666666666667,5.14206906651102,2.0417601776825904,0.3024829892863097
48,2019-10-24,long,5,2019-10-24 11:30:00-04:00,7963.25,7942.0,8005.75,2019-10-24 12:16:00-04:00,7941.75,stop,50000.0,0.5,250.0,45.5,227.5,227.5,79632.5,1.59265,-21.5,-86.0,-215.0,12.5,-227.5,2019-10-24 11:29:00-04:00,7963.25,7937.480048500882,2.7142857142857144,18.75,6.907894736842105,9.494192657569855,0.5490824753705965,0.2022935435575882
49,2019-10-25,long,3,2019-10-25 09:50:00-04:00,7958.75,7928.75,8018.75,2019-10-25 11:14:00-04:00,8018.5,target,50000.0,0.5,250.0,63.0,189.0,189.0,47752.5,0.95505,59.75,239.0,358.5,7.5,351.0,2019-10-25 09:49:00-04:00,7958.5,7938.988072913516,5.089285714285714,28.75,5.649122807017544,3.833922515239024,0.8487457035926127,0.1667710856181976
50,2019-10-28,long,4,2019-10-28 10:17:00-04:00,8099.75,8073.75,8151.75,2019-10-28 16:00:00-04:00,8114.5,time_exit,50000.0,0.5,250.0,55.0,220.0,220.0,64798.0,1.29596,14.75,59.0,118.0,10.0,108.0,2019-10-28 10:16:00-04:00,8099.5,8076.715167844068,3.4642857142857144,24.0,6.927835051546391,6.577064952227862,1.0947292491646294,0.316004319346491
51,2019-10-30,long,3,2019-10-30 14:17:00-04:00,8069.0,8038.75,8129.5,2019-10-30 16:30:00-04:00,8129.25,target,50000.0,0.5,250.0,63.5,190.5,190.5,48414.0,0.96828,60.25,241.0,361.5,7.5,354.0,2019-10-30 14:16:00-04:00,8068.75,8052.698655154578,5.821428571428571,29.0,4.98159509202454,2.757286231115459,0.2809199455259659,0.04825618696151562
52,2019-11-01,long,5,2019-11-01 09:54:00-04:00,8138.25,8117.0,8180.75,2019-11-01 12:11:00-04:00,8116.75,stop,50000.0,0.5,250.0,45.5,227.5,227.5,81382.5,1.62765,-21.5,-86.0,-215.0,12.5,-227.5,2019-11-01 09:53:00-04:00,8137.75,8118.402597277017,4.267857142857143,18.0,4.217573221757322,4.533282646389353,0.9114324090587616,0.21355738454933323
53,2019-11-04,long,3,2019-11-04 18:35:00-05:00,8243.75,8212.75,8305.75,2019-11-04 18:35:00-05:00,8238.75,time_exit,50000.0,0.5,250.0,65.0,195.0,195.0,49462.5,0.98925,-5.0,-20.0,-30.0,7.5,-37.5,2019-11-04 18:34:00-05:00,8243.5,8227.112388669879,3.5357142857142856,20.5,5.7979797979797985,4.634879972155496,10.993238717634085,3.1091988292298423
54,2019-11-05,long,4,2019-11-05 10:02:00-05:00,8233.25,8208.0,8283.75,2019-11-05 10:09:00-05:00,8207.75,stop,50000.0,0.5,250.0,53.5,214.0,214.0,65866.0,1.31732,-25.5,-102.0,-204.0,10.0,-214.0,2019-11-05 10:01:00-05:00,8233.0,8228.9696238499,4.321428571428571,22.75,5.264462809917355,0.9326490264694175,-0.17877880575542804,-0.04137030215828087
55,2019-11-07,long,3,2019-11-07 10:16:00-05:00,8264.25,8233.5,8325.75,2019-11-07 14:44:00-05:00,8233.25,stop,50000.0,0.5,250.0,64.5,193.5,193.5,49585.5,0.99171,-31.0,-124.0,-186.0,7.5,-193.5,2019-11-07 10:15:00-05:00,8264.25,8239.639618024332,3.4642857142857144,26.75,7.721649484536083,7.104027786790801,0.9880006127332308,0.2851960531601079
56,2019-11-12,long,5,2019-11-12 10:01:00-05:00,8275.0,8251.5,8322.0,2019-11-12 14:50:00-05:00,8251.25,stop,50000.0,0.5,250.0,50.0,250.0,250.0,82750.0,1.655,-23.75,-95.0,-237.5,12.5,-250.0,2019-11-12 10:00:00-05:00,8274.5,8258.533476892386,2.857142857142857,20.0,7.0,5.588283087664967,0.6715082787468418,0.23502789756139464
57,2019-11-14,long,5,2019-11-14 10:04:00-05:00,8260.0,8237.25,8305.5,2019-11-14 10:56:00-05:00,8237.0,stop,50000.0,0.5,250.0,48.5,242.5,242.5,82600.0,1.652,-23.0,-92.0,-230.0,12.5,-242.5,2019-11-14 10:03:00-05:00,8259.75,8254.377865059572,4.035714285714286,20.0,4.955752212389381,1.3311484808139467,0.025738336953509133,0.006377641015028812
58,2019-11-26,long,5,2019-11-26 09:59:00-05:00,8389.5,8369.75,8429.0,2019-11-26 16:00:00-05:00,8393.25,time_exit,50000.0,0.5,250.0,42.5,212.5,212.5,83895.0,1.6779,3.75,15.0,37.5,12.5,25.0,2019-11-26 09:58:00-05:00,8389.5,8382.59304057971,3.6607142857142856,16.5,4.507317073170732,1.8867791587134068,0.1411596003035811,0.03856067130244167
59,2019-11-27,long,7,2019-11-27 09:55:00-05:00,8416.75,8402.0,8446.25,2019-11-27 13:36:00-05:00,8446.0,target,50000.0,0.5,250.0,32.5,227.5,227.5,117834.5,2.35669,29.25,117.0,409.5,17.5,392.0,2019-11-27 09:54:00-05:00,8416.5,8413.038163168194,3.0,13.5,4.5,1.1539456106020225,0.11293768546966021,0.0376458951565534
60,2019-11-28,long,17,2019-11-28 11:43:00-05:00,8443.25,8437.5,8454.75,2019-11-28 18:00:00-05:00,8437.25,stop,50000.0,0.5,250.0,14.5,246.5,246.5,287070.5,5.74141,-6.0,-24.0,-204.0,42.5,-246.5,2019-11-28 11:42:00-05:00,8443.0,8431.455222937024,0.7678571428571429,4.5,5.8604651162790695,15.035058500620178,0.06607962628368114,0.0860571877182824
61,2019-12-10,long,3,2019-12-10 10:09:00-05:00,8372.25,8338.5,8439.75,2019-12-10 16:00:00-05:00,8359.5,time_exit,50000.0,0.5,250.0,70.5,211.5,211.5,50233.5,1.00467,-12.75,-51.0,-76.5,7.5,-84.0,2019-12-10 10:08:00-05:00,8371.75,8350.495386387225,5.321428571428571,31.5,5.919463087248323,3.994155578239569,0.503921248984625,0.09469661054744631
62,2019-12-13,long,2,2019-12-13 10:02:00-05:00,8493.25,8439.5,8600.75,2019-12-13 16:00:00-05:00,8490.75,time_exit,50000.0,0.5,250.0,110.5,221.0,221.0,33973.0,0.67946,-2.5,-10.0,-10.0,5.0,-15.0,2019-12-13 10:01:00-05:00,8493.5,8487.512645344785,8.553571428571429,34.5,4.033402922755741,0.6999830077078445,-0.30606495824576996,-0.035782124554829056
63,2019-12-16,long,4,2019-12-16 09:46:00-05:00,8596.25,8571.0,8646.75,2019-12-16 16:00:00-05:00,8603.25,time_exit,50000.0,0.5,250.0,53.5,214.0,214.0,68770.0,1.3754,7.0,28.0,56.0,10.0,46.0,2019-12-16 09:45:00-05:00,8596.0,8563.040407867293,4.660714285714286,22.75,4.881226053639847,7.0717898828797185,1.936562548551592,0.41550767325244886
64,2019-12-18,long,6,2019-12-18 11:17:00-05:00,8633.5,8614.5,8671.5,2019-12-18 15:59:00-05:00,8614.25,stop,50000.0,0.5,250.0,41.0,246.0,246.0,103602.0,2.07204,-19.25,-77.0,-231.0,15.0,-246.0,2019-12-18 11:16:00-05:00,8633.25,8615.435393813199,2.4285714285714284,13.5,5.558823529411765,7.335426076918071,0.5827785492838302,0.23996763794040069
65,2019-12-19,long,5,2019-12-19 10:30:00-05:00,8638.75,8617.75,8680.75,2019-12-19 16:44:00-05:00,8680.5,target,50000.0,0.5,250.0,45.0,225.0,225.0,86387.5,1.72775,41.75,167.0,417.5,12.5,405.0,2019-12-19 10:29:00-05:00,8638.25,8623.754977062235,2.8035714285714284,18.0,6.420382165605096,5.170199264425586,0.5230766887234495,0.18657512464021128
66,2019-12-26,long,6,2019-12-26 09:47:00-05:00,8756.25,8738.5,8791.75,2019-12-26 14:04:00-05:00,8791.5,target,50000.0,0.5,250.0,38.5,231.0,231.0,105075.0,2.1015,35.25,141.0,423.0,15.0,408.0,2019-12-26 09:46:00-05:00,8756.5,8742.266579324974,3.0535714285714284,16.75,5.485380116959065,4.661237180125352,0.9145302823144448,0.29949529713221584
