simulation_mode,variant,base_variant,source_variant_name,leverage_factor,run_id,start_session_date,status,pass,fail,expire,failure_reason,days_to_pass,days_to_fail,cycle_trading_days,trading_days_elapsed,calendar_days_elapsed,daily_loss_limit_breached,trailing_drawdown_breached,final_profit_usd,final_equity_usd
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_12,,pass,True,False,False,,9.0,,9.0,9,14,False,False,3062.5,53062.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_13,,pass,True,False,False,,17.0,,17.0,17,28,False,False,3545.0,53545.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_14,,pass,True,False,False,,24.0,,24.0,24,40,False,False,3667.5,53667.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_15,,fail,False,True,False,trailing_drawdown,,34.0,34.0,34,54,False,True,531.0,50531.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_16,,pass,True,False,False,,11.0,,11.0,11,26,False,False,3138.0,53138.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_17,,pass,True,False,False,,26.0,,26.0,26,40,False,False,3441.0,53441.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_18,,pass,True,False,False,,4.0,,4.0,4,4,False,False,3013.0,53013.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_19,,fail,False,True,False,trailing_drawdown,,4.0,4.0,4,10,False,True,-2666.5,47333.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_20,,pass,True,False,False,,21.0,,21.0,21,29,False,False,3386.0,53386.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_21,,fail,False,True,False,trailing_drawdown,,8.0,8.0,8,16,False,True,-1538.0,48462.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_22,,pass,True,False,False,,8.0,,8.0,8,9,False,False,3138.0,53138.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_23,,fail,False,True,False,trailing_drawdown,,15.0,15.0,15,16,False,True,835.5,50835.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_24,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,11,False,True,-236.5,49763.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_25,,pass,True,False,False,,31.0,,31.0,31,47,False,False,3010.5,53010.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_26,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,9,False,True,-1830.5,48169.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_27,,fail,False,True,False,trailing_drawdown,,18.0,18.0,18,24,False,True,753.5,50753.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_28,,pass,True,False,False,,14.0,,14.0,14,20,False,False,3587.0,53587.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_29,,fail,False,True,False,trailing_drawdown,,7.0,7.0,7,17,False,True,-1532.0,48468.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_30,,pass,True,False,False,,20.0,,20.0,20,23,False,False,3238.5,53238.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_31,,pass,True,False,False,,29.0,,29.0,29,39,False,False,3062.5,53062.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_32,,pass,True,False,False,,6.0,,6.0,6,6,False,False,3974.0,53974.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_33,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,10,False,True,-1344.5,48655.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_34,,fail,False,True,False,trailing_drawdown,,5.0,5.0,5,5,False,True,-2528.0,47472.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_35,,pass,True,False,False,,9.0,,9.0,9,15,False,False,3135.0,53135.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_36,,pass,True,False,False,,21.0,,21.0,21,49,False,False,3190.0,53190.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_37,,pass,True,False,False,,6.0,,6.0,6,8,False,False,3538.0,53538.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_38,,fail,False,True,False,trailing_drawdown,,16.0,16.0,16,24,False,True,155.5,50155.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_39,,fail,False,True,False,trailing_drawdown,,21.0,21.0,21,26,False,True,82.5,50082.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_40,,pass,True,False,False,,16.0,,16.0,16,17,False,False,3336.0,53336.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_41,,fail,False,True,False,trailing_drawdown,,21.0,21.0,21,29,False,True,183.0,50183.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_42,,fail,False,True,False,trailing_drawdown,,15.0,15.0,15,20,False,True,198.5,50198.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_43,,fail,False,True,False,trailing_drawdown,,11.0,11.0,11,19,False,True,-2580.5,47419.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_44,,fail,False,True,False,trailing_drawdown,,11.0,11.0,11,18,False,True,-1719.5,48280.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_45,,pass,True,False,False,,5.0,,5.0,5,10,False,False,3209.5,53209.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_46,,pass,True,False,False,,17.0,,17.0,17,25,False,False,3043.5,53043.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_47,,pass,True,False,False,,13.0,,13.0,13,23,False,False,4037.5,54037.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_48,,pass,True,False,False,,18.0,,18.0,18,23,False,False,3954.0,53954.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_49,,pass,True,False,False,,25.0,,25.0,25,34,False,False,3108.5,53108.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_50,,fail,False,True,False,trailing_drawdown,,12.0,12.0,12,27,False,True,-1753.0,48247.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_51,,pass,True,False,False,,12.0,,12.0,12,26,False,False,3442.0,53442.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_52,,pass,True,False,False,,4.0,,4.0,4,4,False,False,3238.0,53238.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_53,,fail,False,True,False,trailing_drawdown,,7.0,7.0,7,14,False,True,-1413.5,48586.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_54,,pass,True,False,False,,21.0,,21.0,21,38,False,False,3639.5,53639.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_55,,fail,False,True,False,trailing_drawdown,,8.0,8.0,8,16,False,True,-2234.0,47766.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_56,,pass,True,False,False,,5.0,,5.0,5,6,False,False,3272.0,53272.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_57,,fail,False,True,False,trailing_drawdown,,18.0,18.0,18,29,False,True,119.5,50119.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_58,,pass,True,False,False,,6.0,,6.0,6,15,False,False,3904.0,53904.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_59,,fail,False,True,False,trailing_drawdown,,18.0,18.0,18,29,False,True,572.5,50572.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_60,,fail,False,True,False,trailing_drawdown,,12.0,12.0,12,19,False,True,-1708.0,48292.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_61,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,9,False,True,-2090.5,47909.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_62,,fail,False,True,False,trailing_drawdown,,25.0,25.0,25,29,False,True,-1218.5,48781.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_63,,fail,False,True,False,trailing_drawdown,,5.0,5.0,5,6,False,True,-2358.0,47642.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_64,,pass,True,False,False,,16.0,,16.0,16,27,False,False,3168.5,53168.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_65,,pass,True,False,False,,18.0,,18.0,18,24,False,False,4025.0,54025.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_66,,pass,True,False,False,,18.0,,18.0,18,35,False,False,3979.0,53979.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_67,,pass,True,False,False,,8.0,,8.0,8,15,False,False,3043.0,53043.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_68,,fail,False,True,False,trailing_drawdown,,11.0,11.0,11,25,False,True,-2672.5,47327.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_69,,fail,False,True,False,trailing_drawdown,,17.0,17.0,17,32,False,True,-2069.5,47930.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_70,,pass,True,False,False,,19.0,,19.0,19,28,False,False,3281.0,53281.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_71,,fail,False,True,False,trailing_drawdown,,16.0,16.0,16,20,False,True,-383.0,49617.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_72,,pass,True,False,False,,13.0,,13.0,13,20,False,False,3376.5,53376.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_73,,fail,False,True,False,trailing_drawdown,,18.0,18.0,18,26,False,True,144.5,50144.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_74,,fail,False,True,False,trailing_drawdown,,32.0,32.0,32,40,False,True,-269.0,49731.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_75,,pass,True,False,False,,7.0,,7.0,7,12,False,False,3472.5,53472.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_76,,pass,True,False,False,,9.0,,9.0,9,18,False,False,3013.5,53013.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_77,,pass,True,False,False,,23.0,,23.0,23,35,False,False,3186.0,53186.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_78,,pass,True,False,False,,14.0,,14.0,14,21,False,False,4101.0,54101.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_79,,pass,True,False,False,,16.0,,16.0,16,28,False,False,3162.0,53162.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_80,,pass,True,False,False,,11.0,,11.0,11,22,False,False,3656.0,53656.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_81,,pass,True,False,False,,9.0,,9.0,9,17,False,False,3103.5,53103.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_82,,fail,False,True,False,trailing_drawdown,,10.0,10.0,10,14,False,True,105.0,50105.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_83,,pass,True,False,False,,8.0,,8.0,8,14,False,False,4026.0,54026.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_84,,pass,True,False,False,,6.0,,6.0,6,16,False,False,3133.0,53133.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_85,,pass,True,False,False,,12.0,,12.0,12,14,False,False,4069.0,54069.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_86,,pass,True,False,False,,11.0,,11.0,11,18,False,False,3433.0,53433.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_87,,pass,True,False,False,,12.0,,12.0,12,15,False,False,3241.5,53241.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_88,,fail,False,True,False,trailing_drawdown,,4.0,4.0,4,4,False,True,-2498.0,47502.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_89,,pass,True,False,False,,13.0,,13.0,13,17,False,False,3089.0,53089.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_90,,pass,True,False,False,,8.0,,8.0,8,17,False,False,3321.0,53321.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_91,,pass,True,False,False,,5.0,,5.0,5,5,False,False,3464.5,53464.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_92,,pass,True,False,False,,31.0,,31.0,31,43,False,False,3858.0,53858.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_93,,pass,True,False,False,,12.0,,12.0,12,23,False,False,3778.0,53778.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_94,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,12,False,True,-1890.0,48110.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_95,,pass,True,False,False,,6.0,,6.0,6,13,False,False,3425.5,53425.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_96,,pass,True,False,False,,10.0,,10.0,10,25,False,False,3185.0,53185.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_97,,pass,True,False,False,,7.0,,7.0,7,11,False,False,3443.0,53443.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_98,,pass,True,False,False,,5.0,,5.0,5,7,False,False,3381.0,53381.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_99,,fail,False,True,False,trailing_drawdown,,17.0,17.0,17,23,False,True,-27.5,49972.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_100,,fail,False,True,False,trailing_drawdown,,30.0,30.0,30,43,False,True,-2106.0,47894.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_101,,fail,False,True,False,trailing_drawdown,,16.0,16.0,16,25,False,True,-683.0,49317.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_102,,pass,True,False,False,,10.0,,10.0,10,18,False,False,3873.0,53873.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_103,,pass,True,False,False,,10.0,,10.0,10,14,False,False,3075.5,53075.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_104,,pass,True,False,False,,15.0,,15.0,15,26,False,False,3356.0,53356.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_105,,fail,False,True,False,trailing_drawdown,,22.0,22.0,22,32,False,True,-811.5,49188.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_106,,pass,True,False,False,,16.0,,16.0,16,22,False,False,3267.5,53267.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_107,,pass,True,False,False,,4.0,,4.0,4,5,False,False,3205.5,53205.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_108,,pass,True,False,False,,11.0,,11.0,11,29,False,False,3562.0,53562.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_109,,pass,True,False,False,,18.0,,18.0,18,22,False,False,3389.5,53389.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_110,,pass,True,False,False,,10.0,,10.0,10,15,False,False,3371.0,53371.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_111,,fail,False,True,False,trailing_drawdown,,16.0,16.0,16,29,False,True,-900.0,49100.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_112,,fail,False,True,False,trailing_drawdown,,14.0,14.0,14,25,False,True,-837.0,49163.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_113,,fail,False,True,False,trailing_drawdown,,9.0,9.0,9,16,False,True,-2306.5,47693.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_114,,pass,True,False,False,,8.0,,8.0,8,14,False,False,4082.0,54082.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_115,,pass,True,False,False,,14.0,,14.0,14,23,False,False,3412.0,53412.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_116,,fail,False,True,False,trailing_drawdown,,11.0,11.0,11,21,False,True,-1304.0,48696.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_117,,fail,False,True,False,trailing_drawdown,,25.0,25.0,25,35,False,True,-10.0,49990.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_118,,pass,True,False,False,,34.0,,34.0,34,51,False,False,3702.0,53702.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_119,,pass,True,False,False,,6.0,,6.0,6,9,False,False,3242.5,53242.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_120,,pass,True,False,False,,8.0,,8.0,8,13,False,False,3082.5,53082.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_121,,fail,False,True,False,trailing_drawdown,,17.0,17.0,17,27,False,True,-1359.0,48641.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_122,,pass,True,False,False,,11.0,,11.0,11,18,False,False,3609.0,53609.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_123,,pass,True,False,False,,10.0,,10.0,10,17,False,False,3642.5,53642.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_124,,fail,False,True,False,trailing_drawdown,,9.0,9.0,9,10,False,True,-1484.5,48515.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_125,,fail,False,True,False,trailing_drawdown,,11.0,11.0,11,20,False,True,-419.0,49581.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_126,,pass,True,False,False,,15.0,,15.0,15,22,False,False,3573.0,53573.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_127,,pass,True,False,False,,7.0,,7.0,7,7,False,False,3280.0,53280.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_128,,pass,True,False,False,,9.0,,9.0,9,15,False,False,3087.0,53087.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_129,,fail,False,True,False,trailing_drawdown,,8.0,8.0,8,15,False,True,-1895.5,48104.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_130,,fail,False,True,False,trailing_drawdown,,10.0,10.0,10,17,False,True,-343.0,49657.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_131,,pass,True,False,False,,10.0,,10.0,10,16,False,False,3497.0,53497.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_132,,pass,True,False,False,,23.0,,23.0,23,37,False,False,3240.0,53240.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_133,,fail,False,True,False,trailing_drawdown,,8.0,8.0,8,16,False,True,-1713.5,48286.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_134,,pass,True,False,False,,7.0,,7.0,7,11,False,False,3526.0,53526.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_135,,pass,True,False,False,,5.0,,5.0,5,6,False,False,3475.0,53475.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_136,,pass,True,False,False,,10.0,,10.0,10,14,False,False,3398.0,53398.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_137,,pass,True,False,False,,12.0,,12.0,12,19,False,False,3074.5,53074.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_138,,fail,False,True,False,trailing_drawdown,,15.0,15.0,15,15,False,True,-903.5,49096.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_139,,pass,True,False,False,,9.0,,9.0,9,10,False,False,3007.0,53007.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_140,,pass,True,False,False,,22.0,,22.0,22,31,False,False,3508.0,53508.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_141,,pass,True,False,False,,18.0,,18.0,18,29,False,False,3330.5,53330.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_142,,pass,True,False,False,,3.0,,3.0,3,8,False,False,3187.5,53187.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_143,,pass,True,False,False,,13.0,,13.0,13,24,False,False,3058.0,53058.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_144,,pass,True,False,False,,10.0,,10.0,10,28,False,False,4051.5,54051.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_145,,pass,True,False,False,,13.0,,13.0,13,22,False,False,3079.5,53079.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_146,,pass,True,False,False,,15.0,,15.0,15,17,False,False,3031.0,53031.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_147,,pass,True,False,False,,4.0,,4.0,4,6,False,False,3157.5,53157.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_148,,pass,True,False,False,,13.0,,13.0,13,19,False,False,3533.5,53533.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_149,,pass,True,False,False,,10.0,,10.0,10,15,False,False,3212.5,53212.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_150,,fail,False,True,False,trailing_drawdown,,15.0,15.0,15,20,False,True,58.0,50058.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_151,,pass,True,False,False,,15.0,,15.0,15,17,False,False,3505.0,53505.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_152,,fail,False,True,False,trailing_drawdown,,11.0,11.0,11,15,False,True,231.0,50231.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_153,,fail,False,True,False,trailing_drawdown,,10.0,10.0,10,13,False,True,-817.0,49183.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_154,,fail,False,True,False,trailing_drawdown,,22.0,22.0,22,42,False,True,-54.0,49946.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_155,,pass,True,False,False,,30.0,,30.0,30,42,False,False,3149.5,53149.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_156,,pass,True,False,False,,6.0,,6.0,6,14,False,False,3103.0,53103.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_157,,pass,True,False,False,,5.0,,5.0,5,5,False,False,3464.5,53464.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_158,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,12,False,True,-2225.5,47774.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_159,,pass,True,False,False,,16.0,,16.0,16,23,False,False,3166.5,53166.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_160,,pass,True,False,False,,37.0,,37.0,37,58,False,False,3023.0,53023.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_161,,pass,True,False,False,,4.0,,4.0,4,4,False,False,3238.0,53238.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_162,,fail,False,True,False,trailing_drawdown,,9.0,9.0,9,12,False,True,668.5,50668.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_163,,pass,True,False,False,,10.0,,10.0,10,17,False,False,3143.0,53143.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_164,,pass,True,False,False,,7.0,,7.0,7,11,False,False,3221.0,53221.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_165,,pass,True,False,False,,8.0,,8.0,8,9,False,False,3058.5,53058.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_166,,pass,True,False,False,,7.0,,7.0,7,14,False,False,3628.5,53628.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_167,,pass,True,False,False,,8.0,,8.0,8,8,False,False,3222.0,53222.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_168,,pass,True,False,False,,11.0,,11.0,11,17,False,False,3113.0,53113.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_169,,fail,False,True,False,trailing_drawdown,,19.0,19.0,19,26,False,True,-1491.0,48509.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_170,,fail,False,True,False,trailing_drawdown,,13.0,13.0,13,28,False,True,-316.0,49684.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_171,,pass,True,False,False,,17.0,,17.0,17,23,False,False,3144.5,53144.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_172,,pass,True,False,False,,8.0,,8.0,8,14,False,False,4110.5,54110.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_173,,fail,False,True,False,trailing_drawdown,,10.0,10.0,10,22,False,True,-1765.0,48235.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_174,,fail,False,True,False,trailing_drawdown,,15.0,15.0,15,19,False,True,-1075.0,48925.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_175,,pass,True,False,False,,9.0,,9.0,9,14,False,False,3103.0,53103.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_176,,fail,False,True,False,trailing_drawdown,,12.0,12.0,12,14,False,True,-1500.0,48500.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_177,,pass,True,False,False,,28.0,,28.0,28,38,False,False,3211.5,53211.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_178,,pass,True,False,False,,13.0,,13.0,13,16,False,False,3027.5,53027.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_179,,pass,True,False,False,,6.0,,6.0,6,8,False,False,3832.0,53832.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_180,,fail,False,True,False,trailing_drawdown,,18.0,18.0,18,28,False,True,328.0,50328.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_181,,fail,False,True,False,trailing_drawdown,,4.0,4.0,4,4,False,True,-2581.0,47419.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_182,,pass,True,False,False,,21.0,,21.0,21,39,False,False,3170.0,53170.0
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_183,,fail,False,True,False,trailing_drawdown,,3.0,3.0,3,9,False,True,-2019.5,47980.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_184,,pass,True,False,False,,32.0,,32.0,32,38,False,False,3263.5,53263.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_185,,pass,True,False,False,,27.0,,27.0,27,45,False,False,3846.5,53846.5
block_bootstrap,nominal,nominal,nominal,1.0,bootstrap_186,,pass,True,False,False,,20.0,,20.0,20,27,False,False,3629.0,53629.0
