session_date,daily_pnl_usd,daily_gross_pnl_usd,daily_fees_usd,daily_trade_count,daily_loss_count,equity,peak_equity,drawdown_usd,drawdown_pct,green_day,variant_name,phase,daily_return
2019-07-02,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-03,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-04,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-05,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-08,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-09,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-10,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-11,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-12,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-15,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-16,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-17,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-18,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-19,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-22,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-23,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-24,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-25,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-26,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-29,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-30,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-07-31,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,49763.5,50057.5,-294.0,0.005873245767367527,False,single_15_60,is,0.0
2019-08-02,102.0,109.5,7.5,1.0,0.0,49865.5,50057.5,-192.0,0.0038355890725665486,True,single_15_60,is,0.00204
2019-08-05,0.0,0.0,0.0,0.0,0.0,49865.5,50057.5,-192.0,0.0038355890725665486,False,single_15_60,is,0.0
2019-08-06,-374.0,-364.0,10.0,1.0,1.0,49491.5,50057.5,-566.0,0.01130699695350347,False,single_15_60,is,-0.00748
2019-08-07,792.0,802.0,10.0,1.0,0.0,50283.5,50283.5,0.0,0.0,True,single_15_60,is,0.01584
2019-08-08,0.0,0.0,0.0,0.0,0.0,50283.5,50283.5,0.0,0.0,False,single_15_60,is,0.0
2019-08-09,0.0,0.0,0.0,0.0,0.0,50283.5,50283.5,0.0,0.0,False,single_15_60,is,0.0
2019-08-12,0.0,0.0,0.0,0.0,0.0,50283.5,50283.5,0.0,0.0,False,single_15_60,is,0.0
2019-08-13,0.0,0.0,0.0,0.0,0.0,50283.5,50283.5,0.0,0.0,False,single_15_60,is,0.0
2019-08-14,603.0,610.5,7.5,1.0,0.0,50886.5,50886.5,0.0,0.0,True,single_15_60,is,0.01206
2019-08-15,0.0,0.0,0.0,0.0,0.0,50886.5,50886.5,0.0,0.0,False,single_15_60,is,0.0
2019-08-16,0.0,0.0,0.0,0.0,0.0,50886.5,50886.5,0.0,0.0,False,single_15_60,is,0.0
2019-08-19,0.0,0.0,0.0,0.0,0.0,50886.5,50886.5,0.0,0.0,False,single_15_60,is,0.0
2019-08-20,0.0,0.0,0.0,0.0,0.0,50886.5,50886.5,0.0,0.0,False,single_15_60,is,0.0
2019-08-21,0.0,0.0,0.0,0.0,0.0,50886.5,50886.5,0.0,0.0,False,single_15_60,is,0.0
2019-08-22,0.0,0.0,0.0,0.0,0.0,50886.5,50886.5,0.0,0.0,False,single_15_60,is,0.0
2019-08-23,-125.0,-122.5,2.5,1.0,1.0,50761.5,50886.5,-125.0,0.0024564471912982815,False,single_15_60,is,-0.0025
2019-08-26,0.0,0.0,0.0,0.0,0.0,50761.5,50886.5,-125.0,0.0024564471912982815,False,single_15_60,is,0.0
2019-08-27,0.0,0.0,0.0,0.0,0.0,50761.5,50886.5,-125.0,0.0024564471912982815,False,single_15_60,is,0.0
2019-08-28,0.0,0.0,0.0,0.0,0.0,50761.5,50886.5,-125.0,0.0024564471912982815,False,single_15_60,is,0.0
2019-08-29,0.0,0.0,0.0,0.0,0.0,50761.5,50886.5,-125.0,0.0024564471912982815,False,single_15_60,is,0.0
2019-08-30,0.0,0.0,0.0,0.0,0.0,50761.5,50886.5,-125.0,0.0024564471912982815,False,single_15_60,is,0.0
2019-09-02,0.0,0.0,0.0,0.0,0.0,50761.5,50886.5,-125.0,0.0024564471912982815,False,single_15_60,is,0.0
2019-09-03,-2.5,0.0,2.5,1.0,1.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,-5e-05
2019-09-04,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-05,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-06,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-09,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-10,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-11,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-12,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-13,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-16,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-17,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-18,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-19,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-23,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-24,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-25,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-26,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-27,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-09-30,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-10-02,0.0,0.0,0.0,0.0,0.0,50759.0,50886.5,-127.5,0.002505576135124247,False,single_15_60,is,0.0
2019-10-03,-153.5,-151.0,2.5,1.0,1.0,50605.5,50886.5,-281.0,0.005522093286038537,False,single_15_60,is,-0.00307
2019-10-04,276.0,286.0,10.0,1.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,True,single_15_60,is,0.00552
2019-10-07,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-08,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-09,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-10,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-11,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-14,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-15,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-16,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-17,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-18,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-21,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-22,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-23,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-24,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-25,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-28,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-29,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-30,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-10-31,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-04,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-05,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-06,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-07,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-08,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-11,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-12,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-13,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-14,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-15,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-18,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-19,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-20,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-21,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-22,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-25,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-26,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-27,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-28,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-11-29,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-12-02,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-12-03,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-12-04,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-12-05,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-12-06,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-12-09,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-12-10,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-12-11,0.0,0.0,0.0,0.0,0.0,50881.5,50886.5,-5.0,9.825788765193127e-05,False,single_15_60,is,0.0
2019-12-12,-28.5,-26.0,2.5,1.0,1.0,50853.0,50886.5,-33.5,0.0006583278472679394,False,single_15_60,is,-0.00057
2019-12-13,-22.5,-15.0,7.5,1.0,1.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,-0.00045
2019-12-16,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2019-12-17,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2019-12-18,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2019-12-19,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2019-12-23,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2019-12-24,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2019-12-26,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2019-12-27,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2019-12-30,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2019-12-31,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-02,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-06,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-08,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-09,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-10,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-13,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-14,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-15,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-17,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-20,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-21,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-24,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-27,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-28,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-29,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-30,0.0,0.0,0.0,0.0,0.0,50830.5,50886.5,-56.0,0.00110048834170163,False,single_15_60,is,0.0
2020-01-31,774.0,784.0,10.0,1.0,0.0,51604.5,51604.5,0.0,0.0,True,single_15_60,is,0.01548
2020-02-03,0.0,0.0,0.0,0.0,0.0,51604.5,51604.5,0.0,0.0,False,single_15_60,is,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,51604.5,51604.5,0.0,0.0,False,single_15_60,is,0.0
2020-02-05,-94.0,-84.0,10.0,1.0,1.0,51510.5,51604.5,-94.0,0.0018215465705510177,False,single_15_60,is,-0.00188
2020-02-06,0.0,0.0,0.0,0.0,0.0,51510.5,51604.5,-94.0,0.0018215465705510177,False,single_15_60,is,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,51510.5,51604.5,-94.0,0.0018215465705510177,False,single_15_60,is,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,51510.5,51604.5,-94.0,0.0018215465705510177,False,single_15_60,is,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,51510.5,51604.5,-94.0,0.0018215465705510177,False,single_15_60,is,0.0
2020-02-12,0.0,0.0,0.0,0.0,0.0,51510.5,51604.5,-94.0,0.0018215465705510177,False,single_15_60,is,0.0
2020-02-13,0.0,0.0,0.0,0.0,0.0,51510.5,51604.5,-94.0,0.0018215465705510177,False,single_15_60,is,0.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,51510.5,51604.5,-94.0,0.0018215465705510177,False,single_15_60,is,0.0
2020-02-17,0.0,0.0,0.0,0.0,0.0,51510.5,51604.5,-94.0,0.0018215465705510177,False,single_15_60,is,0.0
2020-02-18,0.0,0.0,0.0,0.0,0.0,51510.5,51604.5,-94.0,0.0018215465705510177,False,single_15_60,is,0.0
2020-02-19,0.0,0.0,0.0,0.0,0.0,51510.5,51604.5,-94.0,0.0018215465705510177,False,single_15_60,is,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,51510.5,51604.5,-94.0,0.0018215465705510177,False,single_15_60,is,0.0
2020-02-21,36.5,39.0,2.5,1.0,0.0,51547.0,51604.5,-57.5,0.0011142439128370588,True,single_15_60,is,0.00073
2020-02-24,0.0,0.0,0.0,0.0,0.0,51547.0,51604.5,-57.5,0.0011142439128370588,False,single_15_60,is,0.0
2020-02-25,405.0,407.5,2.5,1.0,0.0,51952.0,51952.0,0.0,0.0,True,single_15_60,is,0.0081
2020-02-26,-277.0,-274.5,2.5,1.0,1.0,51675.0,51952.0,-277.0,0.0053318447797967355,False,single_15_60,is,-0.00554
2020-02-27,-248.0,-245.5,2.5,1.0,1.0,51427.0,51952.0,-525.0,0.010105481983369264,False,single_15_60,is,-0.00496
2020-02-28,0.0,0.0,0.0,0.0,0.0,51427.0,51952.0,-525.0,0.010105481983369264,False,single_15_60,is,0.0
2020-03-02,0.0,0.0,0.0,0.0,0.0,51427.0,51952.0,-525.0,0.010105481983369264,False,single_15_60,is,0.0
